distance fxForeLeft fyForeLeft fxHindLeft fyHindLeft fxForeRight fyForeRight fxHindRight fyHindRight
0.0914664 0 0 1.12769 2.70339 923.252 57.8675 0 0
0.0918156 0 0 7.21931 1.88584 921.6 57.9313 0 0
0.0921679 0 0 6.92273 1.27022 921.6 1696 0 0
0.0925219 0 0 6.66095 0.632007 921.6 1696 0 0
0.0928765 0 0 6.45791 0.139714 921.6 1696 0 0
0.093231 0 0 928 0.225 921.6 1696 0 0
0.093585 0 0 6.4304 0.0726482 2.66438e-14 1638.4 0 0
0.0939387 0 0 6.60964 0.498519 0 0 0 0
0.0942928 0 0 6.86853 1.10846 0 0 0 0
0.0946481 0 0 7.1462 1.75683 0 0 0 0
0.0950053 0 0 7.3877 2.31488 0 0 0 0
0.0953651 0 0 1.15775 2.71184 0 0 0 0
0.0957279 0 0 1.23153 2.8755 0 0 0 0
0.0960939 0 0 7.63307 2.85552 0 0 0 0
0.0964631 0 0 7.60935 2.78985 0 0 0 0
0.0968354 0 0 7.56333 2.67312 0 0 0 0
0.0972108 0 0 7.51712 2.55639 0 0 0 0
0.0975893 0 0 7.48653 2.4757 0 0 0 0
0.0979708 0 0 7.47949 2.4486 0 0 0 0
0.0983555 0 0 7.49659 2.47578 0 0 0 0
0.0987434 0 0 7.53313 2.54604 0 0 0 0
0.0991347 0 0 1.18176 2.64236 0 0 0 0
0.0995296 0 0 1.23485 2.74743 0 0 0 0
0.0999282 0 0 1.28617 2.8474 0 0 0 0
0.100331 0 0 1.33171 2.93353 0 0 0 0
0.100737 0 0 1.36971 3.00213 0 0 0 0
0.101148 0 0 1.40017 3.05346 0 0 0 0
0.101577 0 0 2.31667 5.59554 3.35979 16.6156 0 0
0.102025 0 0 3.74223 8.0209 3.33626 15.5073 0 0
0.102496 0 0 3.82671 8.53052 4.40945 20.2359 0 0
0.102986 0 0 3.96578 9.25046 3.45664 16.2125 0 0
0.103492 0 0 2.8517 6.92839 2.68016 13.0663 0 0
0.104009 0 0 1.97939 5.19414 2.05975 10.6591 0 0
0.104533 0 0 7.74202 4.00324 1.56745 8.84944 0 0
0.105064 0 0 7.32796 3.31403 1.18077 7.52033 0 0
0.105599 0 0 6.93056 2.67945 0.872904 6.5489 0 0
0.106136 0 0 6.54913 2.10178 0.624413 5.84582 0 0
0.106673 0 0 -0.218272 1.57813 0.420402 5.34325 0 0
0.107212 0 0 921.6 0.225 -0.203925 1642.09 0.138899 16.5263
0.107748 0 0 921.6 0.225 -0.256418 1641.9 0.647928 13.4967
0.108283 0 0 921.6 0.225 -0.171765 1641.95 0.574789 11.3215
0.108814 0 0 921.6 0.225 -0.208516 3.79838 0.527726 9.76624
0.109343 0 0 921.6 0.225 -0.0906258 4.30518 0.497831 8.62179
0.10987 0 0 921.6 0.225 -0.0938271 4.4451 0.724004 10.136
0.110395 0 0 0 0 -0.0306332 4.64517 0.565197 7.76331
0.110921 0 0 0 0 -0.0558212 4.65311 0.514245 6.49535
0.111447 0 0 921.6 0.225 -0.207258 4.41993 0.588253 6.50044
0.11197 0 0 0 0 -0.137341 4.68313 0.547197 5.53937
0.112493 0 0 0 0 -0.168396 4.71415 0.604734 5.2628
0.113017 0 0 0 0 -0.272017 4.57761 0.701794 5.33333
0.113541 0 0 921.6 0.225 -0.484296 4.25509 0.898747 6.21587
0.114063 0 0 0 0 -0.449431 4.42849 0.92121 5.70271
0.114586 0 0 0 0 -0.503125 4.41439 1.03826 5.72271
0.115109 0 0 921.6 0.225 -0.703568 4.13311 1.25736 6.52461
0.115631 0 0 0 0 -0.673888 4.29545 1.31536 6.13381
0.116155 0 0 0 0 -0.748667 4.24456 1.46061 6.20308
0.116682 0 0 0 0 -0.896926 4.04405 1.63263 6.46153
0.11721 0 0 921.6 0.225 -1.06495 3.8418 1.92815 7.57987
0.117739 0 0 0 0 -1.15793 3.77421 1.85453 6.61248
0.11827 0 0 0 0 -1.17389 3.83111 0.875107 3.6373
0.118799 0 0 921.6 0.225 -1.04547 4.23726 512 0.75083
0.119325 0 0 0 0 -1.04108 4.49364 921.6 1696
0.119848 0 0 0 0 -1.09355 4.60017 921.6 1696
0.120366 0 0 921.6 0.225 -1.14835 4.69494 1433.6 57.6
0.120878 0 0 921.6 0.225 -1.1418 4.93169 1433.6 57.6
0.121386 0 0 0 0 -1.18102 5.0692 2.66438e-14 1638.4
0.121887 0 0 921.6 0.225 -1.33048 4.99262 921.6 57.6
0.122382 0 0 0 0 -1.37387 5.13086 2.66438e-14 1638.4
0.12287 0 0 921.6 0.225 -1.56335 4.99952 0 0
0.12335 0 0 921.6 0.225 -1.61455 5.13549 0 0
0.123822 0 0 921.6 0.225 -1.68593 5.23525 0 0
0.124286 0 0 0 0 -1.73369 5.3775 0 0
0.124742 0 0 921.6 0.225 -2.00892 5.13808 0 0
0.125188 0 0 921.6 0.225 -2.05727 5.30177 0 0
0.125624 0 0 921.6 0.225 -2.12424 5.43214 0 0
0.126052 0 0 0 0 -2.13171 5.66053 0 0
0.126471 0 0 920.087 1.15256 -2.42797 5.43544 0 0
0.126894 24.0665 112.02 928 0.225 921.6 1696 0 0
0.127306 15.4483 75.0818 928 0.225 921.6 1696 0 0
0.127705 9.85364 48.2991 0 0 0 0 0 0
0.128089 8.22079 37.536 928 0.225 921.6 1696 0 0
0.128455 926.68 1720.34 0 0 0 0 0 0
0.12881 3.37985 16.0922 0 0 0 0 0 0
0.129156 4.6666 19.6262 928 0.225 921.6 1696 0 0
0.129476 4.18613 17.1355 928 0.225 921.6 1696 0 0
0.129833 5.8053 22.6553 921.6 0.225 0 0 16.2786 37.6153
0.130217 4.73064 18.1333 0 0 0 0 9.57398 22.5134
0.130615 4.59386 18.123 0 0 928 0.225 5.61893 13.8269
0.131005 4.28611 15.2791 928 0.225 0 0 4.57316 11.0865
0.131395 3.89069 13.9918 928 0.225 0 0 4.15323 9.66385
0.131787 4.12029 14.8835 0 0 928 0.225 2.66931 6.70354
0.132162 4.17791 14.6555 921.6 0.225 6.4 2.22233e-17 2.4291 6.02098
0.132528 4.13429 13.9222 0 0 0 0 2.52616 5.69459
0.132897 3.8252 12.1751 0 0 0 0 2.17509 4.88235
0.133261 1.78152 7.36695 928 0.225 921.6 1696 2.04205 5.28003
0.133618 4.46777 13.9943 0 0 0 0 3.39758 7.44829
0.133984 3.72388 12.8179 0 0 0 0 3.91457 8.49852
0.134357 3.65446 13.0843 928 0.225 921.6 1696 3.85016 9.08224
0.134731 3.72412 13.7232 0 0 0 0 5.10191 10.9205
0.135117 3.4345 12.767 0 0 0 0 4.65677 10.283
0.135523 3.21137 12.7718 0 0 921.6 0.225 4.51842 10.2598
0.135932 3.22185 12.2531 928 0.225 0 0 4.75773 11.0824
0.136347 2.94655 12.1426 0 0 0 0 3.4521 8.75611
0.136773 2.69225 11.3987 0 0 0 0 3.15217 8.23213
0.137214 2.40627 10.5681 0 0 0 0 3.08052 8.25944
0.13767 2.13193 9.83624 0 0 0 0 3.02679 8.36869
0.138142 1.88747 9.26062 0 0 0 0 2.91628 8.3903
0.138629 1.67666 8.84181 0 0 0 0 2.73795 8.28904
0.139131 1.49674 8.55815 0 0 0 0 2.50529 8.08358
0.139645 1.34267 8.38227 0 0 0 0 2.23738 7.80721
0.140172 1.20833 8.28724 0 0 0 0 1.97123 7.48724
0.140709 1.08238 8.23955 0 0 0 0 1.86243 7.12165
0.141255 0.963215 8.20693 0 0 0 0 1.76345 6.77001
0.14181 0.845935 8.17315 0 0 0 0 1.68134 6.44932
0.142374 0.826203 8.12032 0 0 0 0 1.61431 6.1598
0.142944 0.87738 8.03205 0 0 0 0 1.56418 5.90451
0.143522 0.91725 7.90559 0 0 0 0 1.53125 5.68393
0.144106 0.946824 7.7468 0 0 0 0 1.50996 5.4898
0.144697 0.967713 7.56346 0 0 0 0 1.49535 5.31375
0.145296 0.981518 7.36291 0 0 0 0 1.48366 5.14917
0.145901 0.989686 7.15157 0 0 0 0 1.47204 4.99112
0.146513 0.993347 6.93447 0 0 0 0 1.45868 4.83642
0.147132 0.993221 6.71524 0 0 0 0 1.44251 4.68327
0.147758 0.99015 6.49697 0 0 0 0 1.42322 4.53134
0.14839 0.984573 6.28195 0 0 0 0 1.4 4.37941
0.149029 0.976783 6.07169 0 0 0 0 1.37278 4.22754
0.149675 0.96709 5.86788 0 0 0 0 1.34138 4.07559
0.150328 0.955539 5.67067 0 0 0 0 1.30609 3.92434
0.150986 0.942315 5.48066 0 0 0 0 1.26691 3.77407
0.151651 0.927869 5.29895 0 0 0 0 1.22367 3.62484
0.152322 0.911623 5.12489 0 0 0 0 1.17644 3.47673
0.152999 0.893375 4.95818 0 0 0 0 1.12526 3.32999
0.153682 0.873658 4.80015 0 0 0 0 1.06978 3.18433
0.15437 0.85248 4.65091 0 0 0 0 1.00993 3.03985
0.155064 0.830657 4.51286 0 0 0 0 922.565 60.5324
0.155763 0.808298 4.38618 0 0 0 0 922.528 60.447
0.156466 0.78466 4.26844 0 0 0 0 922.477 60.3458
0.157175 0.759442 4.15855 0 0 0 0 922.415 60.2327
0.157888 0.732492 4.05595 0 0 0 0 922.342 60.1106
0.158605 0.703754 3.96038 0 0 0 0 922.259 59.9818
0.159326 0.673222 3.87174 0 0 0 0 922.169 59.8479
0.160051 0.640924 3.79001 0 0 0 0 922.069 59.7101
0.160778 0.606902 3.71519 0 0 0 0 921.962 59.5691
0.161509 0.571208 3.64729 0 0 0 0 921.847 59.4255
0.162242 6.94091 3.60826 0 0 0 0 921.724 59.2809
0.162976 6.9153 3.59489 0 0 0 0 -0.00557767 1.53577
0.163712 6.88417 3.57552 0 0 0 0 -0.144026 1.38867
0.164449 6.84823 3.55253 0 0 0 0 -0.291842 1.23885
0.165187 6.80813 3.52798 0 0 0 0 -0.449555 1.0859
0.165924 6.76448 3.50364 0 0 0 0 -0.617619 0.929595
0.16666 6.71783 3.48107 0 0 0 0 -0.796449 0.769831
0.167395 6.66869 3.46157 0 0 0 0 -0.986442 0.606583
0.168128 6.61753 3.44626 0 0 0 0 -1.188 0.439873
0.168858 6.56477 3.43609 0 0 0 0 -1.40154 0.269747
0.169585 6.51084 3.43187 0 0 0 0 -1.6275 0.0962709
0.170307 6.45757 3.43736 0 0 0 0 2.66438e-14 1638.4
