setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
-0.232234 0.232207 0.365607 -0.365634 0.0982318 -0.0982532 0.013053 -0.0130749 0.035788
-0.242211 0.242185 0.375585 -0.375611 0.0914231 -0.0914447 0.0203034 -0.0203256 0.0361325
-0.251994 0.251968 0.385368 -0.385394 0.084555 -0.0845766 0.0276045 -0.027627 0.0364687
-0.261575 0.26155 0.39495 -0.394975 0.0776325 -0.0776543 0.0349512 -0.0349739 0.0367961
-0.270948 0.270924 0.404324 -0.404348 0.070661 -0.070683 0.0423384 -0.0423614 0.0371049
-0.280109 0.280085 0.413485 -0.413509 0.0636458 -0.0636679 0.0497611 -0.0497841 0.0374422
-0.28905 0.289027 0.422427 -0.42245 0.056592 -0.0566142 0.0572142 -0.0572373 0.0377817
-0.297767 0.297744 0.431144 -0.431167 0.049505 -0.0495273 0.0646926 -0.0647158 0.0381351
-0.306254 0.306232 0.439632 -0.439654 0.04239 -0.0424122 0.0721913 -0.0722145 0.0385091
-0.314505 0.314483 0.447883 -0.447905 0.0352522 -0.0352745 0.0797049 -0.0797282 0.038886
-0.322515 0.322494 0.455894 -0.455915 0.028097 -0.0281193 0.0872285 -0.0872518 0.0392765
-0.330279 0.330259 0.463659 -0.463679 0.0209296 -0.0209519 0.0947571 -0.0947803 0.0396834
-0.337793 0.337773 0.471173 -0.471193 0.0137553 -0.0137775 0.102285 -0.102308 0.0401063
-0.345051 0.345032 0.478432 -0.478451 0.00657924 -0.00660142 0.109808 -0.109831 0.0405329
-0.352049 0.352031 0.485431 -0.485449 -0.000593226 0.000571166 0.11732 -0.117344 0.040971
-0.358783 0.358766 0.492166 -0.492183 -0.00775693 0.00773497 0.124817 -0.12484 0.0414217
-0.365248 0.365231 0.498631 -0.498648 -0.0149067 0.0148848 0.132294 -0.132316 0.0418794
-0.37144 0.371424 0.504824 -0.50484 -0.0220372 0.0220155 0.139744 -0.139767 0.0423512
-0.377355 0.37734 0.51074 -0.510755 -0.0291435 0.0291219 0.147164 -0.147187 0.0428265
-0.38299 0.382976 0.516376 -0.51639 -0.0362204 0.0361989 0.154548 -0.154571 0.043311
-0.388341 0.388327 0.521727 -0.521741 -0.0432627 0.0432415 0.161892 -0.161914 0.0438064
-0.393405 0.393392 0.526792 -0.526805 -0.0502655 0.0502444 0.16919 -0.169212 0.0443085
-0.398178 0.398165 0.531565 -0.531578 -0.0572237 0.0572028 0.176437 -0.176459 0.0448195
-0.402657 0.402645 0.536045 -0.536057 -0.0641323 0.0641116 0.183629 -0.183651 0.04534
-0.40684 0.406829 0.540229 -0.54024 -0.0709864 0.0709659 0.190761 -0.190783 0.04587
-0.410723 0.410714 0.544114 -0.544123 -0.0777811 0.0777608 0.197828 -0.19785 0.0464094
-0.414306 0.414297 0.547697 -0.547706 -0.0845115 0.0844915 0.204826 -0.204847 0.0469577
-0.417584 0.417576 0.550976 -0.550984 -0.091173 0.0911532 0.211749 -0.211769 0.0475143
-0.420557 0.420549 0.553949 -0.553957 -0.0977606 0.0977411 0.218593 -0.218613 0.0480792
-0.423221 0.423215 0.556615 -0.556621 -0.10427 0.104251 0.225353 -0.225373 0.048652
-0.425577 0.425571 0.558971 -0.558977 -0.110696 0.110677 0.232025 -0.232045 0.0492327
-0.427621 0.427616 0.561016 -0.561021 -0.117034 0.117016 0.238605 -0.238625 0.0498211
-0.429353 0.429349 0.562749 -0.562753 -0.123281 0.123262 0.245088 -0.245107 0.0504172
-0.430772 0.430769 0.564169 -0.564172 -0.12943 0.129412 0.25147 -0.251489 0.0510207
-0.431877 0.431875 0.565275 -0.565277 -0.135479 0.135462 0.257746 -0.257764 0.0516316
-0.432667 0.432665 0.566065 -0.566067 -0.141423 0.141406 0.263912 -0.26393 0.0522497
-0.433141 0.43314 0.56654 -0.566541 -0.147257 0.14724 0.269965 -0.269983 0.0528749
-0.4333 0.4333 0.5667 -0.5667 -0.152978 0.152962 0.275899 -0.275917 0.053507
-0.433143 0.433144 0.566544 -0.566543 -0.158582 0.158565 0.281712 -0.281729 0.0541458
-0.43267 0.432672 0.566072 -0.56607 -0.164063 0.164047 0.287399 -0.287416 0.0547911
-0.431882 0.431884 0.565284 -0.565282 -0.16942 0.169404 0.292957 -0.292974 0.0554427
-0.430779 0.430782 0.564182 -0.564179 -0.174647 0.174632 0.298381 -0.298398 0.0561005
-0.429362 0.429366 0.562766 -0.562762 -0.179741 0.179726 0.303669 -0.303685 0.0567641
-0.427631 0.427636 0.561036 -0.561031 -0.184699 0.184685 0.308817 -0.308832 0.0574334
-0.425588 0.425594 0.558994 -0.558988 -0.189517 0.189503 0.31382 -0.313835 0.058108
-0.423235 0.423241 0.556641 -0.556635 -0.194191 0.194177 0.318676 -0.318691 0.0587878
-0.420571 0.420579 0.553979 -0.553971 -0.198719 0.198706 0.323383 -0.323397 0.0594725
-0.4176 0.417609 0.551009 -0.551 -0.203096 0.203084 0.327935 -0.327949 0.060162
-0.414324 0.414333 0.547733 -0.547724 -0.207321 0.207309 0.332331 -0.332344 0.0608561
-0.410743 0.410753 0.544153 -0.544143 -0.211389 0.211377 0.336567 -0.33658 0.0615545
-0.406861 0.406871 0.540271 -0.540261 -0.215299 0.215287 0.340641 -0.340654 0.062257
-0.40268 0.402691 0.536091 -0.53608 -0.219046 0.219035 0.34455 -0.344562 0.0629632
-0.398202 0.398214 0.531614 -0.531602 -0.222629 0.222619 0.348292 -0.348303 0.0636727
-0.393431 0.393443 0.526843 -0.526831 -0.226045 0.226035 0.351863 -0.351874 0.0643853
-0.388369 0.388382 0.521782 -0.521769 -0.229292 0.229282 0.355261 -0.355272 0.0651004
-0.383019 0.383034 0.516434 -0.516419 -0.232366 0.232357 0.358485 -0.358494 0.0658177
-0.377386 0.377401 0.510801 -0.510786 -0.235267 0.235258 0.361531 -0.36154 0.0665368
-0.371472 0.371488 0.504888 -0.504872 -0.237991 0.237983 0.364398 -0.364407 0.0672573
-0.365281 0.365298 0.498698 -0.498681 -0.240537 0.240529 0.367084 -0.367092 0.0679787
-0.358818 0.358835 0.492235 -0.492218 -0.242902 0.242895 0.369587 -0.369595 0.0687006
-0.352085 0.352103 0.485503 -0.485485 -0.245086 0.245079 0.371905 -0.371913 0.0694225
-0.345089 0.345107 0.478507 -0.478489 -0.247086 0.24708 0.374037 -0.374044 0.0701439
-0.337832 0.337851 0.471251 -0.471232 -0.248901 0.248895 0.375982 -0.375988 0.0708642
-0.330319 0.33034 0.46374 -0.463719 -0.250529 0.250524 0.377737 -0.377743 0.0715828
-0.322556 0.322577 0.455977 -0.455956 -0.25197 0.251965 0.379302 -0.379307 0.0722992
-0.314547 0.314569 0.447969 -0.447947 -0.253221 0.253217 0.380675 -0.38068 0.0730126
-0.306298 0.30632 0.43972 -0.439698 -0.254283 0.25428 0.381856 -0.38186 0.0737224
-0.297812 0.297835 0.431235 -0.431212 -0.255154 0.255151 0.382844 -0.382847 0.0744279
-0.289097 0.28912 0.42252 -0.422497 -0.255833 0.25583 0.383637 -0.38364 0.0751284
-0.280157 0.28018 0.41358 -0.413557 -0.256319 0.256317 0.384236 -0.384239 0.0758235
-0.270997 0.271022 0.404422 -0.404397 -0.256613 0.256611 0.38464 -0.384642 0.0765127
-0.261625 0.26165 0.39505 -0.395025 -0.256713 0.256712 0.384848 -0.38485 0.0771956
-0.252045 0.25207 0.38547 -0.385445 -0.25662 0.256619 0.38486 -0.384862 0.0778719
-0.242263 0.242289 0.375689 -0.375663 -0.256332 0.256332 0.384677 -0.384678 0.0785409
-0.232287 0.232313 0.365713 -0.365687 -0.255852 0.255852 0.384298 -0.384298 0.0791913
-0.222122 0.222149 0.355549 -0.355522 -0.255177 0.255178 0.383723 -0.383723 0.0798198
-0.211774 0.211801 0.345201 -0.345174 -0.254309 0.25431 0.382953 -0.382952 0.0804237
-0.20125 0.201278 0.334678 -0.33465 -0.253248 0.25325 0.381988 -0.381986 0.081006
-0.190557 0.190586 0.323986 -0.323957 -0.251994 0.251997 0.380828 -0.380825 0.0815671
-0.179702 0.179731 0.313131 -0.313102 -0.250549 0.250551 0.379474 -0.379471 0.0821047
-0.168691 0.16872 0.30212 -0.302091 -0.248912 0.248915 0.377927 -0.377924 0.0826183
-0.157532 0.157561 0.290961 -0.290932 -0.247084 0.247088 0.376188 -0.376184 0.0831175
-0.14623 0.14626 0.27966 -0.27963 -0.245067 0.245071 0.374257 -0.374253 0.0835924
-0.134795 0.134825 0.268225 -0.268195 -0.242862 0.242866 0.372136 -0.372132 0.0840396
-0.123232 0.123262 0.256662 -0.256632 -0.240469 0.240474 0.369827 -0.369822 0.0844601
-0.111549 0.11158 0.24498 -0.244949 -0.237891 0.237896 0.36733 -0.367325 0.084862
-0.0997532 0.0997844 0.233184 -0.233153 -0.235128 0.235134 0.364647 -0.364641 0.0852342
-0.0878525 0.087884 0.221284 -0.221253 -0.232183 0.232189 0.36178 -0.361774 0.0855767
-0.0758543 0.075886 0.209286 -0.209254 -0.229056 0.229063 0.35873 -0.358723 0.0858996
-0.063766 0.0637979 0.197198 -0.197166 -0.225751 0.225758 0.3555 -0.355492 0.0861905
-0.0515953 0.0516274 0.185027 -0.184995 -0.222268 0.222275 0.35209 -0.352083 0.086447
-0.0393498 0.0393822 0.172782 -0.17275 -0.218609 0.218617 0.348504 -0.348496 0.0866707
-0.0270374 0.0270699 0.16047 -0.160437 -0.214778 0.214786 0.344744 -0.344735 0.086874
-0.0146658 0.0146985 0.148098 -0.148066 -0.210776 0.210785 0.340811 -0.340802 0.0870584
-0.00224285 0.00227561 0.135676 -0.135643 -0.206605 0.206615 0.336708 -0.336699 0.0872399
0.0102237 -0.0101908 0.123209 -0.123176 -0.202269 0.202279 0.332439 -0.332429 0.0874001
0.0227259 -0.022693 0.110707 -0.110674 -0.197769 0.19778 0.328004 -0.327994 0.0875495
0.0352559 -0.0352229 0.0981771 -0.0981441 -0.193109 0.19312 0.323408 -0.323397 0.0876987
0.0478057 -0.0477727 0.0856273 -0.0855943 -0.188291 0.188302 0.318652 -0.318641 0.0878301
0.0603675 -0.0603344 0.0730656 -0.0730325 -0.183318 0.183329 0.313741 -0.313729 0.0879558
0.0729333 -0.0729002 0.0604998 -0.0604667 -0.178193 0.178205 0.308676 -0.308664 0.0880632
0.0854951 -0.0854621 0.0479379 -0.0479049 -0.172919 0.172932 0.303462 -0.303449 0.088165
0.0980451 -0.0980121 0.0353879 -0.0353549 -0.1675 0.167513 0.2981 -0.298087 0.0882664
0.110575 -0.110542 0.0228577 -0.0228247 -0.161938 0.161952 0.292596 -0.292582 0.0883585
0.123078 -0.123045 0.0103552 -0.0103223 -0.156238 0.156252 0.286951 -0.286937 0.0884415
0.135545 -0.135512 -0.0021118 0.00214456 -0.150403 0.150417 0.28117 -0.281155 0.0885208
0.147968 -0.147935 -0.0145353 0.0145679 -0.144435 0.14445 0.275256 -0.275241 0.0885933
0.16034 -0.160307 -0.0269075 0.02694 -0.13834 0.138355 0.269213 -0.269198 0.0886662
0.172653 -0.172621 -0.0392205 0.0392529 -0.13212 0.132136 0.263044 -0.263029 0.0887255
0.184899 -0.184867 -0.0514667 0.0514988 -0.12578 0.125796 0.256754 -0.256738 0.0887824
0.19707 -0.197038 -0.0636382 0.0636702 -0.119323 0.119339 0.250346 -0.25033 0.0888402
0.209159 -0.209127 -0.0757275 0.0757592 -0.112753 0.11277 0.243825 -0.243809 0.0888817
0.221158 -0.221127 -0.0877267 0.0877582 -0.106075 0.106092 0.237194 -0.237177 0.0889072
0.23306 -0.233028 -0.0996284 0.0996596 -0.0992925 0.0993097 0.230458 -0.230441 0.088925
