setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
-0.0376728 0.0376983 0.171098 -0.171073 -0.0748315 0.0748561 0.208256 -0.208232 0
-0.0279362 0.0279619 0.161362 -0.161336 -0.0654525 0.0654773 0.198877 -0.198853 0
-0.0181399 0.0181657 0.151566 -0.15154 -0.0559901 0.0560151 0.189415 -0.18939 0
-0.00828996 0.00831595 0.141716 -0.14169 -0.0464501 0.0464753 0.179875 -0.17985 0
0.00160733 -0.00158122 0.131819 -0.131793 -0.0368387 0.0368641 0.170264 -0.170239 0
0.0115457 -0.0115195 0.12188 -0.121854 -0.0271619 0.0271874 0.160587 -0.160562 0
0.021519 -0.0214927 0.111907 -0.111881 -0.0174258 0.0174515 0.150851 -0.150826 0
0.0315207 -0.0314944 0.101906 -0.101879 -0.00763658 0.00766241 0.141062 -0.141037 0
0.0415447 -0.0415183 0.0918817 -0.0918553 0.0021996 -0.00217365 0.131226 -0.1312 0
0.0515846 -0.0515581 0.0818419 -0.0818154 0.0120765 -0.0120505 0.12135 -0.121323 0
0.061634 -0.0616075 0.0717925 -0.071766 0.0219879 -0.0219618 0.111438 -0.111412 0
0.0716866 -0.0716602 0.0617398 -0.0617134 0.0319276 -0.0319014 0.101499 -0.101472 0
0.0817361 -0.0817096 0.0516904 -0.0516639 0.0418892 -0.041863 0.091537 -0.0915108 0
0.0917761 -0.0917497 0.0416503 -0.0416239 0.0518665 -0.0518402 0.0815598 -0.0815335 0
0.1018 -0.101774 0.0316262 -0.0315998 0.0618532 -0.0618269 0.0715731 -0.0715468 0
0.111802 -0.111776 0.0216241 -0.0215978 0.0718429 -0.0718166 0.0615834 -0.0615571 0
0.121776 -0.121749 0.0116506 -0.0116244 0.0818293 -0.0818031 0.0515969 -0.0515707 0
0.131714 -0.131688 0.00171177 -0.00168566 0.0918063 -0.09178 0.04162 -0.0415937 0
0.141612 -0.141586 -0.00818598 0.00821198 0.101767 -0.101741 0.0316589 -0.0316327 0
0.151462 -0.151436 -0.0180364 0.0180623 0.111706 -0.11168 0.0217199 -0.0216938 0
0.161259 -0.161233 -0.0278334 0.0278591 0.121617 -0.121591 0.0118093 -0.0117833 0
0.170996 -0.170971 -0.0375706 0.0375961 0.131493 -0.131467 0.00193342 -0.00190747 0
0.180667 -0.180642 -0.047242 0.0472673 0.141327 -0.141302 -0.00790158 0.00792741 0
0.190267 -0.190241 -0.0568414 0.0568665 0.151115 -0.151089 -0.0176895 0.0177152 0
0.199788 -0.199763 -0.0663627 0.0663877 0.16085 -0.160824 -0.027424 0.0274496 0
0.209225 -0.2092 -0.0758001 0.0758248 0.170525 -0.170499 -0.0370992 0.0371246 0
0.218572 -0.218547 -0.0851474 0.0851719 0.180134 -0.180109 -0.0467087 0.0467339 0
0.227823 -0.227799 -0.0943988 0.094423 0.189672 -0.189647 -0.0562467 0.0562717 0
0.236972 -0.236949 -0.103549 0.103572 0.199132 -0.199107 -0.065707 0.0657318 0
0.246014 -0.245991 -0.112591 0.112614 0.208508 -0.208484 -0.0750836 0.0751082 0
0.254943 -0.25492 -0.12152 0.121543 0.217795 -0.217771 -0.0843708 0.0843951 0
0.263753 -0.26373 -0.13033 0.130353 0.226987 -0.226962 -0.0935625 0.0935865 0
