distance xForeLeft yForeLeft xHindLeft yHindLeft xForeRight yForeRight xHindRight yHindRight
8.77593e-07 0.111432 -0.139965 -0.0826686 -0.145379 0.112484 -0.1435 -0.0833193 -0.142132
4.22825e-06 0.116176 -0.13763 -0.0921033 -0.145144 0.101382 -0.144412 -0.0798607 -0.140888
6.85427e-06 0.123801 -0.135397 -0.10551 -0.144068 0.0909926 -0.144378 -0.0743319 -0.13994
0 0.132478 -0.133048 -0.118091 -0.141743 0.0815567 -0.14359 -0.068137 -0.139061
0 0.141086 -0.130504 -0.129246 -0.138557 0.0733163 -0.14229 -0.0620063 -0.13815
0 0.148891 -0.127864 -0.138789 -0.134873 0.0663369 -0.140634 -0.0564402 -0.137205
0 0.155529 -0.125313 -0.146637 -0.13101 0.060609 -0.13884 -0.0517152 -0.136285
0 0.160872 -0.123035 -0.152836 -0.127311 0.0560874 -0.137092 -0.0479485 -0.135462
0 0.164937 -0.121163 -0.157541 -0.124016 0.052667 -0.135516 -0.0451532 -0.134792
0 0.167822 -0.119763 -0.160952 -0.121259 0.0502143 -0.134184 -0.0432791 -0.134305
0 0.169659 -0.118842 -0.163276 -0.119093 0.0485877 -0.133125 -0.0422414 -0.134001
0 0.170579 -0.118367 -0.164733 -0.117487 0.0476382 -0.132331 -0.0419513 -0.133864
0 0.170736 -0.118265 -0.165437 -0.116444 0.0472657 -0.131792 -0.0422792 -0.133857
0 0.170239 -0.118469 -0.165578 -0.115856 0.0473373 -0.131465 -0.0431439 -0.133944
0 0.169189 -0.118903 -0.165319 -0.115608 0.0477396 -0.131303 -0.0444659 -0.134088
0 0.16771 -0.119484 -0.164678 -0.115702 0.0484217 -0.131288 -0.0461268 -0.134247
0 0.165869 -0.120156 -0.163799 -0.116013 0.0492902 -0.131374 -0.0480764 -0.134394
0 0.163741 -0.120865 -0.162758 -0.116476 0.0502879 -0.131532 -0.0502502 -0.134502
0 0.161391 -0.121565 -0.161611 -0.117042 0.0513708 -0.13174 -0.0525839 -0.134553
0 0.158876 -0.122224 -0.160402 -0.11767 0.0525052 -0.13198 -0.0549617 -0.134528
0 0.156243 -0.122817 -0.159163 -0.118334 0.0536659 -0.13224 -0.057302 -0.134425
0 0.153529 -0.123326 -0.157918 -0.11901 0.0548348 -0.13251 -0.0595503 -0.134248
0 0.150766 -0.123739 -0.156684 -0.119685 0.0559997 -0.132783 -0.0616729 -0.134008
0 0.147981 -0.124051 -0.155471 -0.12035 0.0571532 -0.133054 -0.0636521 -0.133717
0 0.145193 -0.124258 -0.154285 -0.120997 0.0582914 -0.133321 -0.0654825 -0.133387
0 0.142417 -0.124361 -0.153129 -0.121625 0.0594131 -0.133581 -0.067167 -0.133031
0 0.139666 -0.124361 -0.152002 -0.122233 0.0605191 -0.133833 -0.0687147 -0.132657
0 0.136963 -0.124259 -0.150901 -0.122819 0.0616115 -0.134078 -0.0701382 -0.132276
0 0.134381 -0.124057 -0.149822 -0.123386 0.0626931 -0.134315 -0.0714526 -0.131893
0 0.131964 -0.123766 -0.148763 -0.123935 0.063767 -0.134543 -0.0726736 -0.131514
0 0.129732 -0.123402 -0.147718 -0.124467 0.0648368 -0.134764 -0.0738171 -0.131144
0 0.127691 -0.122982 -0.146682 -0.124984 0.0659059 -0.134977 -0.074898 -0.130784
0 0.125835 -0.122522 -0.145652 -0.125487 0.0669774 -0.135181 -0.0759302 -0.130438
0 0.12415 -0.122037 -0.144624 -0.125978 0.0680544 -0.135379 -0.076926 -0.130105
0 0.122619 -0.121538 -0.143593 -0.126458 0.0691396 -0.135568 -0.0778964 -0.129787
0 0.121221 -0.121037 -0.142556 -0.126929 0.0702352 -0.135751 -0.0788507 -0.129484
0 0.119935 -0.120541 -0.14151 -0.12739 0.0713434 -0.135925 -0.0797968 -0.129196
0 0.118743 -0.120056 -0.140453 -0.127844 0.0724657 -0.136092 -0.0807414 -0.128921
0 0.117624 -0.119587 -0.139382 -0.12829 0.0736035 -0.13625 -0.0816898 -0.12866
0 0.116564 -0.119137 -0.138297 -0.128729 0.0747578 -0.136401 -0.0826462 -0.12841
0 0.115546 -0.118707 -0.137194 -0.129162 0.0759296 -0.136542 -0.083614 -0.128172
0 0.114559 -0.1183 -0.136074 -0.129587 0.0771192 -0.136675 -0.0845957 -0.127944
0 0.113594 -0.117915 -0.134935 -0.130006 0.078327 -0.136799 -0.085593 -0.127724
0 0.11264 -0.117553 -0.133777 -0.130418 0.0795533 -0.136913 -0.0866073 -0.127513
0 0.111692 -0.117213 -0.132599 -0.130823 0.0807979 -0.137017 -0.0876394 -0.127308
0 0.110745 -0.116895 -0.131401 -0.131221 0.0820607 -0.137111 -0.0886896 -0.127108
0 0.109794 -0.116597 -0.130184 -0.13161 0.0833413 -0.137193 -0.0897582 -0.126913
0 0.108836 -0.116318 -0.128947 -0.131992 0.0846394 -0.137264 -0.0908449 -0.126721
0 0.107869 -0.116058 -0.127691 -0.132366 0.0859544 -0.137324 -0.0919494 -0.126531
0 0.106892 -0.115815 -0.126416 -0.13273 0.0872857 -0.137372 -0.0930713 -0.126341
0 0.105903 -0.115588 -0.125122 -0.133086 0.0886326 -0.137407 -0.09421 -0.126152
