d_amplitudeForeHip d_amplitudeHindHip d_offsetForeHip d_offsetHindHip d_amplitudeForeKnee d_amplitudeHindKnee d_offsetKnee d_kneePhaseLag d_frequency d_duration distance angle stability
0.4 0.4 0.0667 -0.0667 0.8133 0.5467 0.2 0.8 2 15 0.30936 0.775329 486.598 
0.4 0.4 0.0667 -0.0667 0.8133 0.5267 0.2 0.8 2 15 0.259461 0.860652 490.463 
0.4 0.4 0.0667 -0.0667 0.8133 0.5067 0.2 0.8 2 6.804 0 0.172008 475.479 
0.4 0.4 0.0667 -0.0667 0.8133 0.4867 0.2 0.8 2 13.04 0.411831 0.172736 476.074 
0.4 0.4 0.0667 -0.0667 0.8133 0.4667 0.2 0.8 2 7.158 0.123931 0.17172 469.168 
0.4 0.4 0.0667 -0.0667 0.8133 0.4467 0.2 0.8 2 7.502 0.0806131 0.165204 471.371 
0.4 0.4 0.0667 -0.0667 0.8133 0.4267 0.2 0.8 2 15 0.129708 0.21301 232.799 
0.4 0.4 0.0667 -0.0667 0.8133 0.4067 0.2 0.8 2 3.984 0.327413 0.167748 450.812 
0.4 0.4 0.0667 -0.0667 0.8133 0.3867 0.2 0.8 2 10.466 0.26743 0.170954 479.997 
0.4 0.4 0.0667 -0.0667 0.8133 0.3667 0.2 0.8 2 3.968 0 0.170279 465.319 
0.4 0.4 0.0667 -0.0667 0.8133 0.3467 0.2 0.8 2 9.112 0.184882 0.173025 471.069 
0.4 0.4 0.0667 -0.0667 0.8133 0.3267 0.2 0.8 2 2.304 0 0.168602 443.313 
0.4 0.4 0.0667 -0.0667 0.8133 0.3067 0.2 0.8 2 15 0.0430454 0.759509 478.895 
0.4 0.4 0.0667 -0.0667 0.8133 0.2867 0.2 0.8 2 5.838 0.354601 0.171879 460.845 
0.4 0.4 0.0667 -0.0667 0.8133 0.2667 0.2 0.8 2 2.798 0 0.170543 457.437 
0.4 0.4 0.0667 -0.0667 0.8133 0.2467 0.2 0.8 2 15 0.191994 0.816513 487.739 
0.4 0.4 0.0667 -0.0667 0.8133 0.2267 0.2 0.8 2 3.534 0 0.170386 465.808 
