distance x y z pitch roll
0.0775153 0.0798625 0.124726 0.0249039 -12.092 -12.3046
0.0778946 0.0802988 0.124781 0.0255073 -12.3404 -12.6236
0.0782655 0.0807289 0.124832 0.0261065 -12.5861 -12.9405
0.0786271 0.0811523 0.124878 0.0267007 -12.8283 -13.2544
0.0789791 0.0815685 0.124919 0.027289 -13.0665 -13.5648
0.0793206 0.0819771 0.124953 0.0278706 -13.3002 -13.8712
0.0796512 0.0823774 0.124981 0.0284447 -13.529 -14.173
0.0799703 0.0827692 0.125002 0.0290108 -13.7527 -14.4696
0.0802779 0.0831525 0.125016 0.029568 -13.9712 -14.7605
0.0805736 0.0835271 0.125024 0.0301158 -14.1845 -15.0452
0.0808574 0.083893 0.125027 0.0306535 -14.3928 -15.3232
0.0811291 0.0842501 0.125024 0.0311809 -14.5958 -15.5943
0.0813885 0.0845985 0.125017 0.0316975 -14.7937 -15.8581
0.0816354 0.0849381 0.125004 0.0322034 -14.9863 -16.1145
0.0818699 0.0852687 0.124988 0.0326981 -15.1737 -16.3633
0.0820924 0.0855904 0.124967 0.0331813 -15.3558 -16.6047
0.082303 0.0859031 0.124943 0.0336524 -15.5326 -16.8384
0.082502 0.0862065 0.124915 0.0341112 -15.704 -17.0645
0.0826891 0.0865007 0.124885 0.0345575 -15.87 -17.2825
0.0828645 0.0867857 0.124851 0.0349912 -16.0306 -17.4924
0.0830282 0.0870613 0.124816 0.0354121 -16.1857 -17.6939
0.0831803 0.0873275 0.124779 0.0358202 -16.3352 -17.887
0.083321 0.0875843 0.12474 0.0362153 -16.4793 -18.0716
0.0834494 0.0878321 0.124702 0.0365982 -16.6183 -18.2468
0.0835679 0.0880699 0.12466 0.0369671 -16.7503 -18.4148
0.0836743 0.0882986 0.124621 0.0373236 -16.8778 -18.5724
0.0837688 0.0885183 0.124582 0.037668 -16.9998 -18.7208
0.083855 0.0887276 0.12454 0.0379975 -17.1138 -18.8625
0.0839292 0.0889277 0.124501 0.0383146 -17.2233 -18.9929
0.0839918 0.0891191 0.124464 0.0386195 -17.3275 -19.1134
0.0840473 0.0892997 0.124425 0.038909 -17.4229 -19.2273
0.0840909 0.0894714 0.124389 0.0391859 -17.5139 -19.3289
0.0841232 0.0896345 0.124358 0.0394506 -17.5993 -19.4201
0.0841501 0.0897868 0.124323 0.0396989 -17.675 -19.5047
0.0841652 0.0899303 0.124294 0.0399346 -17.7463 -19.5761
0.084169 0.0900658 0.124269 0.0401578 -17.8116 -19.6367
0.0841683 0.0901914 0.12424 0.0403632 -17.8652 -19.6927
0.0841545 0.090311 0.124213 0.0405554 -17.9127 -19.7363
0.084129 0.090425 0.124188 0.0407359 -17.9532 -19.7679
0.0841012 0.0905294 0.124155 0.0408991 -17.9811 -19.7943
0.0840608 0.0906272 0.124125 0.0410514 -18.0053 -19.8057
0.0840083 0.0907189 0.124098 0.0411935 -18.0239 -19.8062
0.0839559 0.0908001 0.12406 0.0413182 -18.0298 -19.8039
0.0838904 0.0908744 0.124026 0.0414328 -18.0333 -19.7864
0.0838126 0.0909428 0.123995 0.041538 -18.0321 -19.7582
0.0837374 0.0909999 0.123952 0.0416251 -18.0172 -19.729
0.0836485 0.0910503 0.123914 0.0417026 -18.001 -19.6836
