setKForeLeft setKHindLeft setKForeRight setKHindRight realKForeLeft realKHindLeft realKForeRight realKHindRight distance
0.8333 0.2 0.2 0.5667 0.806874 0.197884 0.200184 0.546097 0
0.8333 0.2 0.2 0.5667 0.807641 0.197884 0.200184 0.546097 0
0.8333 0.2 0.2 0.5667 0.808408 0.197884 0.200184 0.546864 0
0.8333 0.2 0.2 0.5667 0.809942 0.197884 0.200184 0.547631 0
0.8333 0.2 0.2 0.5667 0.810709 0.197884 0.200184 0.547631 0
0.8333 0.2 0.2 0.5667 0.810709 0.197884 0.200184 0.547631 0
0.8333 0.2 0.2 0.5667 0.811476 0.197884 0.200184 0.548398 0
0.8333 0.2 0.2 0.5667 0.812243 0.197884 0.200184 0.548398 0
0.8333 0.2 0.2 0.5667 0.81301 0.197884 0.200184 0.549165 0
0.8333 0.2 0.2 0.5667 0.813777 0.197884 0.200184 0.549165 0
0.8333 0.2 0.2 0.5667 0.814544 0.197117 0.200184 0.549932 0
0.8333 0.2 0.2 0.5667 0.814544 0.197117 0.200184 0.549932 0
0.8333 0.2 0.2 0.5667 0.815311 0.197117 0.199418 0.549932 0
0.8333 0.2 0.2 0.5667 0.815311 0.197117 0.199418 0.550699 0
0.8333 0.2 0.2 0.5667 0.816078 0.197117 0.199418 0.550699 0
0.8333 0.2 0.2 0.5667 0.816845 0.197117 0.199418 0.550699 0
0.8333 0.2 0.2 0.5667 0.816845 0.197117 0.199418 0.551466 0
0.8333 0.2 0.2 0.5667 0.816845 0.19635 0.199418 0.551466 0
0.8333 0.2 0.2 0.5667 0.817612 0.19635 0.199418 0.551466 0
0.8333 0.2 0.2 0.5667 0.817612 0.19635 0.199418 0.551466 0
0.8333 0.2 0.2 0.5667 0.818379 0.19635 0.198651 0.552233 0
0.8333 0.2 0.2 0.5667 0.818379 0.19635 0.198651 0.552233 0
0.2 0.5667 0.8333 0.2 0.817612 0.19635 0.199418 0.551466 0
0.2 0.5667 0.8333 0.2 0.815311 0.198651 0.201718 0.549165 0
0.2 0.5667 0.8333 0.2 0.810709 0.201718 0.204786 0.54533 0
0.2 0.5667 0.8333 0.2 0.804573 0.207087 0.210155 0.539961 0
0.2 0.5667 0.8333 0.2 0.796903 0.21399 0.217058 0.532291 0
0.2 0.5667 0.8333 0.2 0.786932 0.222427 0.225495 0.523087 0
0.2 0.5667 0.8333 0.2 0.776194 0.233165 0.235466 0.51235 0
0.2 0.5667 0.8333 0.2 0.763155 0.24467 0.247738 0.499311 0
0.2 0.5667 0.8333 0.2 0.74935 0.258476 0.261544 0.486272 1.52891e-08
0.2 0.5667 0.8333 0.2 0.73401 0.273049 0.276117 0.470932 2.98868e-08
0.2 0.5667 0.8333 0.2 0.717903 0.289155 0.292223 0.454825 4.05466e-08
0.2 0.5667 0.8333 0.2 0.700262 0.306029 0.309864 0.437185 4.72695e-08
0.2 0.5667 0.8333 0.2 0.682621 0.324437 0.328272 0.419544 4.60768e-08
0.2 0.5667 0.8333 0.2 0.663447 0.342078 0.347447 0.40267 3.97854e-08
0.2 0.5667 0.8333 0.2 0.643505 0.358952 0.367388 0.386563 3.23246e-08
0.2 0.5667 0.8333 0.2 0.622796 0.375058 0.388864 0.371223 2.55107e-08
0.2 0.5667 0.8333 0.2 0.602087 0.389631 0.41034 0.356651 1.9691e-08
0.2 0.5667 0.8333 0.2 0.579845 0.403437 0.432583 0.343612 1.46129e-08
0.2 0.5667 0.8333 0.2 0.557602 0.416476 0.455592 0.33134 9.90513e-09
0.2 0.5667 0.8333 0.2 0.535359 0.427981 0.479369 0.320602 5.27586e-09
0.2 0.5667 0.8333 0.2 0.511583 0.438719 0.503146 0.309864 5.60245e-10
0.2 0.5667 0.8333 0.2 0.488573 0.447922 0.526922 0.30066 2.83032e-11
0.2 0.5667 0.8333 0.2 0.467097 0.456359 0.549932 0.292223 0
0.2 0.5667 0.8333 0.2 0.446388 0.464796 0.571408 0.284553 0
0.2 0.5667 0.8333 0.2 0.427214 0.471699 0.592117 0.277651 0
0.2 0.5667 0.8333 0.2 0.409573 0.477835 0.610524 0.271515 0
0.2 0.5667 0.8333 0.2 0.393466 0.483204 0.627398 0.265379 0
0.2 0.5667 0.8333 0.2 0.378893 0.488573 0.643505 0.26001 0
0.2 0.5667 0.8333 0.2 0.36432 0.493175 0.657311 0.255408 0
0.2 0.5667 0.8333 0.2 0.352049 0.497777 0.67035 0.250806 0
0.2 0.5667 0.8333 0.2 0.340544 0.501612 0.681854 0.246971 0
0.2 0.5667 0.8333 0.2 0.329806 0.505447 0.692592 0.243136 0
0.2 0.5667 0.8333 0.2 0.319835 0.508515 0.701796 0.239301 0
0.2 0.5667 0.8333 0.2 0.310631 0.511583 0.711 0.236233 0
0.2 0.5667 0.8333 0.2 0.302194 0.514651 0.71867 0.233165 0
0.2 0.5667 0.8333 0.2 0.294524 0.516952 0.72634 0.230864 0
0.2 0.5667 0.8333 0.2 0.287621 0.519252 0.732476 0.228563 0
0.2 0.5667 0.8333 0.2 0.281485 0.521553 0.738612 0.226262 0
0.2 0.5667 0.8333 0.2 0.27535 0.523854 0.744748 0.223961 0
0.2 0.5667 0.8333 0.2 0.269981 0.525388 0.750117 0.222427 0
0.2 0.5667 0.8333 0.2 0.264612 0.527689 0.754719 0.220126 0
0.2 0.5667 0.8333 0.2 0.26001 0.529223 0.75932 0.218592 0
0.2 0.5667 0.8333 0.2 0.256175 0.530757 0.763155 0.217058 0
0.2 0.5667 0.8333 0.2 0.25234 0.532291 0.76699 0.216291 0
0.2 0.5667 0.8333 0.2 0.248505 0.533825 0.770825 0.214757 0
0.2 0.5667 0.8333 0.2 0.245437 0.534592 0.773893 0.213223 0
0.2 0.5667 0.8333 0.2 0.242369 0.536126 0.776961 0.212456 0
0.2 0.5667 0.8333 0.2 0.239301 0.536893 0.780029 0.211689 0
0.2 0.5667 0.8333 0.2 0.237 0.53766 0.783097 0.210922 0
0.2 0.5667 0.8333 0.2 0.233932 0.539194 0.785398 0.209388 0
0.2 0.5667 0.8333 0.2 0.232398 0.539961 0.787699 0.208621 0
0.2 0.5667 0.8333 0.2 0.230097 0.540728 0.79 0.207854 0
0.2 0.5667 0.8333 0.2 0.227796 0.541495 0.792301 0.207854 0
0.2 0.5667 0.8333 0.2 0.226262 0.542262 0.793835 0.207087 0
0.2 0.5667 0.8333 0.2 0.224728 0.543029 0.796136 0.20632 0
0.2 0.5667 0.8333 0.2 0.223194 0.543796 0.79767 0.205553 0
0.2 0.5667 0.8333 0.2 0.22166 0.543796 0.799204 0.205553 0
0.2 0.5667 0.8333 0.2 0.220126 0.544563 0.800738 0.204786 0
0.2 0.5667 0.8333 0.2 0.219359 0.54533 0.802272 0.204019 0
0.2 0.5667 0.8333 0.2 0.217825 0.54533 0.803039 0.204019 0
0.2 0.5667 0.8333 0.2 0.217058 0.546097 0.804573 0.203252 0
0.2 0.5667 0.8333 0.2 0.216291 0.546864 0.80534 0.203252 0
0.2 0.5667 0.8333 0.2 0.214757 0.546864 0.806874 0.203252 0
0.2 0.5667 0.8333 0.2 0.21399 0.547631 0.807641 0.202485 0
0.2 0.5667 0.8333 0.2 0.213223 0.547631 0.808408 0.202485 0
0.2 0.5667 0.8333 0.2 0.212456 0.548398 0.809175 0.201718 0
0.2 0.5667 0.8333 0.2 0.211689 0.548398 0.810709 0.201718 0
0.2 0.5667 0.8333 0.2 0.210922 0.548398 0.811476 0.201718 0
0.2 0.5667 0.8333 0.2 0.210922 0.549165 0.811476 0.201718 0
0.2 0.5667 0.8333 0.2 0.210155 0.549165 0.812243 0.200951 0
0.2 0.5667 0.8333 0.2 0.209388 0.549165 0.81301 0.200951 0
0.2 0.5667 0.8333 0.2 0.209388 0.549932 0.813777 0.200951 0
0.2 0.5667 0.8333 0.2 0.208621 0.549932 0.814544 0.200951 0
0.2 0.5667 0.8333 0.2 0.207854 0.549932 0.814544 0.200184 0
0.2 0.5667 0.8333 0.2 0.207854 0.549932 0.815311 0.200184 0
0.2 0.5667 0.8333 0.2 0.207087 0.550699 0.815311 0.200184 0
0.2 0.5667 0.8333 0.2 0.207087 0.550699 0.816078 0.200184 0
0.2 0.5667 0.8333 0.2 0.20632 0.550699 0.816845 0.200184 0
0.2 0.5667 0.8333 0.2 0.20632 0.550699 0.816845 0.199418 0
0.2 0.5667 0.8333 0.2 0.20632 0.550699 0.816845 0.199418 0
0.2 0.5667 0.8333 0.2 0.205553 0.550699 0.817612 0.199418 0
0.2 0.5667 0.8333 0.2 0.205553 0.551466 0.817612 0.199418 0
0.2 0.5667 0.8333 0.2 0.204786 0.551466 0.818379 0.199418 0
0.2 0.5667 0.8333 0.2 0.204786 0.551466 0.818379 0.199418 0
0.2 0.5667 0.8333 0.2 0.204786 0.551466 0.818379 0.199418 0
0.2 0.5667 0.8333 0.2 0.204786 0.551466 0.819146 0.198651 0
0.2 0.5667 0.8333 0.2 0.204019 0.551466 0.819146 0.198651 0
0.2 0.5667 0.8333 0.2 0.204019 0.551466 0.819146 0.198651 0
0.2 0.5667 0.8333 0.2 0.204019 0.551466 0.819146 0.198651 0
0.2 0.5667 0.8333 0.2 0.203252 0.552233 0.819913 0.198651 0
0.2 0.5667 0.8333 0.2 0.203252 0.552233 0.819913 0.198651 0
0.2 0.5667 0.8333 0.2 0.203252 0.552233 0.819913 0.198651 0
0.2 0.5667 0.8333 0.2 0.203252 0.552233 0.819913 0.197884 0
0.2 0.5667 0.8333 0.2 0.202485 0.552233 0.82068 0.197884 0
0.2 0.5667 0.8333 0.2 0.202485 0.552233 0.82068 0.197884 0
0.2 0.5667 0.8333 0.2 0.202485 0.552233 0.82068 0.197884 0
0.2 0.5667 0.8333 0.2 0.202485 0.552233 0.82068 0.197884 0
0.2 0.5667 0.8333 0.2 0.202485 0.552233 0.82068 0.197884 0
0.2 0.5667 0.8333 0.2 0.201718 0.552233 0.82068 0.197884 0
0.2 0.5667 0.8333 0.2 0.201718 0.552233 0.82068 0.197117 0
0.2 0.5667 0.8333 0.2 0.201718 0.553 0.821447 0.197117 0
0.2 0.5667 0.8333 0.2 0.201718 0.553 0.821447 0.197117 0
0.2 0.5667 0.8333 0.2 0.201718 0.553 0.821447 0.197117 0
0.2 0.5667 0.8333 0.2 0.201718 0.553 0.821447 0.197117 0
0.2 0.5667 0.8333 0.2 0.200951 0.553 0.821447 0.197117 0
0.2 0.5667 0.8333 0.2 0.200951 0.553 0.821447 0.197117 0
0.2 0.5667 0.8333 0.2 0.200951 0.553 0.821447 0.19635 0
0.2 0.5667 0.8333 0.2 0.200951 0.553 0.821447 0.19635 0
0.2 0.5667 0.8333 0.2 0.200951 0.553 0.821447 0.19635 0
0.2 0.5667 0.8333 0.2 0.200184 0.553 0.822214 0.19635 0
0.2 0.5667 0.8333 0.2 0.200184 0.553 0.822214 0.19635 0
0.2 0.5667 0.8333 0.2 0.200184 0.553 0.822214 0.19635 0
0.2 0.5667 0.8333 0.2 0.200184 0.553 0.822214 0.19635 0
0.2 0.5667 0.8333 0.2 0.200184 0.553767 0.822214 0.195583 0
0.2 0.5667 0.8333 0.2 0.200184 0.553767 0.822214 0.195583 0
0.2 0.5667 0.8333 0.2 0.199418 0.553767 0.822214 0.195583 0
0.2 0.5667 0.8333 0.2 0.199418 0.553767 0.822214 0.195583 0
0.2 0.5667 0.8333 0.2 0.199418 0.553767 0.822214 0.195583 0
0.2 0.5667 0.8333 0.2 0.199418 0.553767 0.822214 0.195583 0
0.2 0.5667 0.8333 0.2 0.199418 0.553767 0.822214 0.194816 0
0.2 0.5667 0.8333 0.2 0.199418 0.553767 0.822214 0.194816 0
0.2 0.5667 0.8333 0.2 0.198651 0.553767 0.822214 0.194816 0
0.2 0.5667 0.8333 0.2 0.198651 0.553767 0.822981 0.194816 0
0.2 0.5667 0.8333 0.2 0.198651 0.553767 0.822981 0.194816 0
0.2 0.5667 0.8333 0.2 0.198651 0.554534 0.822981 0.194816 0
0.8333 0.2 0.2 0.5667 0.199418 0.553 0.821447 0.194816 0
0.8333 0.2 0.2 0.5667 0.200951 0.550699 0.819146 0.197117 0
0.8333 0.2 0.2 0.5667 0.204786 0.546864 0.814544 0.200184 0
0.8333 0.2 0.2 0.5667 0.209388 0.541495 0.808408 0.205553 0
0.8333 0.2 0.2 0.5667 0.216291 0.533825 0.799971 0.212456 0
0.8333 0.2 0.2 0.5667 0.224728 0.524621 0.79 0.220893 0
0.8333 0.2 0.2 0.5667 0.235466 0.513117 0.778495 0.230864 0
0.8333 0.2 0.2 0.5667 0.246971 0.500845 0.765456 0.243136 0
0.8333 0.2 0.2 0.5667 0.260777 0.487039 0.751651 0.256942 0
0.8333 0.2 0.2 0.5667 0.27535 0.471699 0.736311 0.271515 1.04664e-08
0.8333 0.2 0.2 0.5667 0.291456 0.455592 0.720204 0.287621 2.14206e-08
0.8333 0.2 0.2 0.5667 0.309097 0.438719 0.702563 0.305262 2.86e-08
0.8333 0.2 0.2 0.5667 0.327505 0.421078 0.684155 0.322903 2.9398e-08
0.8333 0.2 0.2 0.5667 0.34668 0.403437 0.664981 0.340544 2.61336e-08
0.8333 0.2 0.2 0.5667 0.367388 0.38733 0.645039 0.357418 2.18387e-08
0.8333 0.2 0.2 0.5667 0.388097 0.37199 0.625097 0.373524 1.78364e-08
0.8333 0.2 0.2 0.5667 0.409573 0.357418 0.603621 0.388864 1.4281e-08
0.8333 0.2 0.2 0.5667 0.432583 0.344379 0.581379 0.40267 1.0893e-08
0.8333 0.2 0.2 0.5667 0.455592 0.332107 0.559136 0.414942 7.35635e-09
0.8333 0.2 0.2 0.5667 0.478602 0.321369 0.536126 0.426447 3.46817e-09
0.8333 0.2 0.2 0.5667 0.503146 0.310631 0.513117 0.437185 0
0.8333 0.2 0.2 0.5667 0.526922 0.301427 0.490107 0.447155 0
0.8333 0.2 0.2 0.5667 0.549932 0.29299 0.468631 0.455592 0
0.8333 0.2 0.2 0.5667 0.571408 0.28532 0.447922 0.463262 0
0.8333 0.2 0.2 0.5667 0.59135 0.278418 0.428748 0.470165 0
0.8333 0.2 0.2 0.5667 0.609757 0.271515 0.411107 0.476301 0
0.8333 0.2 0.2 0.5667 0.627398 0.266146 0.395 0.482437 0
0.8333 0.2 0.2 0.5667 0.642738 0.260777 0.37966 0.487806 0
0.8333 0.2 0.2 0.5667 0.656544 0.255408 0.365854 0.492408 0
0.8333 0.2 0.2 0.5667 0.669583 0.251573 0.352816 0.496243 0
0.8333 0.2 0.2 0.5667 0.681087 0.246971 0.341311 0.500845 0
0.8333 0.2 0.2 0.5667 0.691825 0.243136 0.330573 0.503913 0
0.8333 0.2 0.2 0.5667 0.701796 0.240068 0.320602 0.507748 0
0.8333 0.2 0.2 0.5667 0.710233 0.237 0.311398 0.510816 0
0.8333 0.2 0.2 0.5667 0.717903 0.233932 0.302961 0.513117 0
0.8333 0.2 0.2 0.5667 0.725573 0.231631 0.295291 0.516185 0
0.8333 0.2 0.2 0.5667 0.732476 0.228563 0.288388 0.518486 0
0.8333 0.2 0.2 0.5667 0.738612 0.226262 0.282252 0.520786 0
0.8333 0.2 0.2 0.5667 0.743981 0.224728 0.276117 0.523087 0
0.8333 0.2 0.2 0.5667 0.74935 0.222427 0.270748 0.524621 0
0.8333 0.2 0.2 0.5667 0.753952 0.220893 0.265379 0.526155 0
0.8333 0.2 0.2 0.5667 0.758553 0.219359 0.260777 0.528456 0
0.8333 0.2 0.2 0.5667 0.763155 0.217825 0.256942 0.52999 0
0.8333 0.2 0.2 0.5667 0.76699 0.216291 0.253107 0.531524 0
0.8333 0.2 0.2 0.5667 0.770058 0.214757 0.249272 0.532291 0
0.8333 0.2 0.2 0.5667 0.773893 0.21399 0.246204 0.533825 0
