distance x y z pitch roll
1.53987e-07 -0.000362116 0.16647 2.49407e-07 -0.00468966 -0.00040654
6.24359e-07 -0.000361645 0.166469 -4.14739e-07 -0.00358083 0.000708931
4.70358e-07 -0.000361799 0.166469 -7.48146e-07 -0.00377859 0.00120393
4.60246e-07 -0.00036181 0.166469 -8.48458e-07 -0.00393046 0.00134197
5.03648e-07 -0.000361766 0.166469 -8.1879e-07 -0.00396993 0.00128704
5.67548e-07 -0.000361702 0.166469 -7.27017e-07 -0.00394733 0.00114079
6.2347e-07 -0.000361646 0.166469 -6.23855e-07 -0.00393304 0.000980238
6.44184e-07 -0.000361626 0.166469 -4.94831e-07 -0.00399866 0.000777373
6.46472e-07 -0.000361623 0.166469 -3.43453e-07 -0.00411077 0.000539215
6.37709e-07 -0.000361632 0.166469 -1.81327e-07 -0.00423934 0.000284664
6.22092e-07 -0.000361648 0.166469 -2.11181e-08 -0.00436564 3.36501e-05
6.02573e-07 -0.000361667 0.166469 1.26799e-07 -0.00447959 -0.000197727
5.81298e-07 -0.000361689 0.166469 2.5545e-07 -0.00457673 -0.000398746
5.5975e-07 -0.00036171 0.166469 3.61194e-07 -0.00465605 -0.000563878
5.38864e-07 -0.000361731 0.166469 4.43139e-07 -0.00471839 -0.000691835
5.19154e-07 -0.000361751 0.166469 5.0238e-07 -0.00476559 -0.000784385
5.00821e-07 -0.000361769 0.166469 5.41282e-07 -0.00479985 -0.000845244
4.83861e-07 -0.000361786 0.16647 5.62879e-07 -0.00482343 -0.000879148
4.66584e-07 -0.000361803 0.16647 5.64067e-07 -0.00484347 -0.000880668
4.37628e-07 -0.000361832 0.16647 4.93152e-07 -0.00490031 -0.00076473
4.07119e-07 -0.000361863 0.16647 3.47461e-07 -0.00497238 -0.000531112
3.78373e-07 -0.000361891 0.16647 1.48082e-07 -0.005042 -0.000214732
3.5237e-07 -0.000361917 0.16647 -7.69306e-08 -0.00509929 0.000140079
3.29273e-07 -0.000361941 0.16647 -3.01702e-07 -0.00514011 0.000493077
3.08912e-07 -0.000361961 0.16647 -5.06629e-07 -0.00516395 0.000814054
2.90984e-07 -0.000361979 0.16647 -6.79407e-07 -0.00517234 0.00108422
2.75148e-07 -0.000361995 0.16647 -8.14372e-07 -0.00516784 0.00129505
2.54295e-07 -0.000362016 0.16647 -9.01183e-07 -0.00515822 0.00142973
2.07563e-07 -0.000362062 0.16647 -9.04783e-07 -0.00515842 0.00143103
1.49246e-07 -0.000362121 0.16647 -8.27248e-07 -0.00515455 0.0013051
8.87774e-08 -0.000362181 0.16647 -6.89286e-07 -0.00513939 0.00108577
3.20209e-08 -0.000362238 0.16647 -5.17223e-07 -0.00511179 0.000814542
0 -0.000362287 0.16647 -3.35405e-07 -0.00507391 0.00052925
0 -0.000362328 0.16647 -1.62572e-07 -0.00502916 0.000258788
0 -0.00036236 0.16647 -1.0865e-08 -0.00498101 2.17345e-05
0 -0.000362383 0.16647 1.13616e-07 -0.00493247 -0.000172687
0 -0.000362399 0.16647 2.09508e-07 -0.0048858 -0.000322544
0 -0.000362408 0.16647 2.78687e-07 -0.00484255 -0.000430858
0 -0.000362413 0.16647 3.24892e-07 -0.00480363 -0.000503486
0 -0.000362414 0.16647 3.52631e-07 -0.00476947 -0.000547441
0 -0.000362412 0.16647 3.66417e-07 -0.00474014 -0.000569719
0 -0.000362408 0.16647 3.70293e-07 -0.00471543 -0.000576578
0 -0.000362404 0.16647 3.67609e-07 -0.00469501 -0.000573196
0 -0.000362399 0.16647 3.60956e-07 -0.00467843 -0.000563582
0 -0.000362394 0.16647 3.52216e-07 -0.00466522 -0.000550649
0 -0.000362389 0.16647 3.42667e-07 -0.00465491 -0.00053638
0 -0.000362384 0.16647 3.33114e-07 -0.00464705 -0.000522025
0 -0.00036238 0.16647 3.24004e-07 -0.00464124 -0.000508287
0 -0.000362376 0.16647 3.15542e-07 -0.00463709 -0.000495495
0 -0.000362373 0.16647 3.07775e-07 -0.00463431 -0.000483729
0 -0.00036237 0.16647 3.00657e-07 -0.00463261 -0.000472929
0 -0.000362368 0.16647 2.94098e-07 -0.00463177 -0.000462963
0 -0.000362366 0.16647 2.87991e-07 -0.00463158 -0.000453672
0 -0.000362364 0.16647 2.8223e-07 -0.00463191 -0.0004449
0 -0.000362362 0.16647 2.76725e-07 -0.00463261 -0.000436509
0 -0.000362361 0.16647 2.71399e-07 -0.0046336 -0.000428386
0 -0.00036236 0.16647 2.66194e-07 -0.00463477 -0.000420442
0 -0.000362359 0.16647 2.61066e-07 -0.00463608 -0.000412611
0 -0.000362358 0.16647 2.55984e-07 -0.00463746 -0.000404846
0 -0.000362358 0.16647 2.50926e-07 -0.00463889 -0.000397115
0 -0.000362357 0.16647 2.4588e-07 -0.00464032 -0.000389397
0 -0.000362357 0.16647 2.40838e-07 -0.00464174 -0.000381681
0 -0.000362356 0.16647 2.35794e-07 -0.00464312 -0.00037396
0 -0.000362356 0.16647 2.30747e-07 -0.00464446 -0.000366231
0 -0.000362355 0.16647 2.25697e-07 -0.00464575 -0.000358493
0 -0.000362355 0.16647 2.20644e-07 -0.00464697 -0.000350745
0 -0.000362355 0.16647 2.15587e-07 -0.00464813 -0.000342989
0 -0.000362355 0.16647 2.10527e-07 -0.00464922 -0.000335225
0 -0.000362355 0.16647 2.05465e-07 -0.00465023 -0.000327453
0 -0.000362355 0.16647 2.00399e-07 -0.00465118 -0.000319671
0 -0.000362355 0.16647 1.9533e-07 -0.00465205 -0.000311881
0 -0.000362355 0.16647 1.90257e-07 -0.00465285 -0.000304079
