time setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
4.172 0.413533 -0.420501 -0.301923 0.296613 0.412463 -0.300716 -0.419391 0.295446 0.120648
4.174 0.413553 -0.420522 -0.301945 0.296635 0.412485 -0.300741 -0.419414 0.29547 0.120668
4.176 0.413573 -0.420543 -0.301968 0.296657 0.412507 -0.300765 -0.419436 0.295494 0.120688
4.178 0.413593 -0.420564 -0.301991 0.296679 0.412528 -0.30079 -0.419459 0.295518 0.120708
4.18 0.413613 -0.420585 -0.302013 0.296701 0.41255 -0.300814 -0.419481 0.295541 0.120728
4.182 0.413633 -0.420606 -0.302036 0.296723 0.412572 -0.300839 -0.419504 0.295565 0.120747
4.184 0.413653 -0.420626 -0.302059 0.296744 0.412594 -0.300863 -0.419526 0.295589 0.120767
4.186 0.413672 -0.420647 -0.302081 0.296766 0.412615 -0.300887 -0.419549 0.295612 0.120786
4.188 0.413692 -0.420668 -0.302104 0.296788 0.412637 -0.300912 -0.419571 0.295636 0.120805
4.19 0.413712 -0.420689 -0.302126 0.296809 0.412658 -0.300936 -0.419593 0.295659 0.120824
4.192 0.413732 -0.420709 -0.302148 0.296831 0.41268 -0.30096 -0.419616 0.295683 0.120842
4.194 0.413752 -0.42073 -0.302171 0.296853 0.412701 -0.300984 -0.419638 0.295706 0.120861
4.196 0.413771 -0.420751 -0.302193 0.296874 0.412723 -0.301009 -0.41966 0.295729 0.120878
4.198 0.413791 -0.420771 -0.302216 0.296896 0.412744 -0.301033 -0.419683 0.295753 0.120896
4.2 0.41381 -0.420792 -0.302238 0.296917 0.412766 -0.301057 -0.419705 0.295776 0.120913
4.202 0.41383 -0.420813 -0.30226 0.296939 0.412787 -0.301081 -0.419727 0.295799 0.120929
4.204 0.41385 -0.420833 -0.302282 0.29696 0.412808 -0.301105 -0.419749 0.295823 0.120945
4.206 0.413869 -0.420854 -0.302304 0.296982 0.412829 -0.301129 -0.419771 0.295846 0.120961
4.208 0.413888 -0.420874 -0.302327 0.297003 0.412851 -0.301153 -0.419793 0.295869 0.120976
4.21 0.413908 -0.420895 -0.302349 0.297024 0.412872 -0.301177 -0.419815 0.295892 0.12099
4.212 0.413927 -0.420915 -0.302371 0.297045 0.412893 -0.301201 -0.419837 0.295915 0.121004
4.214 0.413947 -0.420935 -0.302393 0.297067 0.412914 -0.301224 -0.419859 0.295938 0.121017
4.216 0.413966 -0.420956 -0.302415 0.297088 0.412935 -0.301248 -0.419881 0.295961 0.121029
4.218 0.413985 -0.420976 -0.302437 0.297109 0.412956 -0.301272 -0.419903 0.295984 0.121041
4.22 0.414005 -0.420996 -0.302459 0.29713 0.412977 -0.301296 -0.419925 0.296007 0.121052
4.222 0.414024 -0.421017 -0.302481 0.297151 0.412998 -0.301319 -0.419947 0.29603 0.121062
4.224 0.414043 -0.421037 -0.302503 0.297173 0.413019 -0.301343 -0.419968 0.296053 0.121071
4.226 0.414063 -0.421057 -0.302524 0.297194 0.41304 -0.301367 -0.41999 0.296076 0.12108
4.228 0.414082 -0.421077 -0.302546 0.297215 0.413061 -0.30139 -0.420012 0.296099 0.121088
4.23 0.414101 -0.421098 -0.302568 0.297236 0.413082 -0.301414 -0.420034 0.296121 0.121095
4.232 0.41412 -0.421118 -0.30259 0.297257 0.413103 -0.301437 -0.420055 0.296144 0.121101
4.234 0.414139 -0.421138 -0.302612 0.297278 0.413123 -0.301461 -0.420077 0.296167 0.121107
4.236 0.414158 -0.421158 -0.302633 0.297298 0.413144 -0.301484 -0.420099 0.296189 0.121111
4.238 0.414177 -0.421178 -0.302655 0.297319 0.413165 -0.301508 -0.42012 0.296212 0.121115
4.24 0.414197 -0.421198 -0.302677 0.29734 0.413186 -0.301531 -0.420142 0.296235 0.121118
4.242 0.414215 -0.421218 -0.302698 0.297361 0.413206 -0.301554 -0.420163 0.296257 0.12112
4.244 0.414235 -0.421238 -0.30272 0.297382 0.413227 -0.301578 -0.420185 0.29628 0.121122
4.246 0.414253 -0.421258 -0.302741 0.297402 0.413247 -0.301601 -0.420206 0.296302 0.121122
4.248 0.414273 -0.421278 -0.302763 0.297423 0.413268 -0.301624 -0.420228 0.296325 0.121122
4.25 0.414292 -0.421298 -0.302784 0.297444 0.413288 -0.301647 -0.420249 0.296347 0.121121
4.252 0.41431 -0.421317 -0.302806 0.297465 0.413309 -0.301671 -0.420271 0.296369 0.121119
4.254 0.414329 -0.421337 -0.302827 0.297485 0.413329 -0.301694 -0.420292 0.296392 0.121116
4.256 0.414348 -0.421357 -0.302848 0.297506 0.41335 -0.301717 -0.420313 0.296414 0.121112
4.258 0.414367 -0.421377 -0.30287 0.297527 0.41337 -0.30174 -0.420334 0.296436 0.121108
4.26 0.414386 -0.421396 -0.302891 0.297547 0.413391 -0.301763 -0.420356 0.296458 0.121103
4.262 0.414405 -0.421416 -0.302912 0.297568 0.413411 -0.301786 -0.420377 0.296481 0.121097
4.264 0.414423 -0.421436 -0.302934 0.297588 0.413431 -0.301809 -0.420398 0.296503 0.121091
4.266 0.414442 -0.421455 -0.302955 0.297609 0.413452 -0.301832 -0.420419 0.296525 0.121084
4.268 0.414461 -0.421475 -0.302976 0.297629 0.413472 -0.301855 -0.42044 0.296547 0.121077
4.27 0.41448 -0.421494 -0.302997 0.29765 0.413492 -0.301878 -0.420461 0.296569 0.121068
4.272 0.414499 -0.421514 -0.303018 0.29767 0.413512 -0.3019 -0.420482 0.296591 0.12106
4.274 0.414517 -0.421533 -0.303039 0.29769 0.413532 -0.301923 -0.420503 0.296613 0.12105
4.276 0.414536 -0.421552 -0.30306 0.297711 0.413552 -0.301946 -0.420524 0.296635 0.121041
4.278 0.414555 -0.421572 -0.303081 0.297731 0.413573 -0.301969 -0.420545 0.296657 0.12103
4.28 0.414573 -0.421591 -0.303102 0.297751 0.413593 -0.301991 -0.420566 0.296679 0.12102
4.282 0.414592 -0.421611 -0.303123 0.297772 0.413613 -0.302014 -0.420587 0.296701 0.121009
4.284 0.414611 -0.42163 -0.303144 0.297792 0.413633 -0.302036 -0.420608 0.296723 0.120997
4.286 0.414629 -0.421649 -0.303165 0.297812 0.413653 -0.302059 -0.420629 0.296744 0.120986
4.288 0.414648 -0.421668 -0.303186 0.297832 0.413673 -0.302082 -0.42065 0.296766 0.120974
4.29 0.414666 -0.421687 -0.303207 0.297852 0.413693 -0.302104 -0.42067 0.296788 0.120962
4.292 0.414685 -0.421707 -0.303227 0.297873 0.413712 -0.302127 -0.420691 0.29681 0.12095
4.294 0.414703 -0.421726 -0.303248 0.297893 0.413732 -0.302149 -0.420712 0.296831 0.120938
4.296 0.414722 -0.421745 -0.303269 0.297913 0.413752 -0.302171 -0.420732 0.296853 0.120925
4.298 0.41474 -0.421764 -0.30329 0.297933 0.413772 -0.302194 -0.420753 0.296875 0.120913
4.3 0.414759 -0.421783 -0.30331 0.297953 0.413792 -0.302216 -0.420774 0.296896 0.120901
4.302 0.414777 -0.421802 -0.303331 0.297973 0.413811 -0.302238 -0.420794 0.296918 0.120889
4.304 0.414796 -0.42182 -0.303352 0.297993 0.413831 -0.302261 -0.420815 0.296939 0.120877
4.306 0.414814 -0.421839 -0.303372 0.298013 0.413851 -0.302283 -0.420835 0.296961 0.120865
4.308 0.414832 -0.421858 -0.303393 0.298033 0.413871 -0.302305 -0.420856 0.296982 0.120853
4.31 0.414851 -0.421877 -0.303413 0.298053 0.41389 -0.302327 -0.420876 0.297004 0.120842
4.312 0.414869 -0.421896 -0.303434 0.298072 0.41391 -0.302349 -0.420897 0.297025 0.120831
4.314 0.414887 -0.421915 -0.303454 0.298092 0.413929 -0.302371 -0.420917 0.297046 0.12082
4.316 0.414906 -0.421933 -0.303474 0.298112 0.413949 -0.302393 -0.420937 0.297068 0.12081
4.318 0.414924 -0.421952 -0.303495 0.298132 0.413969 -0.302416 -0.420958 0.297089 0.1208
4.32 0.414942 -0.421971 -0.303515 0.298152 0.413988 -0.302438 -0.420978 0.29711 0.12079
4.322 0.41496 -0.421989 -0.303536 0.298171 0.414008 -0.302459 -0.420998 0.297132 0.120781
4.324 0.414978 -0.422008 -0.303556 0.298191 0.414027 -0.302481 -0.421018 0.297153 0.120772
4.326 0.414996 -0.422027 -0.303576 0.298211 0.414047 -0.302503 -0.421038 0.297174 0.120764
4.328 0.415015 -0.422045 -0.303596 0.29823 0.414066 -0.302525 -0.421059 0.297195 0.120757
4.33 0.415033 -0.422063 -0.303617 0.29825 0.414085 -0.302547 -0.421079 0.297216 0.12075
4.332 0.415051 -0.422082 -0.303637 0.29827 0.414105 -0.302569 -0.421099 0.297237 0.120744
4.334 0.415069 -0.4221 -0.303657 0.298289 0.414124 -0.302591 -0.421119 0.297258 0.120738
4.336 0.415087 -0.422119 -0.303677 0.298309 0.414143 -0.302612 -0.421139 0.297279 0.120733
4.338 0.415105 -0.422137 -0.303697 0.298328 0.414163 -0.302634 -0.421159 0.2973 0.120729
4.34 0.415123 -0.422156 -0.303717 0.298347 0.414182 -0.302656 -0.421179 0.297321 0.120725
4.342 0.415141 -0.422174 -0.303737 0.298367 0.414201 -0.302677 -0.421199 0.297342 0.120722
4.344 0.415159 -0.422192 -0.303757 0.298386 0.41422 -0.302699 -0.421218 0.297363 0.120719
4.346 0.415177 -0.42221 -0.303777 0.298406 0.414239 -0.30272 -0.421238 0.297384 0.120718
4.348 0.415194 -0.422228 -0.303797 0.298425 0.414259 -0.302742 -0.421258 0.297405 0.120717
4.35 0.415212 -0.422247 -0.303817 0.298444 0.414278 -0.302763 -0.421278 0.297426 0.120717
4.352 0.41523 -0.422265 -0.303837 0.298464 0.414297 -0.302785 -0.421298 0.297446 0.120717
4.354 0.415248 -0.422283 -0.303857 0.298483 0.414316 -0.302806 -0.421317 0.297467 0.120719
4.356 0.415265 -0.422301 -0.303876 0.298502 0.414335 -0.302828 -0.421337 0.297488 0.120721
4.358 0.415283 -0.422319 -0.303896 0.298521 0.414354 -0.302849 -0.421357 0.297509 0.120724
4.36 0.415301 -0.422337 -0.303916 0.29854 0.414373 -0.30287 -0.421376 0.297529 0.120727
4.362 0.415318 -0.422355 -0.303936 0.29856 0.414392 -0.302892 -0.421396 0.29755 0.120731
4.364 0.415336 -0.422373 -0.303955 0.298579 0.414411 -0.302913 -0.421415 0.29757 0.120736
4.366 0.415354 -0.422391 -0.303975 0.298598 0.41443 -0.302934 -0.421435 0.297591 0.120742
4.368 0.415371 -0.422409 -0.303994 0.298617 0.414449 -0.302955 -0.421454 0.297612 0.120748
4.37 0.415388 -0.422427 -0.304014 0.298636 0.414467 -0.302977 -0.421474 0.297632 0.120754
4.372 0.415406 -0.422445 -0.304034 0.298655 0.414486 -0.302998 -0.421493 0.297652 0.120762
4.374 0.415423 -0.422463 -0.304053 0.298674 0.414505 -0.303019 -0.421513 0.297673 0.120769
4.376 0.415441 -0.422481 -0.304073 0.298693 0.414524 -0.30304 -0.421532 0.297693 0.120778
4.378 0.415458 -0.422499 -0.304092 0.298711 0.414543 -0.303061 -0.421551 0.297714 0.120786
4.38 0.415475 -0.422516 -0.304112 0.29873 0.414561 -0.303082 -0.421571 0.297734 0.120795
4.382 0.415493 -0.422534 -0.304131 0.298749 0.41458 -0.303103 -0.42159 0.297754 0.120805
4.384 0.41551 -0.422552 -0.30415 0.298768 0.414599 -0.303124 -0.421609 0.297775 0.120815
4.386 0.415527 -0.42257 -0.30417 0.298786 0.414617 -0.303145 -0.421628 0.297795 0.120825
4.388 0.415544 -0.422587 -0.304189 0.298805 0.414636 -0.303166 -0.421647 0.297815 0.120836
4.39 0.415561 -0.422605 -0.304208 0.298824 0.414654 -0.303187 -0.421667 0.297835 0.120847
4.392 0.415579 -0.422623 -0.304228 0.298843 0.414673 -0.303207 -0.421686 0.297855 0.120859
4.394 0.415596 -0.42264 -0.304247 0.298861 0.414691 -0.303228 -0.421705 0.297876 0.120871
4.396 0.415613 -0.422658 -0.304266 0.29888 0.41471 -0.303249 -0.421724 0.297896 0.120883
4.398 0.41563 -0.422676 -0.304285 0.298898 0.414728 -0.30327 -0.421743 0.297916 0.120896
4.4 0.415647 -0.422693 -0.304304 0.298917 0.414747 -0.30329 -0.421762 0.297936 0.120909
4.402 0.415664 -0.422711 -0.304324 0.298935 0.414765 -0.303311 -0.421781 0.297956 0.120923
4.404 0.41568 -0.422728 -0.304343 0.298954 0.414783 -0.303332 -0.4218 0.297976 0.120936
4.406 0.415697 -0.422746 -0.304362 0.298972 0.414802 -0.303352 -0.421819 0.297996 0.120951
4.408 0.415714 -0.422763 -0.304381 0.298991 0.41482 -0.303373 -0.421838 0.298016 0.120965
4.41 0.415731 -0.422781 -0.3044 0.299009 0.414838 -0.303393 -0.421856 0.298036 0.12098
4.412 0.415748 -0.422798 -0.304419 0.299027 0.414857 -0.303414 -0.421875 0.298055 0.120995
4.414 0.415764 -0.422816 -0.304438 0.299046 0.414875 -0.303434 -0.421894 0.298075 0.121011
4.416 0.415781 -0.422833 -0.304457 0.299064 0.414893 -0.303455 -0.421913 0.298095 0.121027
4.418 0.415798 -0.42285 -0.304475 0.299082 0.414911 -0.303475 -0.421932 0.298115 0.121043
4.42 0.415814 -0.422868 -0.304494 0.2991 0.414929 -0.303496 -0.42195 0.298134 0.12106
4.422 0.415831 -0.422885 -0.304513 0.299118 0.414947 -0.303516 -0.421969 0.298154 0.121077
4.424 0.415848 -0.422902 -0.304532 0.299137 0.414965 -0.303536 -0.421988 0.298174 0.121094
4.426 0.415864 -0.42292 -0.304551 0.299155 0.414983 -0.303557 -0.422006 0.298193 0.121112
4.428 0.415881 -0.422937 -0.30457 0.299173 0.415001 -0.303577 -0.422025 0.298213 0.12113
4.43 0.415897 -0.422954 -0.304588 0.299191 0.415019 -0.303597 -0.422043 0.298233 0.121148
4.432 0.415914 -0.422971 -0.304607 0.299209 0.415037 -0.303617 -0.422062 0.298252 0.121165
4.434 0.41593 -0.422989 -0.304626 0.299227 0.415055 -0.303637 -0.422081 0.298272 0.121183
4.436 0.415947 -0.423006 -0.304644 0.299245 0.415073 -0.303657 -0.422099 0.298291 0.121201
4.438 0.415963 -0.423023 -0.304663 0.299263 0.415091 -0.303678 -0.422118 0.298311 0.121219
4.44 0.415979 -0.42304 -0.304681 0.299281 0.415109 -0.303698 -0.422136 0.29833 0.121237
4.442 0.415996 -0.423057 -0.3047 0.299299 0.415126 -0.303718 -0.422154 0.298349 0.121255
4.444 0.416012 -0.423074 -0.304718 0.299316 0.415144 -0.303738 -0.422173 0.298369 0.121273
4.446 0.416028 -0.423091 -0.304737 0.299334 0.415162 -0.303758 -0.422191 0.298388 0.12129
4.448 0.416044 -0.423108 -0.304755 0.299352 0.41518 -0.303778 -0.42221 0.298407 0.121308
4.45 0.41606 -0.423125 -0.304774 0.29937 0.415197 -0.303798 -0.422228 0.298427 0.121325
4.452 0.416077 -0.423143 -0.304792 0.299387 0.415215 -0.303817 -0.422246 0.298446 0.121341
4.454 0.416093 -0.423159 -0.304811 0.299405 0.415233 -0.303837 -0.422264 0.298465 0.121358
4.456 0.416109 -0.423176 -0.304829 0.299423 0.41525 -0.303857 -0.422283 0.298484 0.121374
4.458 0.416125 -0.423193 -0.304847 0.29944 0.415268 -0.303877 -0.422301 0.298503 0.121389
4.46 0.416141 -0.42321 -0.304866 0.299458 0.415285 -0.303897 -0.422319 0.298523 0.121405
4.462 0.416157 -0.423227 -0.304884 0.299476 0.415303 -0.303916 -0.422337 0.298542 0.121419
4.464 0.416173 -0.423244 -0.304902 0.299493 0.41532 -0.303936 -0.422355 0.298561 0.121434
4.466 0.416189 -0.423261 -0.30492 0.299511 0.415338 -0.303956 -0.422373 0.29858 0.121447
4.468 0.416205 -0.423278 -0.304938 0.299528 0.415355 -0.303976 -0.422392 0.298599 0.121461
4.47 0.416221 -0.423295 -0.304957 0.299546 0.415372 -0.303995 -0.42241 0.298618 0.121473
4.472 0.416237 -0.423311 -0.304975 0.299563 0.41539 -0.304015 -0.422428 0.298637 0.121485
4.474 0.416252 -0.423328 -0.304993 0.299581 0.415407 -0.304034 -0.422446 0.298655 0.121496
4.476 0.416269 -0.423345 -0.305011 0.299598 0.415424 -0.304054 -0.422464 0.298674 0.121507
4.478 0.416284 -0.423362 -0.305029 0.299615 0.415441 -0.304073 -0.422482 0.298693 0.121517
4.48 0.4163 -0.423378 -0.305047 0.299633 0.415459 -0.304093 -0.4225 0.298712 0.121526
4.482 0.416316 -0.423395 -0.305065 0.29965 0.415476 -0.304112 -0.422517 0.298731 0.121535
4.484 0.416332 -0.423411 -0.305083 0.299667 0.415493 -0.304132 -0.422535 0.298749 0.121543
4.486 0.416347 -0.423428 -0.305101 0.299685 0.41551 -0.304151 -0.422553 0.298768 0.12155
4.488 0.416363 -0.423445 -0.305119 0.299702 0.415527 -0.30417 -0.422571 0.298787 0.121556
4.49 0.416379 -0.423461 -0.305137 0.299719 0.415544 -0.30419 -0.422589 0.298806 0.121562
4.492 0.416394 -0.423478 -0.305155 0.299736 0.415561 -0.304209 -0.422607 0.298824 0.121567
4.494 0.41641 -0.423494 -0.305172 0.299753 0.415578 -0.304228 -0.422624 0.298843 0.121571
4.496 0.416426 -0.423511 -0.30519 0.299771 0.415595 -0.304248 -0.422642 0.298861 0.121574
4.498 0.416442 -0.423527 -0.305208 0.299788 0.415612 -0.304267 -0.42266 0.29888 0.121576
4.5 0.416457 -0.423544 -0.305226 0.299805 0.415629 -0.304286 -0.422677 0.298898 0.121578
4.502 0.416473 -0.42356 -0.305243 0.299822 0.415646 -0.304305 -0.422695 0.298917 0.121579
4.504 0.416488 -0.423577 -0.305261 0.299839 0.415663 -0.304324 -0.422713 0.298935 0.121579
4.506 0.416504 -0.423593 -0.305279 0.299856 0.41568 -0.304343 -0.42273 0.298954 0.121578
4.508 0.41652 -0.423609 -0.305296 0.299873 0.415697 -0.304362 -0.422748 0.298972 0.121576
4.51 0.416535 -0.423626 -0.305314 0.29989 0.415714 -0.304381 -0.422766 0.298991 0.121574
4.512 0.416551 -0.423642 -0.305332 0.299907 0.41573 -0.3044 -0.422783 0.299009 0.121571
4.514 0.416566 -0.423658 -0.305349 0.299924 0.415747 -0.304419 -0.422801 0.299027 0.121567
4.516 0.416581 -0.423674 -0.305367 0.299941 0.415764 -0.304438 -0.422818 0.299045 0.121563
4.518 0.416597 -0.42369 -0.305384 0.299958 0.415781 -0.304457 -0.422835 0.299064 0.121558
4.52 0.416612 -0.423707 -0.305402 0.299975 0.415797 -0.304476 -0.422853 0.299082 0.121552
4.522 0.416628 -0.423723 -0.305419 0.299991 0.415814 -0.304495 -0.42287 0.2991 0.121545
4.524 0.416643 -0.423739 -0.305437 0.300008 0.415831 -0.304514 -0.422888 0.299118 0.121538
4.526 0.416659 -0.423755 -0.305454 0.300025 0.415847 -0.304533 -0.422905 0.299136 0.121531
4.528 0.416674 -0.423771 -0.305471 0.300042 0.415864 -0.304551 -0.422922 0.299155 0.121522
4.53 0.41669 -0.423787 -0.305489 0.300059 0.41588 -0.30457 -0.42294 0.299173 0.121513
4.532 0.416705 -0.423803 -0.305506 0.300075 0.415897 -0.304589 -0.422957 0.299191 0.121504
4.534 0.41672 -0.423819 -0.305523 0.300092 0.415913 -0.304607 -0.422974 0.299209 0.121494
4.536 0.416736 -0.423835 -0.30554 0.300109 0.41593 -0.304626 -0.422991 0.299227 0.121483
4.538 0.416751 -0.423851 -0.305558 0.300126 0.415946 -0.304645 -0.423009 0.299245 0.121473
4.54 0.416766 -0.423867 -0.305575 0.300142 0.415963 -0.304663 -0.423026 0.299263 0.121461
4.542 0.416782 -0.423882 -0.305592 0.300159 0.415979 -0.304682 -0.423043 0.299281 0.12145
4.544 0.416797 -0.423898 -0.305609 0.300175 0.415996 -0.304701 -0.42306 0.299299 0.121438
4.546 0.416812 -0.423914 -0.305627 0.300192 0.416012 -0.304719 -0.423077 0.299317 0.121426
4.548 0.416827 -0.42393 -0.305644 0.300208 0.416028 -0.304738 -0.423094 0.299334 0.121413
4.55 0.416843 -0.423946 -0.305661 0.300225 0.416045 -0.304756 -0.423111 0.299352 0.121401
4.552 0.416858 -0.423961 -0.305678 0.300242 0.416061 -0.304774 -0.423128 0.29937 0.121388
4.554 0.416873 -0.423977 -0.305695 0.300258 0.416077 -0.304793 -0.423145 0.299388 0.121375
4.556 0.416888 -0.423993 -0.305712 0.300275 0.416094 -0.304811 -0.423162 0.299406 0.121362
4.558 0.416903 -0.424008 -0.305729 0.300291 0.41611 -0.30483 -0.423179 0.299423 0.121349
4.56 0.416919 -0.424024 -0.305746 0.300308 0.416126 -0.304848 -0.423196 0.299441 0.121336
4.562 0.416934 -0.424039 -0.305763 0.300324 0.416142 -0.304866 -0.423213 0.299459 0.121323
4.564 0.416949 -0.424055 -0.30578 0.30034 0.416158 -0.304884 -0.42323 0.299476 0.12131
4.566 0.416964 -0.42407 -0.305796 0.300357 0.416175 -0.304903 -0.423246 0.299494 0.121298
4.568 0.416979 -0.424086 -0.305813 0.300373 0.416191 -0.304921 -0.423263 0.299512 0.121285
4.57 0.416994 -0.424101 -0.30583 0.300389 0.416207 -0.304939 -0.42328 0.299529 0.121273
4.572 0.417009 -0.424117 -0.305847 0.300406 0.416223 -0.304957 -0.423297 0.299547 0.121261
4.574 0.417024 -0.424132 -0.305864 0.300422 0.416239 -0.304975 -0.423313 0.299564 0.12125
4.576 0.417039 -0.424147 -0.30588 0.300438 0.416255 -0.304993 -0.42333 0.299582 0.121238
4.578 0.417054 -0.424163 -0.305897 0.300455 0.416271 -0.305012 -0.423347 0.299599 0.121227
4.58 0.417069 -0.424178 -0.305914 0.300471 0.416287 -0.30503 -0.423363 0.299617 0.121217
4.582 0.417084 -0.424193 -0.305931 0.300487 0.416303 -0.305048 -0.42338 0.299634 0.121207
4.584 0.417099 -0.424208 -0.305947 0.300503 0.416319 -0.305066 -0.423396 0.299651 0.121197
4.586 0.417114 -0.424224 -0.305964 0.300519 0.416335 -0.305084 -0.423413 0.299669 0.121188
4.588 0.417129 -0.424239 -0.305981 0.300535 0.416351 -0.305101 -0.42343 0.299686 0.12118
4.59 0.417144 -0.424254 -0.305997 0.300552 0.416367 -0.305119 -0.423446 0.299703 0.121172
4.592 0.417159 -0.424269 -0.306014 0.300568 0.416383 -0.305137 -0.423462 0.299721 0.121164
4.594 0.417174 -0.424284 -0.30603 0.300584 0.416399 -0.305155 -0.423479 0.299738 0.121158
4.596 0.417188 -0.424299 -0.306047 0.3006 0.416414 -0.305173 -0.423495 0.299755 0.121152
4.598 0.417203 -0.424314 -0.306063 0.300616 0.41643 -0.305191 -0.423512 0.299772 0.121146
4.6 0.417218 -0.424329 -0.30608 0.300632 0.416446 -0.305209 -0.423528 0.29979 0.121141
4.602 0.417232 -0.424345 -0.306096 0.300648 0.416462 -0.305226 -0.423544 0.299807 0.121136
4.604 0.417247 -0.424359 -0.306112 0.300664 0.416478 -0.305244 -0.423561 0.299824 0.121132
4.606 0.417262 -0.424374 -0.306129 0.300679 0.416493 -0.305262 -0.423577 0.299841 0.121128
4.608 0.417277 -0.424389 -0.306145 0.300695 0.416509 -0.305279 -0.423593 0.299858 0.121125
4.61 0.417291 -0.424404 -0.306162 0.300711 0.416525 -0.305297 -0.423609 0.299875 0.121121
4.612 0.417306 -0.424419 -0.306178 0.300727 0.41654 -0.305315 -0.423626 0.299892 0.121119
4.614 0.41732 -0.424434 -0.306194 0.300743 0.416556 -0.305332 -0.423642 0.299909 0.121116
4.616 0.417335 -0.424449 -0.30621 0.300759 0.416572 -0.30535 -0.423658 0.299926 0.121114
4.618 0.41735 -0.424464 -0.306227 0.300775 0.416587 -0.305367 -0.423674 0.299943 0.121112
4.62 0.417364 -0.424479 -0.306243 0.30079 0.416603 -0.305385 -0.42369 0.29996 0.121111
4.622 0.417379 -0.424493 -0.306259 0.300806 0.416618 -0.305402 -0.423706 0.299977 0.12111
4.624 0.417393 -0.424508 -0.306275 0.300822 0.416634 -0.30542 -0.423722 0.299994 0.121109
4.626 0.417407 -0.424523 -0.306291 0.300837 0.41665 -0.305437 -0.423738 0.300011 0.121108
4.628 0.417422 -0.424538 -0.306307 0.300853 0.416665 -0.305455 -0.423754 0.300028 0.121107
4.63 0.417436 -0.424552 -0.306324 0.300868 0.41668 -0.305472 -0.42377 0.300045 0.121107
4.632 0.417451 -0.424567 -0.30634 0.300884 0.416696 -0.305489 -0.423786 0.300062 0.121107
4.634 0.417465 -0.424582 -0.306356 0.3009 0.416711 -0.305507 -0.423802 0.300078 0.121107
4.636 0.417479 -0.424596 -0.306372 0.300915 0.416727 -0.305524 -0.423818 0.300095 0.121107
4.638 0.417494 -0.424611 -0.306388 0.300931 0.416742 -0.305541 -0.423834 0.300112 0.121108
4.64 0.417508 -0.424626 -0.306404 0.300946 0.416757 -0.305558 -0.42385 0.300128 0.121108
4.642 0.417522 -0.42464 -0.306419 0.300961 0.416773 -0.305576 -0.423865 0.300145 0.121109
4.644 0.417536 -0.424655 -0.306435 0.300977 0.416788 -0.305593 -0.423881 0.300162 0.12111
4.646 0.41755 -0.42467 -0.306451 0.300992 0.416803 -0.30561 -0.423897 0.300178 0.121112
4.648 0.417564 -0.424684 -0.306467 0.301008 0.416819 -0.305627 -0.423913 0.300195 0.121113
4.65 0.417578 -0.424699 -0.306483 0.301023 0.416834 -0.305644 -0.423928 0.300212 0.121115
4.652 0.417592 -0.424713 -0.306499 0.301038 0.416849 -0.305661 -0.423944 0.300228 0.121117
4.654 0.417606 -0.424728 -0.306515 0.301054 0.416864 -0.305678 -0.42396 0.300245 0.121119
4.656 0.41762 -0.424742 -0.30653 0.301069 0.41688 -0.305695 -0.423975 0.300261 0.121122
4.658 0.417634 -0.424757 -0.306546 0.301084 0.416895 -0.305713 -0.423991 0.300278 0.121125
4.66 0.417648 -0.424771 -0.306562 0.301099 0.41691 -0.305729 -0.424007 0.300294 0.121128
4.662 0.417662 -0.424786 -0.306577 0.301115 0.416925 -0.305746 -0.424022 0.300311 0.121131
4.664 0.417676 -0.4248 -0.306593 0.30113 0.41694 -0.305763 -0.424038 0.300327 0.121134
4.666 0.41769 -0.424814 -0.306609 0.301145 0.416955 -0.30578 -0.424053 0.300343 0.121138
4.668 0.417704 -0.424829 -0.306624 0.30116 0.41697 -0.305797 -0.424069 0.30036 0.121142
4.67 0.417718 -0.424843 -0.30664 0.301175 0.416985 -0.305814 -0.424084 0.300376 0.121146
4.672 0.417732 -0.424858 -0.306656 0.30119 0.417 -0.305831 -0.4241 0.300392 0.121151
4.674 0.417746 -0.424872 -0.306671 0.301205 0.417015 -0.305848 -0.424115 0.300409 0.121156
4.676 0.417759 -0.424886 -0.306687 0.30122 0.41703 -0.305864 -0.424131 0.300425 0.121161
4.678 0.417773 -0.4249 -0.306702 0.301235 0.417045 -0.305881 -0.424146 0.300441 0.121167
4.68 0.417787 -0.424915 -0.306718 0.30125 0.41706 -0.305898 -0.424161 0.300457 0.121172
4.682 0.4178 -0.424929 -0.306733 0.301265 0.417075 -0.305915 -0.424177 0.300473 0.121179
4.684 0.417814 -0.424943 -0.306749 0.30128 0.417089 -0.305931 -0.424192 0.30049 0.121185
4.686 0.417828 -0.424957 -0.306764 0.301295 0.417104 -0.305948 -0.424207 0.300506 0.121192
4.688 0.417841 -0.424971 -0.306779 0.30131 0.417119 -0.305965 -0.424223 0.300522 0.121199
4.69 0.417855 -0.424986 -0.306795 0.301325 0.417134 -0.305981 -0.424238 0.300538 0.121206
4.692 0.417868 -0.425 -0.30681 0.301339 0.417148 -0.305998 -0.424253 0.300554 0.121213
4.694 0.417882 -0.425014 -0.306825 0.301354 0.417163 -0.306014 -0.424268 0.30057 0.121221
4.696 0.417895 -0.425028 -0.306841 0.301369 0.417178 -0.306031 -0.424284 0.300586 0.121229
