amplitudeForeHip amplitudeHindHip offsetForeHip offsetHindHip amplitudeForeKnee amplitudeHindKnee offsetKnee kneePhaseLag frequency duration distance angle
0.2 0.2 0.1 -0.15 0.25 0.5 0 0.5 2 10 0.243251 0.998621 
0.2 0.2 0.1 -0.15 0.25 0.5 0 0.75 2 10 0.326638 0.998178 
0.2 0.2 0.1 -0.15 0.25 0.5 0 1 2 10 0.191903 0.999391 
0.2 0.2 0.1 -0.1 0.25 0.5 0 0 2 10 0.085266 0.998121 
0.2 0.2 0.1 -0.1 0.25 0.5 0 0.25 2 10 0.227248 0.998509 
0.2 0.2 0.1 -0.1 0.25 0.5 0 0.5 2 10 0.27204 0.999857 
0.2 0.2 0.1 -0.1 0.25 0.5 0 0.75 2 10 0.286318 0.999709 
0.2 0.2 0.1 -0.1 0.25 0.5 0 1 2 10 0.0734478 0.999637 
0.2 0.2 0.1 -0.05 0.25 0.5 0 0 2 10 0.277534 0.997296 
0.2 0.2 0.1 -0.05 0.25 0.5 0 0.25 2 10 0.13035 0.999463 
0.2 0.2 0.1 -0.05 0.25 0.5 0 0.5 2 10 0.189388 0.997361 
0.2 0.2 0.1 -0.05 0.25 0.5 0 0.75 2 10 0.321538 0.998704 
0.2 0.2 0.1 -0.05 0.25 0.5 0 1 2 10 0.139776 0.999721 
0.2 0.2 0.1 1.38778e-17 0.25 0.5 0 0 2 10 0.367895 0.999236 
0.2 0.2 0.1 1.38778e-17 0.25 0.5 0 0.25 2 10 0.100057 0.998555 
0.2 0.2 0.1 1.38778e-17 0.25 0.5 0 0.5 2 10 0.14106 0.999232 
0.2 0.2 0.1 1.38778e-17 0.25 0.5 0 0.75 2 10 0.316249 0.998898 
0.2 0.2 0.1 1.38778e-17 0.25 0.5 0 1 2 10 0.224399 0.999069 
0.2 0.2 0.1 0.05 0.25 0.5 0 0 2 10 0.353403 0.998656 
0.2 0.2 0.1 0.05 0.25 0.5 0 0.25 2 10 0.154432 0.999231 
0.2 0.2 0.1 0.05 0.25 0.5 0 0.5 2 10 0.0847576 0.997507 
0.2 0.2 0.1 0.05 0.25 0.5 0 0.75 2 10 0.343724 0.998687 
0.2 0.2 0.1 0.05 0.25 0.5 0 1 2 10 0.367515 0.999174 
0.2 0.2 0.15 -0.15 0.25 0.5 0 0 2 10 0 0.995125 
0.2 0.2 0.15 -0.15 0.25 0.5 0 0.25 2 10 0.0607125 0.996869 
0.2 0.2 0.15 -0.15 0.25 0.5 0 0.5 2 10 0.213953 0.999889 
0.2 0.2 0.15 -0.15 0.25 0.5 0 0.75 2 10 0.245488 0.999316 
0.2 0.2 0.15 -0.15 0.25 0.5 0 1 2 10 0 0.999006 
0.2 0.2 0.15 -0.1 0.25 0.5 0 0 2 10 0 0.998779 
0.2 0.2 0.15 -0.1 0.25 0.5 0 0.25 2 10 0.204798 0.999883 
0.2 0.2 0.15 -0.1 0.25 0.5 0 0.5 2 10 0.160632 0.997546 
0.2 0.2 0.15 -0.1 0.25 0.5 0 0.75 2 10 0.278573 0.999435 
0.2 0.2 0.15 -0.1 0.25 0.5 0 1 2 10 0 0.999583 
0.2 0.2 0.15 -0.05 0.25 0.5 0 0 2 10 0.13128 0.998449 
0.2 0.2 0.15 -0.05 0.25 0.5 0 0.25 2 10 0 0.998362 
0.2 0.2 0.15 -0.05 0.25 0.5 0 0.5 2 10 0.0977037 0.999931 
0.2 0.2 0.15 -0.05 0.25 0.5 0 0.75 2 10 0.303937 0.99934 
0.2 0.2 0.15 -0.05 0.25 0.5 0 1 2 10 0.125121 0.999531 
0.2 0.2 0.15 1.38778e-17 0.25 0.5 0 0 2 10 0.184989 0.996665 
0.2 0.2 0.15 1.38778e-17 0.25 0.5 0 0.25 2 10 0.0570938 0.999905 
0.2 0.2 0.15 1.38778e-17 0.25 0.5 0 0.5 2 10 0.0686271 0.99882 
0.2 0.2 0.15 1.38778e-17 0.25 0.5 0 0.75 2 10 0.341806 0.99931 
0.2 0.2 0.15 1.38778e-17 0.25 0.5 0 1 2 10 0.187785 0.999424 
0.2 0.2 0.15 0.05 0.25 0.5 0 0 2 10 0.252368 0.998443 
0.2 0.2 0.15 0.05 0.25 0.5 0 0.25 2 10 0 0.99769 
0.2 0.2 0.15 0.05 0.25 0.5 0 0.5 2 10 0.0515358 0.998746 
0.2 0.2 0.15 0.05 0.25 0.5 0 0.75 2 10 0.282692 0.999544 
0.2 0.2 0.15 0.05 0.25 0.5 0 1 2 10 0.0668733 0.999308 
0.2 0.2 -0.05 -0.15 0.25 0.75 0 0 2 10 0 0.984532 
0.2 0.2 -0.05 -0.15 0.25 0.75 0 0.25 2 10 0.108767 0.991907 
0.2 0.2 -0.05 -0.15 0.25 0.75 0 0.5 2 10 0.355339 0.998324 
0.2 0.2 -0.05 -0.15 0.25 0.75 0 0.75 2 10 0.386298 0.975464 
0.2 0.2 -0.05 -0.15 0.25 0.75 0 1 2 10 0.244406 0.992807 
0.2 0.2 -0.05 -0.1 0.25 0.75 0 0 2 10 0 0.993125 
0.2 0.2 -0.05 -0.1 0.25 0.75 0 0.25 2 10 0.217233 0.890606 
0.2 0.2 -0.05 -0.1 0.25 0.75 0 0.5 2 10 0.258116 0.999919 
0.2 0.2 -0.05 -0.1 0.25 0.75 0 0.75 2 10 0.274968 0.994993 
0.2 0.2 -0.05 -0.1 0.25 0.75 0 1 2 10 0.232386 0.988732 
0.2 0.2 -0.05 -0.05 0.25 0.75 0 0 2 10 0 0.986919 
0.2 0.2 -0.05 -0.05 0.25 0.75 0 0.25 2 10 0.110761 0.997652 
0.2 0.2 -0.05 -0.05 0.25 0.75 0 0.5 2 10 0.357654 0.99633 
0.2 0.2 -0.05 -0.05 0.25 0.75 0 0.75 2 10 0.287886 0.997103 
0.2 0.2 -0.05 -0.05 0.25 0.75 0 1 2 10 0.257741 0.991664 
0.2 0.2 -0.05 1.38778e-17 0.25 0.75 0 0 2 10 0 0.982416 
0.2 0.2 -0.05 1.38778e-17 0.25 0.75 0 0.25 2 10 0.0370017 0.999215 
0.2 0.2 -0.05 1.38778e-17 0.25 0.75 0 0.5 2 10 0.373716 0.990642 
0.2 0.2 -0.05 1.38778e-17 0.25 0.75 0 0.75 2 10 0.401554 0.980868 
0.2 0.2 -0.05 1.38778e-17 0.25 0.75 0 1 2 10 0.556788 0.993489 
0.2 0.2 -0.05 0.05 0.25 0.75 0 0 2 10 0 0.98959 
0.2 0.2 -0.05 0.05 0.25 0.75 0 0.25 2 10 0.395948 0.9855 
0.2 0.2 -0.05 0.05 0.25 0.75 0 0.5 2 10 0.347929 0.996466 
0.2 0.2 -0.05 0.05 0.25 0.75 0 0.75 2 10 0.322742 0.996137 
0.2 0.2 -0.05 0.05 0.25 0.75 0 1 2 10 0.283623 0.963657 
0.2 0.2 0 -0.15 0.25 0.75 0 0 2 10 0 0.984866 
0.2 0.2 0 -0.15 0.25 0.75 0 0.25 2 10 0 0.99019 
0.2 0.2 0 -0.15 0.25 0.75 0 0.5 2 10 0.237805 0.997237 
0.2 0.2 0 -0.15 0.25 0.75 0 0.75 2 10 0.34006 0.995951 
0.2 0.2 0 -0.15 0.25 0.75 0 1 2 10 0.349836 0.99628 
0.2 0.2 0 -0.1 0.25 0.75 0 0 2 10 0 0.989396 
0.2 0.2 0 -0.1 0.25 0.75 0 0.25 2 10 0 0.995294 
0.2 0.2 0 -0.1 0.25 0.75 0 0.5 2 10 0.195887 0.993122 
0.2 0.2 0 -0.1 0.25 0.75 0 0.75 2 10 0.424714 0.994554 
0.2 0.2 0 -0.1 0.25 0.75 0 1 2 10 0.361267 0.996462 
0.2 0.2 0 -0.05 0.25 0.75 0 0 2 10 0 0.993898 
0.2 0.2 0 -0.05 0.25 0.75 0 0.25 2 10 0.0990191 0.994669 
0.2 0.2 0 -0.05 0.25 0.75 0 0.5 2 10 0.234077 0.992323 
0.2 0.2 0 -0.05 0.25 0.75 0 0.75 2 10 0.420599 0.994464 
0.2 0.2 0 -0.05 0.25 0.75 0 1 2 10 0.622138 0.99569 
0.2 0.2 0 1.38778e-17 0.25 0.75 0 0 2 10 0 0.990158 
0.2 0.2 0 1.38778e-17 0.25 0.75 0 0.25 2 10 0 0.994312 
0.2 0.2 0 1.38778e-17 0.25 0.75 0 0.5 2 10 0.0776005 0.993808 
0.2 0.2 0 1.38778e-17 0.25 0.75 0 0.75 2 10 0.320288 0.994746 
0.2 0.2 0 1.38778e-17 0.25 0.75 0 1 2 10 0.500211 0.993659 
0.2 0.2 0 0.05 0.25 0.75 0 0 2 10 0 0.991614 
0.2 0.2 0 0.05 0.25 0.75 0 0.25 2 10 0 0.99516 
0.2 0.2 0 0.05 0.25 0.75 0 0.5 2 10 0 0.989694 
0.2 0.2 0 0.05 0.25 0.75 0 0.75 2 10 0.202139 0.997431 
0.2 0.2 0 0.05 0.25 0.75 0 1 2 10 0.431094 0.996975 
0.2 0.2 0.05 -0.15 0.25 0.75 0 0 2 10 0 0.987148 
0.2 0.2 0.05 -0.15 0.25 0.75 0 0.25 2 10 0 0.992972 
0.2 0.2 0.05 -0.15 0.25 0.75 0 0.5 2 10 0.106578 0.997207 
0.2 0.2 0.05 -0.15 0.25 0.75 0 0.75 2 10 0.389111 0.996509 
0.2 0.2 0.05 -0.15 0.25 0.75 0 1 2 10 0.248378 0.998487 
0.2 0.2 0.05 -0.1 0.25 0.75 0 0 2 10 0 0.992514 
0.2 0.2 0.05 -0.1 0.25 0.75 0 0.25 2 10 0 0.988702 
0.2 0.2 0.05 -0.1 0.25 0.75 0 0.5 2 10 0.102254 0.996969 
0.2 0.2 0.05 -0.1 0.25 0.75 0 0.75 2 10 0.357201 0.99702 
0.2 0.2 0.05 -0.1 0.25 0.75 0 1 2 10 0.505248 0.99265 
0.2 0.2 0.05 -0.05 0.25 0.75 0 0 2 10 0 0.991898 
0.2 0.2 0.05 -0.05 0.25 0.75 0 0.25 2 10 0 0.993312 
0.2 0.2 0.05 -0.05 0.25 0.75 0 0.5 2 10 0.0690536 0.994362 
0.2 0.2 0.05 -0.05 0.25 0.75 0 0.75 2 10 0.33943 0.997108 
0.2 0.2 0.05 -0.05 0.25 0.75 0 1 2 10 0.459506 0.997714 
0.2 0.2 0.05 1.38778e-17 0.25 0.75 0 0 2 10 0 0.989157 
0.2 0.2 0.05 1.38778e-17 0.25 0.75 0 0.25 2 10 0 0.991714 
0.2 0.2 0.05 1.38778e-17 0.25 0.75 0 0.5 2 10 0.0113791 0.996123 
0.2 0.2 0.05 1.38778e-17 0.25 0.75 0 0.75 2 10 0.200171 0.99895 
0.2 0.2 0.05 1.38778e-17 0.25 0.75 0 1 2 10 0.43119 0.998588 
0.2 0.2 0.05 0.05 0.25 0.75 0 0 2 10 0 0.993267 
0.2 0.2 0.05 0.05 0.25 0.75 0 0.25 2 10 0 0.991529 
0.2 0.2 0.05 0.05 0.25 0.75 0 0.5 2 10 0 0.994767 
0.2 0.2 0.05 0.05 0.25 0.75 0 0.75 2 10 0.100763 0.997186 
0.2 0.2 0.05 0.05 0.25 0.75 0 1 2 10 0.373578 0.99842 
0.2 0.2 0.1 -0.15 0.25 0.75 0 0 2 10 0 0.988402 
0.2 0.2 0.1 -0.15 0.25 0.75 0 0.25 2 10 0 0.994728 
0.2 0.2 0.1 -0.15 0.25 0.75 0 0.5 2 10 0.0377514 0.999232 
0.2 0.2 0.1 -0.15 0.25 0.75 0 0.75 2 10 0.342917 0.998778 
0.2 0.2 0.1 -0.15 0.25 0.75 0 1 2 10 0.137164 0.999695 
0.2 0.2 0.1 -0.1 0.25 0.75 0 0 2 10 0 0.994492 
0.2 0.2 0.1 -0.1 0.25 0.75 0 0.25 2 10 0 0.996746 
0.2 0.2 0.1 -0.1 0.25 0.75 0 0.5 2 10 0.0274696 0.99649 
0.2 0.2 0.1 -0.1 0.25 0.75 0 0.75 2 10 0.261073 0.998733 
0.2 0.2 0.1 -0.1 0.25 0.75 0 1 2 10 0.171368 0.999125 
0.2 0.2 0.1 -0.05 0.25 0.75 0 0 2 10 0 0.994886 
0.2 0.2 0.1 -0.05 0.25 0.75 0 0.25 2 10 0 0.993847 
0.2 0.2 0.1 -0.05 0.25 0.75 0 0.5 2 10 0 0.995699 
0.2 0.2 0.1 -0.05 0.25 0.75 0 0.75 2 10 0.193232 0.999105 
0.2 0.2 0.1 -0.05 0.25 0.75 0 1 2 10 0.427665 0.9986 
0.2 0.2 0.1 1.38778e-17 0.25 0.75 0 0 2 10 0 0.993728 
0.2 0.2 0.1 1.38778e-17 0.25 0.75 0 0.25 2 10 0 0.99217 
0.2 0.2 0.1 1.38778e-17 0.25 0.75 0 0.5 2 10 0 0.998559 
0.2 0.2 0.1 1.38778e-17 0.25 0.75 0 0.75 2 10 0.0995646 0.998716 
0.2 0.2 0.1 1.38778e-17 0.25 0.75 0 1 2 10 0.38316 0.998234 
0.2 0.2 0.1 0.05 0.25 0.75 0 0 2 10 0 0.99201 
0.2 0.2 0.1 0.05 0.25 0.75 0 0.25 2 10 0 0.995818 
0.2 0.2 0.1 0.05 0.25 0.75 0 0.5 2 10 0 0.996593 
0.2 0.2 0.1 0.05 0.25 0.75 0 0.75 2 10 0.00283796 0.999267 
0.2 0.2 0.1 0.05 0.25 0.75 0 1 2 10 0.324115 0.998632 
0.2 0.2 0.15 -0.15 0.25 0.75 0 0 2 10 0 0.990289 
0.2 0.2 0.15 -0.15 0.25 0.75 0 0.25 2 10 0 0.997052 
0.2 0.2 0.15 -0.15 0.25 0.75 0 0.5 2 10 0 0.997925 
0.2 0.2 0.15 -0.15 0.25 0.75 0 0.75 2 10 0.256434 0.999833 
0.2 0.2 0.15 -0.15 0.25 0.75 0 1 2 10 0.0743652 0.999621 
0.2 0.2 0.15 -0.1 0.25 0.75 0 0 2 10 0 0.998187 
0.2 0.2 0.15 -0.1 0.25 0.75 0 0.25 2 10 0 0.996585 
0.2 0.2 0.15 -0.1 0.25 0.75 0 0.5 2 10 0 0.999135 
0.2 0.2 0.15 -0.1 0.25 0.75 0 0.75 2 10 0.223599 0.999871 
0.2 0.2 0.15 -0.1 0.25 0.75 0 1 2 10 0.142625 0.99954 
0.2 0.2 0.15 -0.05 0.25 0.75 0 0 2 10 0 0.997604 
0.2 0.2 0.15 -0.05 0.25 0.75 0 0.25 2 10 0 0.996469 
0.2 0.2 0.15 -0.05 0.25 0.75 0 0.5 2 10 0 0.997338 
0.2 0.2 0.15 -0.05 0.25 0.75 0 0.75 2 10 0.208027 0.999768 
0.2 0.2 0.15 -0.05 0.25 0.75 0 1 2 10 0.281487 0.999204 
0.2 0.2 0.15 1.38778e-17 0.25 0.75 0 0 2 10 0 0.993348 
0.2 0.2 0.15 1.38778e-17 0.25 0.75 0 0.25 2 10 0 0.999097 
0.2 0.2 0.15 1.38778e-17 0.25 0.75 0 0.5 2 10 0 0.999118 
0.2 0.2 0.15 1.38778e-17 0.25 0.75 0 0.75 2 10 0.0271338 0.999773 
0.2 0.2 0.15 1.38778e-17 0.25 0.75 0 1 2 10 0.318295 0.999249 
0.2 0.2 0.15 0.05 0.25 0.75 0 0 2 10 0 0.993143 
0.2 0.2 0.15 0.05 0.25 0.75 0 0.25 2 10 0 0.991965 
0.2 0.2 0.15 0.05 0.25 0.75 0 0.5 2 10 0 0.997106 
0.2 0.2 0.15 0.05 0.25 0.75 0 0.75 2 10 0 0.999683 
0.2 0.2 0.15 0.05 0.25 0.75 0 1 2 10 0.248543 0.999745 
0.2 0.2 -0.05 -0.15 0.25 1 0 0 2 10 0 0.974813 
0.2 0.2 -0.05 -0.15 0.25 1 0 0.25 2 10 0 0.977989 
0.2 0.2 -0.05 -0.15 0.25 1 0 0.5 2 10 0.00296193 0.978886 
0.2 0.2 -0.05 -0.15 0.25 1 0 0.75 2 10 0.238079 0.988229 
0.2 0.2 -0.05 -0.15 0.25 1 0 1 2 10 0.253073 0.997458 
0.2 0.2 -0.05 -0.1 0.25 1 0 0 2 10 0 0.97784 
0.2 0.2 -0.05 -0.1 0.25 1 0 0.25 2 10 0 0.97976 
0.2 0.2 -0.05 -0.1 0.25 1 0 0.5 2 10 0.100322 0.98544 
0.2 0.2 -0.05 -0.1 0.25 1 0 0.75 2 10 0.168204 0.993756 
0.2 0.2 -0.05 -0.1 0.25 1 0 1 2 10 0.221141 0.984818 
0.2 0.2 -0.05 -0.05 0.25 1 0 0 2 10 0 0.977571 
0.2 0.2 -0.05 -0.05 0.25 1 0 0.25 2 10 0 0.989974 
0.2 0.2 -0.05 -0.05 0.25 1 0 0.5 2 10 0.0555756 0.989539 
0.2 0.2 -0.05 -0.05 0.25 1 0 0.75 2 10 0.235052 0.997291 
0.2 0.2 -0.05 -0.05 0.25 1 0 1 2 10 0.1862 0.988087 
0.2 0.2 -0.05 1.38778e-17 0.25 1 0 0 2 10 0 0.977009 
0.2 0.2 -0.05 1.38778e-17 0.25 1 0 0.25 2 10 0 0.985311 
0.2 0.2 -0.05 1.38778e-17 0.25 1 0 0.5 2 10 0.176473 0.991299 
0.2 0.2 -0.05 1.38778e-17 0.25 1 0 0.75 2 10 0.0864419 0.9912 
0.2 0.2 -0.05 1.38778e-17 0.25 1 0 1 2 10 0.169597 0.996849 
0.2 0.2 -0.05 0.05 0.25 1 0 0 2 10 0 0.983794 
0.2 0.2 -0.05 0.05 0.25 1 0 0.25 2 10 0 0.981086 
0.2 0.2 -0.05 0.05 0.25 1 0 0.5 2 10 0 0.985941 
0.2 0.2 -0.05 0.05 0.25 1 0 0.75 2 10 0.24251 0.364325 
0.2 0.2 -0.05 0.05 0.25 1 0 1 2 10 0.174844 0.992431 
0.2 0.2 0 -0.15 0.25 1 0 0 2 10 0 0.979186 
0.2 0.2 0 -0.15 0.25 1 0 0.25 2 10 0 0.986061 
0.2 0.2 0 -0.15 0.25 1 0 0.5 2 10 0 0.985478 
0.2 0.2 0 -0.15 0.25 1 0 0.75 2 10 0.315445 0.994535 
0.2 0.2 0 -0.15 0.25 1 0 1 2 10 0.333677 0.990693 
0.2 0.2 0 -0.1 0.25 1 0 0 2 10 0 0.983875 
0.2 0.2 0 -0.1 0.25 1 0 0.25 2 10 0 0.982663 
0.2 0.2 0 -0.1 0.25 1 0 0.5 2 10 0 0.998734 
0.2 0.2 0 -0.1 0.25 1 0 0.75 2 10 0.0830552 0.994653 
0.2 0.2 0 -0.1 0.25 1 0 1 2 10 0.328528 0.996568 
0.2 0.2 0 -0.05 0.25 1 0 0 2 10 0 0.982347 
0.2 0.2 0 -0.05 0.25 1 0 0.25 2 10 0 0.981143 
0.2 0.2 0 -0.05 0.25 1 0 0.5 2 10 0 0.998957 
0.2 0.2 0 -0.05 0.25 1 0 0.75 2 10 0.083206 0.995157 
0.2 0.2 0 -0.05 0.25 1 0 1 2 10 0.346811 0.994865 
0.2 0.2 0 1.38778e-17 0.25 1 0 0 2 10 0 0.978668 
0.2 0.2 0 1.38778e-17 0.25 1 0 0.25 2 10 0 0.997709 
0.2 0.2 0 1.38778e-17 0.25 1 0 0.5 2 10 0 0.993162 
0.2 0.2 0 1.38778e-17 0.25 1 0 0.75 2 10 0 0.995103 
0.2 0.2 0 1.38778e-17 0.25 1 0 1 2 10 0.311283 0.992076 
0.2 0.2 0 0.05 0.25 1 0 0 2 10 0 0.981961 
0.2 0.2 0 0.05 0.25 1 0 0.25 2 10 0 0.982603 
0.2 0.2 0 0.05 0.25 1 0 0.5 2 10 0 0.993014 
0.2 0.2 0 0.05 0.25 1 0 0.75 2 10 0 0.995818 
0.2 0.2 0 0.05 0.25 1 0 1 2 10 0.206799 0.996416 
0.2 0.2 0.05 -0.15 0.25 1 0 0 2 10 0 0.968561 
0.2 0.2 0.05 -0.15 0.25 1 0 0.25 2 10 0 0.984001 
0.2 0.2 0.05 -0.15 0.25 1 0 0.5 2 10 0 0.998801 
0.2 0.2 0.05 -0.15 0.25 1 0 0.75 2 10 0.0805674 0.997567 
0.2 0.2 0.05 -0.15 0.25 1 0 1 2 10 0.379111 0.997419 
0.2 0.2 0.05 -0.1 0.25 1 0 0 2 10 0 0.985419 
0.2 0.2 0.05 -0.1 0.25 1 0 0.25 2 10 0 0.985782 
0.2 0.2 0.05 -0.1 0.25 1 0 0.5 2 10 0 0.99189 
0.2 0.2 0.05 -0.1 0.25 1 0 0.75 2 10 0.056887 0.99618 
0.2 0.2 0.05 -0.1 0.25 1 0 1 2 10 0.405852 0.997957 
0.2 0.2 0.05 -0.05 0.25 1 0 0 2 10 0 0.989719 
0.2 0.2 0.05 -0.05 0.25 1 0 0.25 2 10 0 0.986874 
0.2 0.2 0.05 -0.05 0.25 1 0 0.5 2 10 0 0.998545 
0.2 0.2 0.05 -0.05 0.25 1 0 0.75 2 10 0.0337045 0.995327 
0.2 0.2 0.05 -0.05 0.25 1 0 1 2 10 0.235623 0.995489 
0.2 0.2 0.05 1.38778e-17 0.25 1 0 0 2 10 0 0.981493 
0.2 0.2 0.05 1.38778e-17 0.25 1 0 0.25 2 10 0 0.988893 
0.2 0.2 0.05 1.38778e-17 0.25 1 0 0.5 2 10 0 0.989674 
0.2 0.2 0.05 1.38778e-17 0.25 1 0 0.75 2 10 0 0.996065 
0.2 0.2 0.05 1.38778e-17 0.25 1 0 1 2 10 0.249498 0.995256 
0.2 0.2 0.05 0.05 0.25 1 0 0 2 10 0 0.985613 
0.2 0.2 0.05 0.05 0.25 1 0 0.25 2 10 0 0.985471 
0.2 0.2 0.05 0.05 0.25 1 0 0.5 2 10 0 0.999903 
0.2 0.2 0.05 0.05 0.25 1 0 0.75 2 10 0 0.989723 
0.2 0.2 0.05 0.05 0.25 1 0 1 2 10 0.154363 0.990983 
0.2 0.2 0.1 -0.15 0.25 1 0 0 2 10 0 0.983854 
0.2 0.2 0.1 -0.15 0.25 1 0 0.25 2 10 0 0.998153 
0.2 0.2 0.1 -0.15 0.25 1 0 0.5 2 10 0 0.995518 
0.2 0.2 0.1 -0.15 0.25 1 0 0.75 2 10 0 0.997819 
0.2 0.2 0.1 -0.15 0.25 1 0 1 2 10 0.101801 0.998555 
0.2 0.2 0.1 -0.1 0.25 1 0 0 2 10 0 0.991221 
0.2 0.2 0.1 -0.1 0.25 1 0 0.25 2 10 0 0.989681 
0.2 0.2 0.1 -0.1 0.25 1 0 0.5 2 10 0 0.995155 
0.2 0.2 0.1 -0.1 0.25 1 0 0.75 2 10 0.0243968 0.997615 
0.2 0.2 0.1 -0.1 0.25 1 0 1 2 10 0.10851 0.997203 
0.2 0.2 0.1 -0.05 0.25 1 0 0 2 10 0 0.988361 
0.2 0.2 0.1 -0.05 0.25 1 0 0.25 2 10 0 0.988494 
0.2 0.2 0.1 -0.05 0.25 1 0 0.5 2 10 0 0.99972 
0.2 0.2 0.1 -0.05 0.25 1 0 0.75 2 10 0.00382626 0.997285 
0.2 0.2 0.1 -0.05 0.25 1 0 1 2 10 0.136888 0.997234 
0.2 0.2 0.1 1.38778e-17 0.25 1 0 0 2 10 0 0.995941 
0.2 0.2 0.1 1.38778e-17 0.25 1 0 0.25 2 10 0 0.992158 
0.2 0.2 0.1 1.38778e-17 0.25 1 0 0.5 2 10 0 0.995965 
0.2 0.2 0.1 1.38778e-17 0.25 1 0 0.75 2 10 0 0.997809 
0.2 0.2 0.1 1.38778e-17 0.25 1 0 1 2 10 0.163351 0.998531 
0.2 0.2 0.1 0.05 0.25 1 0 0 2 10 0 0.993753 
0.2 0.2 0.1 0.05 0.25 1 0 0.25 2 10 0 0.987415 
0.2 0.2 0.1 0.05 0.25 1 0 0.5 2 10 0 0.992688 
0.2 0.2 0.1 0.05 0.25 1 0 0.75 2 10 0 0.998449 
0.2 0.2 0.1 0.05 0.25 1 0 1 2 10 0.176092 0.997438 
0.2 0.2 0.15 -0.15 0.25 1 0 0 2 10 0 0.972077 
0.2 0.2 0.15 -0.15 0.25 1 0 0.25 2 10 0 0.991896 
0.2 0.2 0.15 -0.15 0.25 1 0 0.5 2 10 0 0.999981 
0.2 0.2 0.15 -0.15 0.25 1 0 0.75 2 10 0 0.999123 
0.2 0.2 0.15 -0.15 0.25 1 0 1 2 10 0.0498706 0.999159 
0.2 0.2 0.15 -0.1 0.25 1 0 0 2 10 0 0.992862 
0.2 0.2 0.15 -0.1 0.25 1 0 0.25 2 10 0 0.9985 
0.2 0.2 0.15 -0.1 0.25 1 0 0.5 2 10 0 0.995405 
0.2 0.2 0.15 -0.1 0.25 1 0 0.75 2 10 0 0.996496 
0.2 0.2 0.15 -0.1 0.25 1 0 1 2 10 0.0638344 0.99863 
0.2 0.2 0.15 -0.05 0.25 1 0 0 2 10 0 0.988465 
0.2 0.2 0.15 -0.05 0.25 1 0 0.25 2 10 0 0.990281 
0.2 0.2 0.15 -0.05 0.25 1 0 0.5 2 10 0 0.999657 
0.2 0.2 0.15 -0.05 0.25 1 0 0.75 2 10 0 0.999198 
0.2 0.2 0.15 -0.05 0.25 1 0 1 2 10 0.0790804 0.9987 
0.2 0.2 0.15 1.38778e-17 0.25 1 0 0 2 10 0 0.986262 
0.2 0.2 0.15 1.38778e-17 0.25 1 0 0.25 2 10 0 0.998685 
0.2 0.2 0.15 1.38778e-17 0.25 1 0 0.5 2 10 0 0.99962 
0.2 0.2 0.15 1.38778e-17 0.25 1 0 0.75 2 10 0 0.996891 
0.2 0.2 0.15 1.38778e-17 0.25 1 0 1 2 10 0.0921636 0.998269 
0.2 0.2 0.15 0.05 0.25 1 0 0 2 10 0 0.987579 
0.2 0.2 0.15 0.05 0.25 1 0 0.25 2 10 0 0.991842 
0.2 0.2 0.15 0.05 0.25 1 0 0.5 2 10 0 0.999678 
0.2 0.2 0.15 0.05 0.25 1 0 0.75 2 10 0 0.999603 
0.2 0.2 0.15 0.05 0.25 1 0 1 2 10 0.122805 0.999244 
0.2 0.2 -0.05 -0.15 0.5 0 0 0 2 10 0.494826 0.979013 
0.2 0.2 -0.05 -0.15 0.5 0 0 0.25 2 10 0.575597 0.992761 
0.2 0.2 -0.05 -0.15 0.5 0 0 0.5 2 10 0.443301 0.988449 
0.2 0.2 -0.05 -0.15 0.5 0 0 0.75 2 10 0.607298 0.987282 
0.2 0.2 -0.05 -0.15 0.5 0 0 1 2 10 0.602235 0.995256 
0.2 0.2 -0.05 -0.1 0.5 0 0 0 2 10 0.552464 0.957839 
0.2 0.2 -0.05 -0.1 0.5 0 0 0.25 2 10 0.46584 0.98862 
0.2 0.2 -0.05 -0.1 0.5 0 0 0.5 2 10 0.523 0.928813 
0.2 0.2 -0.05 -0.1 0.5 0 0 0.75 2 10 0.611152 0.997305 
0.2 0.2 -0.05 -0.1 0.5 0 0 1 2 10 0.265946 0.995861 
0.2 0.2 -0.05 -0.05 0.5 0 0 0 2 10 0.41944 0.910097 
0.2 0.2 -0.05 -0.05 0.5 0 0 0.25 2 10 0.463416 0.926193 
0.2 0.2 -0.05 -0.05 0.5 0 0 0.5 2 10 0.484742 0.988116 
0.2 0.2 -0.05 -0.05 0.5 0 0 0.75 2 10 0.588232 0.417523 
0.2 0.2 -0.05 -0.05 0.5 0 0 1 2 10 0.505267 0.387676 
0.2 0.2 -0.05 1.38778e-17 0.5 0 0 0 2 10 0.412616 0.912497 
0.2 0.2 -0.05 1.38778e-17 0.5 0 0 0.25 2 10 0.421118 0.928442 
0.2 0.2 -0.05 1.38778e-17 0.5 0 0 0.5 2 10 0.310921 0.420964 
0.2 0.2 -0.05 1.38778e-17 0.5 0 0 0.75 2 10 0.439735 0.598452 
0.2 0.2 -0.05 1.38778e-17 0.5 0 0 1 2 10 0.27853 0.397427 
0.2 0.2 -0.05 0.05 0.5 0 0 0 2 10 0.275869 0.856885 
0.2 0.2 -0.05 0.05 0.5 0 0 0.25 2 10 0.212583 0.423518 
0.2 0.2 -0.05 0.05 0.5 0 0 0.5 2 10 0.315616 0.415727 
