amplitudeForeHip amplitudeHindHip offsetForeHip offsetHindHip amplitudeForeKnee amplitudeHindKnee offsetKnee kneePhaseLag frequency duration distance angle
0.2 0.2 0.1 -0.05 0 0.25 0 1 2 10 0.443729 0.998599 
0.2 0.2 0.1 1.38778e-17 0 0.25 0 0 2 10 0.420924 0.99921 
0.2 0.2 0.1 1.38778e-17 0 0.25 0 0.25 2 10 0.411508 0.997601 
0.2 0.2 0.1 1.38778e-17 0 0.25 0 0.5 2 10 0.448208 0.985809 
0.2 0.2 0.1 1.38778e-17 0 0.25 0 0.75 2 10 0.443182 0.988869 
0.2 0.2 0.1 1.38778e-17 0 0.25 0 1 2 10 0.434061 0.987944 
0.2 0.2 0.1 0.05 0 0.25 0 0 2 10 0.399669 0.994378 
0.2 0.2 0.1 0.05 0 0.25 0 0.25 2 10 0.414805 0.999749 
0.2 0.2 0.1 0.05 0 0.25 0 0.5 2 10 0.406717 0.990752 
0.2 0.2 0.1 0.05 0 0.25 0 0.75 2 10 0.359672 0.994098 
0.2 0.2 0.1 0.05 0 0.25 0 1 2 10 0.38493 0.988133 
0.2 0.2 0.15 -0.15 0 0.25 0 0 2 10 0.385443 0.995199 
0.2 0.2 0.15 -0.15 0 0.25 0 0.25 2 10 0.449017 0.99734 
0.2 0.2 0.15 -0.15 0 0.25 0 0.5 2 10 0.47155 0.99938 
0.2 0.2 0.15 -0.15 0 0.25 0 0.75 2 10 0.467853 0.99911 
0.2 0.2 0.15 -0.15 0 0.25 0 1 2 10 0.440409 0.998802 
0.2 0.2 0.15 -0.1 0 0.25 0 0 2 10 0.404249 0.99848 
0.2 0.2 0.15 -0.1 0 0.25 0 0.25 2 10 0.414678 0.998373 
0.2 0.2 0.15 -0.1 0 0.25 0 0.5 2 10 0.460973 0.999722 
0.2 0.2 0.15 -0.1 0 0.25 0 0.75 2 10 0.452405 0.999452 
0.2 0.2 0.15 -0.1 0 0.25 0 1 2 10 0.432953 0.999214 
0.2 0.2 0.15 -0.05 0 0.25 0 0 2 10 0.381792 0.998449 
0.2 0.2 0.15 -0.05 0 0.25 0 0.25 2 10 0.383351 0.998057 
0.2 0.2 0.15 -0.05 0 0.25 0 0.5 2 10 0.395574 0.997965 
0.2 0.2 0.15 -0.05 0 0.25 0 0.75 2 10 0.425304 0.998944 
0.2 0.2 0.15 -0.05 0 0.25 0 1 2 10 0.405757 0.999471 
0.2 0.2 0.15 1.38778e-17 0 0.25 0 0 2 10 0.342404 0.98812 
0.2 0.2 0.15 1.38778e-17 0 0.25 0 0.25 2 10 0.345624 0.998967 
0.2 0.2 0.15 1.38778e-17 0 0.25 0 0.5 2 10 0.373852 0.996361 
0.2 0.2 0.15 1.38778e-17 0 0.25 0 0.75 2 10 0.382667 0.997953 
0.2 0.2 0.15 1.38778e-17 0 0.25 0 1 2 10 0.301415 0.997043 
0.2 0.2 0.15 0.05 0 0.25 0 0 2 10 0.367541 0.99007 
0.2 0.2 0.15 0.05 0 0.25 0 0.25 2 10 0.351941 0.999626 
0.2 0.2 0.15 0.05 0 0.25 0 0.5 2 10 0.324377 0.997992 
0.2 0.2 0.15 0.05 0 0.25 0 0.75 2 10 0.315102 0.999795 
0.2 0.2 0.15 0.05 0 0.25 0 1 2 10 0.282009 0.996115 
0.2 0.2 -0.05 -0.15 0 0.5 0 0 2 10 0.473654 0.983872 
0.2 0.2 -0.05 -0.15 0 0.5 0 0.25 2 10 0.380677 0.981512 
0.2 0.2 -0.05 -0.15 0 0.5 0 0.5 2 10 0.0234421 0.995469 
0.2 0.2 -0.05 -0.15 0 0.5 0 0.75 2 10 0.591041 0.983285 
0.2 0.2 -0.05 -0.15 0 0.5 0 1 2 10 0.579653 0.995244 
0.2 0.2 -0.05 -0.1 0 0.5 0 0 2 10 0.443042 0.984038 
0.2 0.2 -0.05 -0.1 0 0.5 0 0.25 2 10 0.668204 0.983374 
0.2 0.2 -0.05 -0.1 0 0.5 0 0.5 2 10 0.556426 0.982411 
0.2 0.2 -0.05 -0.1 0 0.5 0 0.75 2 10 0.645183 0.994458 
0.2 0.2 -0.05 -0.1 0 0.5 0 1 2 10 0.631306 0.987153 
0.2 0.2 -0.05 -0.05 0 0.5 0 0 2 10 0.591211 0.983293 
0.2 0.2 -0.05 -0.05 0 0.5 0 0.25 2 10 0.515524 0.98371 
0.2 0.2 -0.05 -0.05 0 0.5 0 0.5 2 10 0.509291 0.983379 
0.2 0.2 -0.05 -0.05 0 0.5 0 0.75 2 10 0.553031 0.980718 
0.2 0.2 -0.05 -0.05 0 0.5 0 1 2 10 0.422433 0.996663 
0.2 0.2 -0.05 1.38778e-17 0 0.5 0 0 2 10 0.53403 0.991974 
0.2 0.2 -0.05 1.38778e-17 0 0.5 0 0.25 2 10 0.531486 0.988624 
0.2 0.2 -0.05 1.38778e-17 0 0.5 0 0.5 2 10 0.557927 0.996177 
0.2 0.2 -0.05 1.38778e-17 0 0.5 0 0.75 2 10 0.118169 0.997842 
0.2 0.2 -0.05 1.38778e-17 0 0.5 0 1 2 10 0.528383 0.977442 
0.2 0.2 -0.05 0.05 0 0.5 0 0 2 10 0.556334 0.983495 
0.2 0.2 -0.05 0.05 0 0.5 0 0.25 2 10 0.54623 0.99353 
0.2 0.2 -0.05 0.05 0 0.5 0 0.5 2 10 0.564149 0.985259 
0.2 0.2 -0.05 0.05 0 0.5 0 0.75 2 10 0.549694 0.989745 
0.2 0.2 -0.05 0.05 0 0.5 0 1 2 10 0.511041 0.986273 
0.2 0.2 0 -0.15 0 0.5 0 0 2 10 0.4224 0.984372 
0.2 0.2 0 -0.15 0 0.5 0 0.25 2 10 0.363865 0.986316 
0.2 0.2 0 -0.15 0 0.5 0 0.5 2 10 0.394073 0.992128 
0.2 0.2 0 -0.15 0 0.5 0 0.75 2 10 0.376486 0.961045 
0.2 0.2 0 -0.15 0 0.5 0 1 2 10 0.45112 0.986047 
0.2 0.2 0 -0.1 0 0.5 0 0 2 10 0.407997 0.986682 
0.2 0.2 0 -0.1 0 0.5 0 0.25 2 10 0.500289 0.986691 
0.2 0.2 0 -0.1 0 0.5 0 0.5 2 10 0.477932 0.98629 
0.2 0.2 0 -0.1 0 0.5 0 0.75 2 10 0.611279 0.999217 
0.2 0.2 0 -0.1 0 0.5 0 1 2 10 0.542222 0.998429 
0.2 0.2 0 -0.05 0 0.5 0 0 2 10 0.375619 0.987426 
0.2 0.2 0 -0.05 0 0.5 0 0.25 2 10 0.415924 0.986817 
0.2 0.2 0 -0.05 0 0.5 0 0.5 2 10 0.405286 0.986295 
0.2 0.2 0 -0.05 0 0.5 0 0.75 2 10 0.570166 0.99554 
0.2 0.2 0 -0.05 0 0.5 0 1 2 10 0.625884 0.966715 
0.2 0.2 0 1.38778e-17 0 0.5 0 0 2 10 0.417507 0.986437 
0.2 0.2 0 1.38778e-17 0 0.5 0 0.25 2 10 0.378699 0.986466 
0.2 0.2 0 1.38778e-17 0 0.5 0 0.5 2 10 0.391072 0.986398 
0.2 0.2 0 1.38778e-17 0 0.5 0 0.75 2 10 0.530377 0.980966 
0.2 0.2 0 1.38778e-17 0 0.5 0 1 2 10 0.509052 0.994309 
0.2 0.2 0 0.05 0 0.5 0 0 2 10 0.518367 0.986821 
0.2 0.2 0 0.05 0 0.5 0 0.25 2 10 0.474835 0.994138 
0.2 0.2 0 0.05 0 0.5 0 0.5 2 10 0.49896 0.997175 
0.2 0.2 0 0.05 0 0.5 0 0.75 2 10 0.497791 0.986598 
0.2 0.2 0 0.05 0 0.5 0 1 2 10 0.399455 0.995212 
0.2 0.2 0.05 -0.15 0 0.5 0 0 2 10 0.33462 0.983458 
0.2 0.2 0.05 -0.15 0 0.5 0 0.25 2 10 0.376433 0.989916 
0.2 0.2 0.05 -0.15 0 0.5 0 0.5 2 10 0.453536 0.996854 
0.2 0.2 0.05 -0.15 0 0.5 0 0.75 2 10 0.466171 0.998622 
0.2 0.2 0.05 -0.15 0 0.5 0 1 2 10 0.563837 0.994319 
0.2 0.2 0.05 -0.1 0 0.5 0 0 2 10 0.338842 0.990269 
0.2 0.2 0.05 -0.1 0 0.5 0 0.25 2 10 0.346606 0.989766 
0.2 0.2 0.05 -0.1 0 0.5 0 0.5 2 10 0.45339 0.989597 
0.2 0.2 0.05 -0.1 0 0.5 0 0.75 2 10 0.623489 0.985545 
0.2 0.2 0.05 -0.1 0 0.5 0 1 2 10 0.573658 0.991413 
0.2 0.2 0.05 -0.05 0 0.5 0 0 2 10 0.345104 0.990294 
0.2 0.2 0.05 -0.05 0 0.5 0 0.25 2 10 0.397585 0.989481 
0.2 0.2 0.05 -0.05 0 0.5 0 0.5 2 10 0.397111 0.985812 
0.2 0.2 0.05 -0.05 0 0.5 0 0.75 2 10 0.447541 0.99788 
0.2 0.2 0.05 -0.05 0 0.5 0 1 2 10 0.622117 0.951889 
0.2 0.2 0.05 1.38778e-17 0 0.5 0 0 2 10 0.284235 0.989446 
0.2 0.2 0.05 1.38778e-17 0 0.5 0 0.25 2 10 0.320675 0.989366 
0.2 0.2 0.05 1.38778e-17 0 0.5 0 0.5 2 10 0.430426 0.991232 
0.2 0.2 0.05 1.38778e-17 0 0.5 0 0.75 2 10 0.452655 0.997382 
0.2 0.2 0.05 1.38778e-17 0 0.5 0 1 2 10 0.497069 0.993262 
0.2 0.2 0.05 0.05 0 0.5 0 0 2 10 0.491266 0.999103 
0.2 0.2 0.05 0.05 0 0.5 0 0.25 2 10 0.459397 0.992018 
0.2 0.2 0.05 0.05 0 0.5 0 0.5 2 10 0.429087 0.991774 
