d_amplitudeForeHip d_amplitudeHindHip d_offsetForeHip d_offsetHindHip d_amplitudeForeKnee d_amplitudeHindKnee d_offsetKnee d_kneePhaseLag d_frequency d_duration distance angle stability
0.55 0.55 0.0667 -0.0667 0.8133 0.5467 0.2 0.8 2 2.496 0.140709 0.171822 455.499 
0.55 0.55 0.0667 -0.0667 0.8133 0.5267 0.2 0.8 2 2.344 0.023863 0.163165 469.412 
0.55 0.55 0.0667 -0.0667 0.8133 0.5067 0.2 0.8 2 1.296 0.115584 0.163155 460.352 
0.55 0.55 0.0667 -0.0667 0.8133 0.4867 0.2 0.8 2 13.264 0 0.17098 243.639 
0.55 0.55 0.0667 -0.0667 0.8133 0.4667 0.2 0.8 2 1.33 0.193389 0.168733 456.508 
0.55 0.55 0.0667 -0.0667 0.8133 0.4467 0.2 0.8 2 1.298 0.177559 0.160257 460.306 
0.55 0.55 0.0667 -0.0667 0.8133 0.4267 0.2 0.8 2 1.31 0.154524 0.16919 459.714 
0.55 0.55 0.0667 -0.0667 0.8133 0.4067 0.2 0.8 2 1.45 0 0.171831 434.671 
0.55 0.55 0.0667 -0.0667 0.8133 0.3867 0.2 0.8 2 1.556 0 0.171369 417.032 
0.55 0.55 0.0667 -0.0667 0.8133 0.3667 0.2 0.8 2 1.46 0 0.162128 433.992 
0.55 0.55 0.0667 -0.0667 0.8133 0.3467 0.2 0.8 2 1.086 0 0.167041 435.187 
0.55 0.55 0.0667 -0.0667 0.8133 0.3267 0.2 0.8 2 1.502 0.181338 0.165633 402.268 
0.55 0.55 0.0667 -0.0667 0.8133 0.3067 0.2 0.8 2 1.304 0 0.166182 427.335 
0.55 0.55 0.0667 -0.0667 0.8133 0.2867 0.2 0.8 2 1.398 0.0451069 0.168295 417.704 
0.55 0.55 0.0667 -0.0667 0.8133 0.2667 0.2 0.8 2 1.304 0 0.168393 421.68 
0.55 0.55 0.0667 -0.0667 0.8133 0.2467 0.2 0.8 2 1.546 0.247962 0.171109 456.452 
0.55 0.55 0.0667 -0.0667 0.8133 0.2267 0.2 0.8 2 1.24 0.150163 0.173484 433.065 
0.55 0.55 0.0667 -0.0667 0.8133 0.2067 0.2 0.8 2 3.026 0.341848 0.172861 444.682 
0.55 0.55 0.0667 -0.0667 0.8133 0.1867 0.2 0.8 2 1.538 0 0.173452 433.218 
0.55 0.55 0.0667 -0.0667 0.8133 0.1667 0.2 0.8 2 2.794 0 0.172451 427.836 
0.55 0.55 0.0667 -0.0667 0.7933 0.5467 0.2 0.8 2 2.806 0 0.172005 432.699 
0.55 0.55 0.0667 -0.0667 0.7933 0.5267 0.2 0.8 2 1.516 0.207774 0.171911 430.106 
0.55 0.55 0.0667 -0.0667 0.7933 0.5067 0.2 0.8 2 2.412 0.127422 0.172517 463.633 
0.55 0.55 0.0667 -0.0667 0.7933 0.4867 0.2 0.8 2 1.304 0.0675376 0.161484 460.817 
0.55 0.55 0.0667 -0.0667 0.7933 0.4667 0.2 0.8 2 1.398 0 0.168428 443.161 
0.55 0.55 0.0667 -0.0667 0.7933 0.4467 0.2 0.8 2 1.478 0 0.172874 432.013 
0.55 0.55 0.0667 -0.0667 0.7933 0.4267 0.2 0.8 2 1.564 0.227728 0.166117 403.506 
0.55 0.55 0.0667 -0.0667 0.7933 0.4067 0.2 0.8 2 1.312 0.00619269 0.164839 459.316 
0.55 0.55 0.0667 -0.0667 0.7933 0.3867 0.2 0.8 2 3.85 0.415451 0.169406 454.983 
0.55 0.55 0.0667 -0.0667 0.7933 0.3667 0.2 0.8 2 1.564 0.0615845 0.169935 435.933 
