d_amplitudeForeHip d_amplitudeHindHip d_offsetForeHip d_offsetHindHip d_amplitudeForeKnee d_amplitudeHindKnee d_offsetKnee d_kneePhaseLag d_frequency d_duration distance angle stability
0.25 0.25 0.0667 -0.0667 0.8133 0.5467 0.2 0.8 2 8.572 0.29825 0.167466 472.261 
0.25 0.25 0.0667 -0.0667 0.8133 0.5267 0.2 0.8 2 10.356 0.335502 0.172264 476.634 
0.25 0.25 0.0667 -0.0667 0.8133 0.5067 0.2 0.8 2 13.878 0.253058 0.168166 476.89 
0.25 0.25 0.0667 -0.0667 0.8133 0.4867 0.2 0.8 2 2.61 0 0.172975 442.506 
0.25 0.25 0.0667 -0.0667 0.8133 0.4667 0.2 0.8 2 2.966 0.030172 0.169061 452.948 
0.25 0.25 0.0667 -0.0667 0.8133 0.4467 0.2 0.8 2 15 0.219714 0.821679 484.935 
0.25 0.25 0.0667 -0.0667 0.8133 0.4267 0.2 0.8 2 15 0.211796 0.808408 486.854 
0.25 0.25 0.0667 -0.0667 0.8133 0.4067 0.2 0.8 2 2.832 0.0906212 0.172414 456.167 
0.25 0.25 0.0667 -0.0667 0.8133 0.3867 0.2 0.8 2 10.336 0.2187 0.171933 473.882 
0.25 0.25 0.0667 -0.0667 0.8133 0.3667 0.2 0.8 2 15 0.549531 0.798097 486.322 
0.25 0.25 0.0667 -0.0667 0.8133 0.3467 0.2 0.8 2 15 0 0.825877 486.737 
0.25 0.25 0.0667 -0.0667 0.8133 0.3267 0.2 0.8 2 15 0.522536 0.795941 487.846 
0.25 0.25 0.0667 -0.0667 0.8133 0.3067 0.2 0.8 2 15 0.328998 0.7948 486.874 
0.25 0.25 0.0667 -0.0667 0.8133 0.2867 0.2 0.8 2 15 0.151081 0.775056 483.579 
0.25 0.25 0.0667 -0.0667 0.8133 0.2667 0.2 0.8 2 15 0.339758 0.798918 486.94 
0.25 0.25 0.0667 -0.0667 0.8133 0.2467 0.2 0.8 2 6.012 0.292914 0.172098 463.422 
0.25 0.25 0.0667 -0.0667 0.8133 0.2267 0.2 0.8 2 15 0.46466 0.792968 487.432 
0.25 0.25 0.0667 -0.0667 0.8133 0.2067 0.2 0.8 2 15 0 0.822084 487.673 
0.25 0.25 0.0667 -0.0667 0.8133 0.1867 0.2 0.8 2 15 0.249025 0.817389 488.855 
0.25 0.25 0.0667 -0.0667 0.8133 0.1667 0.2 0.8 2 15 0.436096 0.826305 486.978 
0.25 0.25 0.0667 -0.0667 0.7933 0.5467 0.2 0.8 2 7.056 0.105452 0.164082 474.995 
0.25 0.25 0.0667 -0.0667 0.7933 0.5267 0.2 0.8 2 15 0 0.812467 485.613 
0.25 0.25 0.0667 -0.0667 0.7933 0.5067 0.2 0.8 2 5.992 0.281032 0.170649 474.525 
0.25 0.25 0.0667 -0.0667 0.7933 0.4867 0.2 0.8 2 12.722 0.263003 0.172729 478.958 
0.25 0.25 0.0667 -0.0667 0.7933 0.4667 0.2 0.8 2 15 0.394457 0.763988 481.933 
0.25 0.25 0.0667 -0.0667 0.7933 0.4467 0.2 0.8 2 15 0.49361 0.859961 487.431 
0.25 0.25 0.0667 -0.0667 0.7933 0.4267 0.2 0.8 2 13.14 0.319625 0.167876 477.749 
0.25 0.25 0.0667 -0.0667 0.7933 0.4067 0.2 0.8 2 15 0.347393 0.785322 486.816 
0.25 0.25 0.0667 -0.0667 0.7933 0.3867 0.2 0.8 2 15 0.390353 0.783884 485.653 
0.25 0.25 0.0667 -0.0667 0.7933 0.3667 0.2 0.8 2 15 0 0.847689 487.573 
0.25 0.25 0.0667 -0.0667 0.7933 0.3467 0.2 0.8 2 15 0.45902 0.790617 486.473 
