d_amplitudeForeHip d_amplitudeHindHip d_offsetForeHip d_offsetHindHip d_amplitudeForeKnee d_amplitudeHindKnee d_offsetKnee d_kneePhaseLag d_frequency d_duration distance angle stability
0.35 0.35 0.0667 -0.0667 0.8133 0.5467 0.2 0.8 2 15 0.0651972 0.218347 321.361 
0.35 0.35 0.0667 -0.0667 0.8133 0.5267 0.2 0.8 2 13.744 0.406737 0.170061 480.184 
0.35 0.35 0.0667 -0.0667 0.8133 0.5067 0.2 0.8 2 9.43 0.156017 0.170898 478.231 
0.35 0.35 0.0667 -0.0667 0.8133 0.4867 0.2 0.8 2 2.778 0 0.171441 440.945 
0.35 0.35 0.0667 -0.0667 0.8133 0.4667 0.2 0.8 2 15 0.0524703 0.811293 485.348 
0.35 0.35 0.0667 -0.0667 0.8133 0.4467 0.2 0.8 2 4.64 0.033088 0.162475 472.444 
0.35 0.35 0.0667 -0.0667 0.8133 0.4267 0.2 0.8 2 11.958 0.116979 0.172017 480.725 
0.35 0.35 0.0667 -0.0667 0.8133 0.4067 0.2 0.8 2 9.466 0.355382 0.163922 473.034 
0.35 0.35 0.0667 -0.0667 0.8133 0.3867 0.2 0.8 2 3.342 0.309495 0.173335 444.435 
0.35 0.35 0.0667 -0.0667 0.8133 0.3667 0.2 0.8 2 8.234 0.193852 0.164663 477.294 
0.35 0.35 0.0667 -0.0667 0.8133 0.3467 0.2 0.8 2 2.784 0 0.171734 459.109 
0.35 0.35 0.0667 -0.0667 0.8133 0.3267 0.2 0.8 2 9.72 0.0847795 0.173473 473.116 
0.35 0.35 0.0667 -0.0667 0.8133 0.3067 0.2 0.8 2 15 0.143878 0.844585 486.979 
0.35 0.35 0.0667 -0.0667 0.8133 0.2867 0.2 0.8 2 3.208 0.0884306 0.167185 456.895 
0.35 0.35 0.0667 -0.0667 0.8133 0.2667 0.2 0.8 2 11.994 0.314898 0.171525 473.006 
0.35 0.35 0.0667 -0.0667 0.8133 0.2467 0.2 0.8 2 4.074 0 0.171481 467.933 
0.35 0.35 0.0667 -0.0667 0.8133 0.2267 0.2 0.8 2 15 0.313577 0.829203 486.285 
0.35 0.35 0.0667 -0.0667 0.8133 0.2067 0.2 0.8 2 13.742 0.156534 0.173375 483.368 
0.35 0.35 0.0667 -0.0667 0.8133 0.1867 0.2 0.8 2 15 0.288277 0.687191 486.717 
0.35 0.35 0.0667 -0.0667 0.8133 0.1667 0.2 0.8 2 15 0.258985 0.222658 443.925 
0.35 0.35 0.0667 -0.0667 0.7933 0.5467 0.2 0.8 2 15 0.92715 0.820816 490.443 
0.35 0.35 0.0667 -0.0667 0.7933 0.5267 0.2 0.8 2 3.606 0.0954794 0.165146 461.377 
0.35 0.35 0.0667 -0.0667 0.7933 0.5067 0.2 0.8 2 4.946 0 0.162861 462.121 
0.35 0.35 0.0667 -0.0667 0.7933 0.4867 0.2 0.8 2 6.418 0 0.172246 459.123 
0.35 0.35 0.0667 -0.0667 0.7933 0.4667 0.2 0.8 2 15 0.0117796 0.765666 483.719 
0.35 0.35 0.0667 -0.0667 0.7933 0.4467 0.2 0.8 2 15 0.34717 0.832446 486.884 
0.35 0.35 0.0667 -0.0667 0.7933 0.4267 0.2 0.8 2 15 0.228392 0.789322 483.863 
0.35 0.35 0.0667 -0.0667 0.7933 0.4067 0.2 0.8 2 5.178 0.00765601 0.169435 465.347 
0.35 0.35 0.0667 -0.0667 0.7933 0.3867 0.2 0.8 2 15 0.205835 0.174236 237.742 
0.35 0.35 0.0667 -0.0667 0.7933 0.3667 0.2 0.8 2 15 0.125382 0.796108 484.242 
0.35 0.35 0.0667 -0.0667 0.7933 0.3467 0.2 0.8 2 15 0.196395 0.770197 482.564 
0.35 0.35 0.0667 -0.0667 0.7933 0.3267 0.2 0.8 2 15 0.61925 0.808023 486.916 
0.35 0.35 0.0667 -0.0667 0.7933 0.3067 0.2 0.8 2 15 0.114243 0.838136 484.881 
0.35 0.35 0.0667 -0.0667 0.7933 0.2867 0.2 0.8 2 5.238 0 0.168351 475.321 
0.35 0.35 0.0667 -0.0667 0.7933 0.2667 0.2 0.8 2 12.302 0 0.170385 480.873 
0.35 0.35 0.0667 -0.0667 0.7933 0.2467 0.2 0.8 2 6.436 0 0.173548 461.973 
0.35 0.35 0.0667 -0.0667 0.7933 0.2267 0.2 0.8 2 15 0.416299 0.819429 487.989 
0.35 0.35 0.0667 -0.0667 0.7933 0.2067 0.2 0.8 2 15 0.535593 0.818578 487.084 
0.35 0.35 0.0667 -0.0667 0.7933 0.1867 0.2 0.8 2 4.768 0.189139 0.169919 465.743 
0.35 0.35 0.0667 -0.0667 0.7933 0.1667 0.2 0.8 2 8 0.463259 0.172632 466.029 
0.35 0.35 0.0667 -0.0667 0.7733 0.5467 0.2 0.8 2 6.388 0.253093 0.173351 459.176 
0.35 0.35 0.0667 -0.0667 0.7733 0.5267 0.2 0.8 2 15 0.502819 0.808374 489.643 
0.35 0.35 0.0667 -0.0667 0.7733 0.5067 0.2 0.8 2 15 0 0.775974 485.057 
0.35 0.35 0.0667 -0.0667 0.7733 0.4867 0.2 0.8 2 15 0.950596 0.807959 490.36 
0.35 0.35 0.0667 -0.0667 0.7733 0.4667 0.2 0.8 2 5.226 0.0873239 0.165418 467.407 
0.35 0.35 0.0667 -0.0667 0.7733 0.4467 0.2 0.8 2 5.048 0.178235 0.164224 468.394 
0.35 0.35 0.0667 -0.0667 0.7733 0.4267 0.2 0.8 2 5.136 0.39384 0.173221 453.614 
0.35 0.35 0.0667 -0.0667 0.7733 0.4067 0.2 0.8 2 15 0.150248 0.772169 483.673 
0.35 0.35 0.0667 -0.0667 0.7733 0.3867 0.2 0.8 2 10.35 0.255614 0.170666 475.685 
0.35 0.35 0.0667 -0.0667 0.7733 0.3667 0.2 0.8 2 2.562 0.0336182 0.166801 454.625 
0.35 0.35 0.0667 -0.0667 0.7733 0.3467 0.2 0.8 2 5.61 0 0.173035 465.101 
0.35 0.35 0.0667 -0.0667 0.7733 0.3267 0.2 0.8 2 3.398 0.232554 0.173283 444.998 
0.35 0.35 0.0667 -0.0667 0.7733 0.3067 0.2 0.8 2 15 0.1346 0.7988 485.784 
0.35 0.35 0.0667 -0.0667 0.7733 0.2867 0.2 0.8 2 15 0.422872 0.773914 481.86 
0.35 0.35 0.0667 -0.0667 0.7733 0.2667 0.2 0.8 2 4.434 0.270769 0.173673 458.681 
0.35 0.35 0.0667 -0.0667 0.7733 0.2467 0.2 0.8 2 15 0.387394 0.811899 484.108 
0.35 0.35 0.0667 -0.0667 0.7733 0.2267 0.2 0.8 2 3.272 0.241126 0.171188 447.33 
0.35 0.35 0.0667 -0.0667 0.7733 0.2067 0.2 0.8 2 3.332 0.212274 0.169817 454.48 
0.35 0.35 0.0667 -0.0667 0.7733 0.1867 0.2 0.8 2 14.5 0 0.172207 473.929 
0.35 0.35 0.0667 -0.0667 0.7733 0.1667 0.2 0.8 2 5.558 0.170352 0.171712 474.953 
0.35 0.35 0.0667 -0.0667 0.7533 0.5467 0.2 0.8 2 15 0.500901 0.803548 488.165 
0.35 0.35 0.0667 -0.0667 0.7533 0.5267 0.2 0.8 2 15 1.85534 0.807072 495.54 
0.35 0.35 0.0667 -0.0667 0.7533 0.5067 0.2 0.8 2 5.386 0.306363 0.172968 457.211 
0.35 0.35 0.0667 -0.0667 0.7533 0.4867 0.2 0.8 2 9.418 0.238599 0.166859 479.722 
0.35 0.35 0.0667 -0.0667 0.7533 0.4667 0.2 0.8 2 2.81 0 0.170985 452.841 
0.35 0.35 0.0667 -0.0667 0.7533 0.4467 0.2 0.8 2 15 0 0.74322 484.232 
0.35 0.35 0.0667 -0.0667 0.7533 0.4267 0.2 0.8 2 11.346 0 0.172499 468.198 
0.35 0.35 0.0667 -0.0667 0.7533 0.4067 0.2 0.8 2 15 0.294179 0.803336 485.711 
0.35 0.35 0.0667 -0.0667 0.7533 0.3867 0.2 0.8 2 15 0.286671 0.809266 484.051 
0.35 0.35 0.0667 -0.0667 0.7533 0.3667 0.2 0.8 2 2.504 0.0340061 0.165901 455.335 
0.35 0.35 0.0667 -0.0667 0.7533 0.3467 0.2 0.8 2 15 0.467591 0.814223 488.643 
0.35 0.35 0.0667 -0.0667 0.7533 0.3267 0.2 0.8 2 4.156 0.0974643 0.172327 451.018 
0.35 0.35 0.0667 -0.0667 0.7533 0.3067 0.2 0.8 2 10.976 0.141979 0.16814 466.295 
0.35 0.35 0.0667 -0.0667 0.7533 0.2867 0.2 0.8 2 9.102 0.237127 0.169005 479.853 
0.35 0.35 0.0667 -0.0667 0.7533 0.2667 0.2 0.8 2 11.89 0.254301 0.170186 478.521 
0.35 0.35 0.0667 -0.0667 0.7533 0.2467 0.2 0.8 2 15 0.534042 0.80639 485.604 
0.35 0.35 0.0667 -0.0667 0.7533 0.2267 0.2 0.8 2 3.284 0.319585 0.172763 455.717 
0.35 0.35 0.0667 -0.0667 0.7533 0.2067 0.2 0.8 2 12.524 0.158811 0.173571 474.635 
0.35 0.35 0.0667 -0.0667 0.7533 0.1867 0.2 0.8 2 14.758 0 0.170497 479.181 
0.35 0.35 0.0667 -0.0667 0.7533 0.1667 0.2 0.8 2 15 0.546025 0.806102 487.87 
0.35 0.35 0.0667 -0.0667 0.7333 0.5467 0.2 0.8 2 1.55 0 0.171138 422.498 
0.35 0.35 0.0667 -0.0667 0.7333 0.5267 0.2 0.8 2 1.746 0 0.170438 443.836 
0.35 0.35 0.0667 -0.0667 0.7333 0.5067 0.2 0.8 2 10.462 0.832903 0.169988 482.185 
0.35 0.35 0.0667 -0.0667 0.7333 0.4867 0.2 0.8 2 13.98 0 0.172001 474.297 
0.35 0.35 0.0667 -0.0667 0.7333 0.4667 0.2 0.8 2 15 0 0.691035 476.748 
0.35 0.35 0.0667 -0.0667 0.7333 0.4467 0.2 0.8 2 9.988 0.0987426 0.16707 478.229 
0.35 0.35 0.0667 -0.0667 0.7333 0.4267 0.2 0.8 2 10.716 0.193531 0.169833 481.379 
0.35 0.35 0.0667 -0.0667 0.7333 0.4067 0.2 0.8 2 3.51 0.0913969 0.173574 459.981 
0.35 0.35 0.0667 -0.0667 0.7333 0.3867 0.2 0.8 2 15 0 0.800086 483.378 
0.35 0.35 0.0667 -0.0667 0.7333 0.3667 0.2 0.8 2 2.856 0 0.166086 458.114 
0.35 0.35 0.0667 -0.0667 0.7333 0.3467 0.2 0.8 2 15 0.493392 0.80682 486.937 
0.35 0.35 0.0667 -0.0667 0.7333 0.3267 0.2 0.8 2 15 0.125609 0.779991 484.431 
0.35 0.35 0.0667 -0.0667 0.7333 0.3067 0.2 0.8 2 15 0.369353 0.796344 484.215 
0.35 0.35 0.0667 -0.0667 0.7333 0.2867 0.2 0.8 2 7.83 0.178524 0.171143 476.177 
0.35 0.35 0.0667 -0.0667 0.7333 0.2667 0.2 0.8 2 7.388 0.390077 0.173289 472.936 
0.35 0.35 0.0667 -0.0667 0.7333 0.2467 0.2 0.8 2 15 0.245728 0.17937 225.716 
0.35 0.35 0.0667 -0.0667 0.7333 0.2267 0.2 0.8 2 5.58 0.350251 0.172282 462.045 
0.35 0.35 0.0667 -0.0667 0.7333 0.2067 0.2 0.8 2 15 0.361301 0.803281 488.131 
0.35 0.35 0.0667 -0.0667 0.7333 0.1867 0.2 0.8 2 15 0.0456939 0.801988 489.583 
0.35 0.35 0.0667 -0.0667 0.7333 0.1667 0.2 0.8 2 13.5 0 0.168554 479.026 
0.35 0.35 0.0667 -0.0667 0.7133 0.5467 0.2 0.8 2 15 0.516902 0.524971 483.536 
0.35 0.35 0.0667 -0.0667 0.7133 0.5267 0.2 0.8 2 15 1.88281 0.844615 496.265 
0.35 0.35 0.0667 -0.0667 0.7133 0.5067 0.2 0.8 2 15 1.40571 0.836021 493.962 
0.35 0.35 0.0667 -0.0667 0.7133 0.4867 0.2 0.8 2 13.356 0.58425 0.171865 482.643 
0.35 0.35 0.0667 -0.0667 0.7133 0.4667 0.2 0.8 2 15 0.78371 0.827182 489.116 
