setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
0.498665 -0.498681 -0.365281 0.365265 0.193983 -0.193985 -0.146117 0.146116 0.00467664
0.4922 -0.492218 -0.358818 0.3588 0.199947 -0.19995 -0.150371 0.150369 0.00504727
0.485467 -0.485485 -0.352085 0.352067 0.205658 -0.20566 -0.154406 0.154403 0.00543705
0.47847 -0.478489 -0.345089 0.34507 0.211114 -0.211117 -0.158219 0.158217 0.00584334
0.471212 -0.471232 -0.337832 0.337812 0.216316 -0.216319 -0.161811 0.161809 0.00626403
0.463699 -0.463719 -0.330319 0.330299 0.221263 -0.221267 -0.165181 0.165178 0.00669739
0.455936 -0.455956 -0.322556 0.322536 0.225957 -0.225961 -0.168329 0.168326 0.00714163
0.447926 -0.447947 -0.314547 0.314526 0.230396 -0.230401 -0.171253 0.17125 0.00759564
0.439676 -0.439698 -0.306298 0.306276 0.234582 -0.234586 -0.173954 0.17395 0.00805881
0.43119 -0.431212 -0.297812 0.29779 0.238514 -0.238519 -0.176431 0.176427 0.00853044
0.422474 -0.422497 -0.289097 0.289074 0.242193 -0.242199 -0.178684 0.17868 0.00900987
0.413533 -0.413557 -0.280157 0.280133 0.24562 -0.245626 -0.180714 0.180709 0.00949655
0.404373 -0.404397 -0.270997 0.270973 0.248795 -0.248801 -0.182519 0.182514 0.00998998
0.395 -0.395025 -0.261625 0.2616 0.251719 -0.251726 -0.184101 0.184096 0.0104897
0.385419 -0.385445 -0.252045 0.252019 0.254393 -0.2544 -0.18546 0.185454 0.0109951
0.375637 -0.375663 -0.242263 0.242237 0.256818 -0.256825 -0.186596 0.18659 0.0115059
0.36566 -0.365687 -0.232287 0.23226 0.258995 -0.259002 -0.18751 0.187503 0.0120214
0.355495 -0.355522 -0.222122 0.222095 0.260925 -0.260933 -0.188202 0.188195 0.0125411
0.345146 -0.345174 -0.211774 0.211746 0.262609 -0.262618 -0.188674 0.188666 0.0130644
0.334622 -0.33465 -0.20125 0.201222 0.264049 -0.264058 -0.188925 0.188917 0.0135905
0.323929 -0.323957 -0.190557 0.190529 0.265247 -0.265256 -0.188958 0.188949 0.0141189
0.313073 -0.313102 -0.179702 0.179673 0.266203 -0.266213 -0.188773 0.188764 0.0146489
0.302062 -0.302091 -0.168691 0.168662 0.266921 -0.266931 -0.188371 0.188362 0.0151798
0.290902 -0.290932 -0.157532 0.157502 0.2674 -0.267411 -0.187754 0.187745 0.0157107
0.2796 -0.27963 -0.14623 0.1462 0.267644 -0.267655 -0.186924 0.186914 0.0162408
0.268164 -0.268195 -0.134795 0.134764 0.267655 -0.267666 -0.185881 0.185871 0.0167692
0.256601 -0.256632 -0.123232 0.123201 0.267434 -0.267445 -0.184628 0.184617 0.0172948
0.244918 -0.244949 -0.111549 0.111518 0.266983 -0.266995 -0.183167 0.183155 0.0178166
0.233122 -0.233153 -0.0997532 0.099722 0.266306 -0.266319 -0.181498 0.181487 0.0183333
0.221221 -0.221253 -0.0878525 0.0878211 0.265404 -0.265417 -0.179626 0.179614 0.0188445
0.209223 -0.209254 -0.0758543 0.0758226 0.264281 -0.264294 -0.17755 0.177538 0.0193493
0.197134 -0.197166 -0.063766 0.063734 0.262938 -0.262952 -0.175274 0.175262 0.0198471
0.184963 -0.184995 -0.0515953 0.0515631 0.261378 -0.261393 -0.172801 0.172788 0.0203372
0.172718 -0.17275 -0.0393498 0.0393175 0.259605 -0.25962 -0.170132 0.170118 0.0208188
0.160405 -0.160437 -0.0270374 0.027005 0.257621 -0.257636 -0.16727 0.167256 0.0213026
0.148033 -0.148066 -0.0146658 0.0146332 0.255429 -0.255445 -0.164218 0.164204 0.0217907
0.13561 -0.135643 -0.00224285 0.00221008 0.253033 -0.253049 -0.160979 0.160964 0.0222803
0.123143 -0.123176 0.0102237 -0.0102566 0.250435 -0.250452 -0.157555 0.15754 0.0227733
0.110641 -0.110674 0.0227259 -0.0227588 0.247639 -0.247656 -0.153949 0.153934 0.0232683
0.0981111 -0.0981441 0.0352559 -0.0352889 0.244649 -0.244666 -0.150165 0.15015 0.0237619
0.0855612 -0.0855943 0.0478057 -0.0478388 0.241467 -0.241485 -0.146206 0.14619 0.0242571
0.0729994 -0.0730325 0.0603675 -0.0604006 0.238098 -0.238116 -0.142074 0.142058 0.0247542
0.0604336 -0.0604667 0.0729333 -0.0729664 0.234544 -0.234563 -0.137774 0.137758 0.0252499
0.0478718 -0.0479049 0.0854951 -0.0855282 0.230811 -0.23083 -0.133309 0.133292 0.0257455
0.0353219 -0.0353549 0.0980451 -0.0980781 0.226901 -0.22692 -0.128682 0.128665 0.026239
0.0227918 -0.0228247 0.110575 -0.110608 0.222819 -0.222838 -0.123897 0.12388 0.0267259
0.0102894 -0.0103223 0.123078 -0.123111 0.218569 -0.218588 -0.118957 0.11894 0.027207
-0.00217732 0.00214456 0.135545 -0.135577 0.214154 -0.214173 -0.113867 0.11385 0.027681
-0.0146006 0.0145679 0.147968 -0.148001 0.209579 -0.209599 -0.10863 0.108613 0.0281486
-0.0269725 0.02694 0.16034 -0.160372 0.204848 -0.204868 -0.103251 0.103233 0.0286085
-0.0392852 0.0392529 0.172653 -0.172685 0.199965 -0.199986 -0.0977331 0.0977148 0.0290614
-0.051531 0.0514988 0.184899 -0.184931 0.194935 -0.194956 -0.0920805 0.092062 0.0295062
-0.0637021 0.0636702 0.19707 -0.197102 0.189763 -0.189784 -0.0862976 0.0862788 0.0299434
-0.0757909 0.0757592 0.209159 -0.209191 0.184452 -0.184473 -0.0803885 0.0803695 0.0303706
-0.0877896 0.0877582 0.221158 -0.22119 0.179007 -0.179028 -0.0743576 0.0743384 0.0307876
-0.0996908 0.0996596 0.23306 -0.233091 0.173433 -0.173455 -0.0682094 0.0681899 0.0311958
-0.111487 0.111456 0.244856 -0.244887 0.167735 -0.167756 -0.0619481 0.0619285 0.0315948
-0.12317 0.12314 0.25654 -0.25657 0.161917 -0.161939 -0.0555784 0.0555586 0.0319825
-0.134734 0.134704 0.268104 -0.268134 0.155984 -0.156006 -0.0491049 0.0490849 0.0323585
-0.14617 0.146141 0.279541 -0.27957 0.149941 -0.149963 -0.0425321 0.0425119 0.0327225
-0.157472 0.157443 0.290843 -0.290872 0.143793 -0.143815 -0.0358647 0.0358444 0.0330742
-0.168633 0.168604 0.302004 -0.302033 0.137544 -0.137567 -0.0291074 0.029087 0.0334159
-0.179645 0.179616 0.313016 -0.313045 0.131201 -0.131223 -0.022265 0.0222445 0.0337502
-0.190501 0.190472 0.323872 -0.323901 0.124767 -0.124789 -0.0153424 0.0153217 0.0340742
-0.201194 0.201166 0.334566 -0.334594 0.118248 -0.11827 -0.00834437 0.00832348 0.0344248
-0.211719 0.211691 0.345091 -0.345119 0.11165 -0.111671 -0.00127588 0.00125464 0.0347815
-0.222068 0.222041 0.355441 -0.355468 0.104976 -0.104997 0.00585823 -0.0058798 0.0351329
-0.232234 0.232207 0.365607 -0.365634 0.0982318 -0.0982533 0.013053 -0.0130749 0.0354792
-0.242211 0.242185 0.375585 -0.375611 0.0914231 -0.0914447 0.0203034 -0.0203256 0.0358113
-0.251994 0.251968 0.385368 -0.385394 0.084555 -0.0845767 0.0276045 -0.027627 0.0361351
-0.261575 0.26155 0.39495 -0.394975 0.0776325 -0.0776544 0.0349512 -0.0349739 0.0364498
-0.270948 0.270924 0.404324 -0.404348 0.0706611 -0.0706831 0.0423384 -0.0423614 0.0367457
-0.280109 0.280085 0.413485 -0.413509 0.0636458 -0.0636679 0.0497611 -0.0497841 0.0370687
-0.28905 0.289027 0.422427 -0.42245 0.0565921 -0.0566143 0.0572141 -0.0572373 0.0373928
-0.297767 0.297744 0.431144 -0.431167 0.049505 -0.0495273 0.0646926 -0.0647158 0.0377302
-0.306254 0.306232 0.439632 -0.439654 0.04239 -0.0424123 0.0721912 -0.0722145 0.0380881
-0.314505 0.314483 0.447883 -0.447905 0.0352522 -0.0352745 0.0797049 -0.0797282 0.0384487
-0.322515 0.322494 0.455894 -0.455915 0.028097 -0.0281194 0.0872285 -0.0872518 0.0388195
-0.330279 0.330259 0.463659 -0.463679 0.0209296 -0.020952 0.0947571 -0.0947803 0.0392084
-0.337793 0.337773 0.471173 -0.471193 0.0137553 -0.0137775 0.102285 -0.102308 0.0396207
-0.345051 0.345032 0.478432 -0.478451 0.00657925 -0.00660145 0.109808 -0.109831 0.0400371
-0.352049 0.352031 0.485431 -0.485449 -0.000593215 0.000571047 0.11732 -0.117344 0.040458
-0.358783 0.358766 0.492166 -0.492183 -0.00775691 0.00773485 0.124817 -0.12484 0.0408902
-0.365248 0.365231 0.498631 -0.498648 -0.0149066 0.0148847 0.132294 -0.132316 0.0413344
-0.37144 0.371424 0.504824 -0.50484 -0.0220372 0.0220153 0.139744 -0.139767 0.0417881
-0.377355 0.37734 0.51074 -0.510755 -0.0291435 0.0291217 0.147164 -0.147187 0.0422432
-0.38299 0.382976 0.516376 -0.51639 -0.0362203 0.0361988 0.154548 -0.154571 0.0427064
-0.388341 0.388327 0.521727 -0.521741 -0.0432627 0.0432413 0.161892 -0.161914 0.0431808
-0.393405 0.393392 0.526792 -0.526805 -0.0502655 0.0502443 0.16919 -0.169212 0.0436674
-0.398178 0.398165 0.531565 -0.531578 -0.0572237 0.0572027 0.176437 -0.176459 0.0441662
-0.402657 0.402645 0.536045 -0.536057 -0.0641323 0.0641115 0.183629 -0.183651 0.0446765
-0.40684 0.406829 0.540229 -0.54024 -0.0709864 0.0709659 0.190761 -0.190783 0.0451975
-0.410723 0.410714 0.544114 -0.544123 -0.0777811 0.0777608 0.197828 -0.19785 0.0457282
-0.414306 0.414297 0.547697 -0.547706 -0.0845115 0.0844915 0.204826 -0.204847 0.046268
-0.417584 0.417576 0.550976 -0.550984 -0.0911729 0.0911532 0.211749 -0.211769 0.0468161
-0.420557 0.420549 0.553949 -0.553957 -0.0977606 0.0977411 0.218593 -0.218613 0.0473722
-0.423221 0.423215 0.556615 -0.556621 -0.10427 0.104251 0.225353 -0.225373 0.047936
-0.425577 0.425571 0.558971 -0.558977 -0.110696 0.110677 0.232025 -0.232045 0.0485076
-0.427621 0.427616 0.561016 -0.561021 -0.117034 0.117016 0.238605 -0.238625 0.0490866
-0.429353 0.429349 0.562749 -0.562753 -0.123281 0.123262 0.245088 -0.245107 0.0496732
-0.430772 0.430769 0.564169 -0.564172 -0.12943 0.129412 0.25147 -0.251489 0.0502671
-0.431877 0.431875 0.565275 -0.565277 -0.135479 0.135462 0.257746 -0.257764 0.0508683
-0.432667 0.432665 0.566065 -0.566067 -0.141423 0.141406 0.263912 -0.26393 0.0514766
-0.433141 0.43314 0.56654 -0.566541 -0.147257 0.14724 0.269965 -0.269983 0.0520919
-0.4333 0.4333 0.5667 -0.5667 -0.152978 0.152962 0.275899 -0.275917 0.0527142
-0.433143 0.433144 0.566544 -0.566543 -0.158581 0.158565 0.281712 -0.281729 0.0533432
-0.43267 0.432672 0.566072 -0.56607 -0.164063 0.164047 0.287399 -0.287416 0.0539787
-0.431882 0.431884 0.565284 -0.565282 -0.16942 0.169404 0.292957 -0.292974 0.0546206
-0.430779 0.430782 0.564182 -0.564179 -0.174647 0.174632 0.298381 -0.298398 0.0552687
-0.429362 0.429366 0.562766 -0.562762 -0.179741 0.179726 0.303669 -0.303685 0.0559228
-0.427631 0.427636 0.561036 -0.561031 -0.184699 0.184684 0.308816 -0.308832 0.0565825
-0.425588 0.425594 0.558994 -0.558988 -0.189517 0.189503 0.31382 -0.313835 0.0572478
-0.423235 0.423241 0.556641 -0.556635 -0.194191 0.194177 0.318676 -0.318691 0.0579183
-0.420571 0.420579 0.553979 -0.553971 -0.198718 0.198705 0.323382 -0.323397 0.0585939
-0.4176 0.417609 0.551009 -0.551 -0.203096 0.203084 0.327935 -0.327949 0.0592745
-0.414324 0.414333 0.547733 -0.547724 -0.207321 0.207309 0.332331 -0.332344 0.0599599
-0.410743 0.410753 0.544153 -0.544143 -0.211389 0.211377 0.336567 -0.33658 0.0606497
-0.406861 0.406871 0.540271 -0.540261 -0.215299 0.215287 0.340641 -0.340654 0.0613438
-0.40268 0.402691 0.536091 -0.53608 -0.219046 0.219035 0.34455 -0.344562 0.0620417
-0.398202 0.398214 0.531614 -0.531602 -0.222629 0.222619 0.348292 -0.348303 0.0627432
-0.393431 0.393443 0.526843 -0.526831 -0.226045 0.226035 0.351863 -0.351874 0.063448
-0.388369 0.388382 0.521782 -0.521769 -0.229292 0.229282 0.355261 -0.355272 0.0641555
-0.383019 0.383034 0.516434 -0.516419 -0.232366 0.232357 0.358485 -0.358494 0.0648654
-0.377386 0.377401 0.510801 -0.510786 -0.235267 0.235258 0.361531 -0.36154 0.0655774
-0.371472 0.371488 0.504888 -0.504872 -0.237991 0.237983 0.364398 -0.364407 0.0662909
-0.365281 0.365298 0.498698 -0.498681 -0.240537 0.240529 0.367084 -0.367092 0.0670057
-0.358818 0.358835 0.492235 -0.492218 -0.242902 0.242895 0.369587 -0.369595 0.0677213
-0.352085 0.352103 0.485503 -0.485485 -0.245086 0.245079 0.371905 -0.371913 0.0684371
-0.345089 0.345107 0.478507 -0.478489 -0.247086 0.24708 0.374037 -0.374044 0.0691527
-0.337832 0.337851 0.471251 -0.471232 -0.248901 0.248895 0.375982 -0.375988 0.0698674
-0.330319 0.33034 0.46374 -0.463719 -0.250529 0.250524 0.377737 -0.377743 0.0705808
-0.322556 0.322577 0.455977 -0.455956 -0.25197 0.251965 0.379302 -0.379307 0.0712922
-0.314547 0.314569 0.447969 -0.447947 -0.253221 0.253217 0.380675 -0.38068 0.0720009
-0.306298 0.30632 0.43972 -0.439698 -0.254283 0.254279 0.381856 -0.38186 0.0727064
-0.297812 0.297835 0.431235 -0.431212 -0.255154 0.255151 0.382844 -0.382847 0.0734078
-0.289097 0.28912 0.42252 -0.422497 -0.255832 0.25583 0.383637 -0.383641 0.0741045
-0.280157 0.28018 0.41358 -0.413557 -0.256319 0.256317 0.384236 -0.384239 0.074796
-0.270997 0.271022 0.404422 -0.404397 -0.256613 0.256611 0.38464 -0.384642 0.075482
-0.261625 0.26165 0.39505 -0.395025 -0.256713 0.256712 0.384848 -0.38485 0.0761619
-0.252045 0.25207 0.38547 -0.385445 -0.256619 0.256619 0.38486 -0.384862 0.0768354
-0.242263 0.242289 0.375689 -0.375663 -0.256332 0.256332 0.384677 -0.384678 0.0775021
-0.232287 0.232313 0.365713 -0.365687 -0.255852 0.255852 0.384298 -0.384298 0.0781614
-0.222122 0.222149 0.355549 -0.355522 -0.255177 0.255178 0.383723 -0.383723 0.0788018
-0.211774 0.211801 0.345201 -0.345174 -0.254309 0.25431 0.382953 -0.382952 0.0794201
-0.20125 0.201278 0.334678 -0.33465 -0.253248 0.25325 0.381987 -0.381986 0.0800176
-0.190557 0.190586 0.323986 -0.323957 -0.251994 0.251997 0.380828 -0.380825 0.0805923
-0.179702 0.179731 0.313131 -0.313102 -0.250548 0.250551 0.379474 -0.379471 0.0811442
-0.168691 0.16872 0.30212 -0.302091 -0.248911 0.248915 0.377927 -0.377924 0.0816719
-0.157532 0.157561 0.290961 -0.290932 -0.247084 0.247088 0.376188 -0.376184 0.0821752
-0.14623 0.14626 0.27966 -0.27963 -0.245067 0.245071 0.374257 -0.374253 0.0826636
-0.134795 0.134825 0.268225 -0.268195 -0.242862 0.242866 0.372136 -0.372132 0.0831275
-0.123232 0.123262 0.256662 -0.256632 -0.240469 0.240474 0.369827 -0.369822 0.0835632
-0.111549 0.11158 0.24498 -0.244949 -0.237891 0.237896 0.36733 -0.367325 0.0839714
-0.0997532 0.0997844 0.233184 -0.233153 -0.235128 0.235134 0.364647 -0.364641 0.0843643
-0.0878525 0.087884 0.221284 -0.221253 -0.232183 0.232189 0.36178 -0.361774 0.0847289
-0.0758543 0.075886 0.209286 -0.209254 -0.229056 0.229063 0.35873 -0.358723 0.0850617
-0.063766 0.0637979 0.197198 -0.197166 -0.22575 0.225758 0.3555 -0.355492 0.0853722
-0.0515953 0.0516274 0.185027 -0.184995 -0.222268 0.222275 0.35209 -0.352083 0.0856501
-0.0393498 0.0393822 0.172782 -0.17275 -0.218609 0.218617 0.348504 -0.348496 0.0858953
-0.0270374 0.0270699 0.16047 -0.160437 -0.214778 0.214786 0.344744 -0.344735 0.0861199
-0.0146658 0.0146985 0.148098 -0.148066 -0.210776 0.210784 0.340811 -0.340802 0.086309
-0.00224285 0.00227561 0.135676 -0.135643 -0.206605 0.206614 0.336708 -0.336699 0.0864603
0.0102237 -0.0101908 0.123209 -0.123176 -0.202269 0.202278 0.332438 -0.332429 0.0865904
0.0227259 -0.022693 0.110707 -0.110674 -0.197769 0.197779 0.328004 -0.327994 0.0867042
0.0352559 -0.0352229 0.0981771 -0.0981441 -0.193109 0.193119 0.323408 -0.323397 0.0867998
0.0478057 -0.0477727 0.0856273 -0.0855943 -0.188291 0.188302 0.318652 -0.318641 0.0869052
0.0603675 -0.0603344 0.0730656 -0.0730325 -0.183318 0.183329 0.313741 -0.313729 0.0869962
0.0729333 -0.0729002 0.0604998 -0.0604667 -0.178193 0.178205 0.308676 -0.308664 0.0870854
0.0854951 -0.0854621 0.0479379 -0.0479049 -0.172919 0.172932 0.303461 -0.303449 0.0871574
0.0980451 -0.0980121 0.0353879 -0.0353549 -0.1675 0.167513 0.2981 -0.298087 0.0872243
0.110575 -0.110542 0.0228577 -0.0228247 -0.161938 0.161952 0.292595 -0.292582 0.0872781
0.123078 -0.123045 0.0103552 -0.0103223 -0.156238 0.156252 0.286951 -0.286937 0.0873306
0.135545 -0.135512 -0.0021118 0.00214456 -0.150403 0.150417 0.28117 -0.281156 0.0873838
0.147968 -0.147935 -0.0145353 0.0145679 -0.144435 0.14445 0.275256 -0.275241 0.0874294
0.16034 -0.160307 -0.0269075 0.02694 -0.13834 0.138355 0.269213 -0.269198 0.0874675
0.172653 -0.172621 -0.0392205 0.0392529 -0.13212 0.132136 0.263044 -0.263029 0.0875029
0.184899 -0.184867 -0.0514667 0.0514988 -0.12578 0.125796 0.256754 -0.256739 0.0875318
0.19707 -0.197038 -0.0636382 0.0636702 -0.119323 0.119339 0.250347 -0.250331 0.08756
0.209159 -0.209127 -0.0757275 0.0757592 -0.112753 0.11277 0.243825 -0.243809 0.0875705
0.221158 -0.221127 -0.0877267 0.0877582 -0.106075 0.106092 0.237194 -0.237178 0.0875725
0.23306 -0.233028 -0.0996284 0.0996596 -0.0992925 0.0993098 0.230458 -0.230441 0.0875723
0.244856 -0.244825 -0.111425 0.111456 -0.0924096 0.0924271 0.22362 -0.223603 0.0875618
0.25654 -0.256509 -0.123109 0.12314 -0.0854308 0.0854484 0.216686 -0.216669 0.0875309
0.268104 -0.268074 -0.134674 0.134704 -0.0783602 0.078378 0.209659 -0.209641 0.0874892
0.279541 -0.279511 -0.146111 0.146141 -0.0712022 0.0712202 0.202544 -0.202526 0.087436
0.290843 -0.290813 -0.157413 0.157443 -0.0639614 0.0639795 0.195345 -0.195327 0.0873767
0.302004 -0.301974 -0.168574 0.168604 -0.0566423 0.0566605 0.188066 -0.188048 0.0873001
0.313016 -0.312987 -0.179587 0.179616 -0.0492492 0.0492675 0.180714 -0.180695 0.087207
0.323872 -0.323844 -0.190444 0.190472 -0.0417869 0.0418053 0.173291 -0.173272 0.0871057
0.334566 -0.334539 -0.201139 0.201166 -0.0342599 0.0342784 0.165802 -0.165783 0.0869954
0.345091 -0.345064 -0.211664 0.211691 -0.026673 0.0266916 0.158253 -0.158234 0.0868794
0.355441 -0.355414 -0.222014 0.222041 -0.0190308 0.0190495 0.150648 -0.150629 0.0867565
0.365607 -0.365581 -0.232181 0.232207 -0.0113382 0.0113569 0.142991 -0.142972 0.0866286
0.375585 -0.375559 -0.242159 0.242185 -0.0035998 0.00361858 0.135288 -0.135269 0.0864973
0.385368 -0.385343 -0.251943 0.251968 0.00417938 -0.00416063 0.127544 -0.127525 0.0863481
0.39495 -0.394925 -0.261525 0.26155 0.0119946 -0.0119759 0.119763 -0.119744 0.0861896
0.404324 -0.4043 -0.2709 0.270924 0.0198411 -0.0198224 0.11195 -0.111931 0.0860233
0.413485 -0.413461 -0.280061 0.280085 0.0277138 -0.0276951 0.104109 -0.104091 0.0858505
0.422427 -0.422404 -0.289004 0.289027 0.0356079 -0.0355893 0.0962473 -0.0962284 0.0856727
0.431144 -0.431122 -0.297722 0.297744 0.0435185 -0.0435 0.0883681 -0.0883493 0.0854844
0.439632 -0.43961 -0.30621 0.306232 0.0514406 -0.0514221 0.0804767 -0.0804579 0.0852911
0.447883 -0.447862 -0.314462 0.314483 0.0593694 -0.0593509 0.072578 -0.0725594 0.0850938
0.455894 -0.455873 -0.322473 0.322494 0.0672997 -0.0672812 0.0646771 -0.0646586 0.0849226
0.463659 -0.463639 -0.330239 0.330259 0.0752268 -0.075208 0.056779 -0.0567604 0.0847933
0.471173 -0.471154 -0.337754 0.337773 0.0831457 -0.0831267 0.0488884 -0.0488699 0.0847019
0.478432 -0.478414 -0.345014 0.345032 0.0910514 -0.0910323 0.0410106 -0.040992 0.0846406
0.485431 -0.485413 -0.352013 0.352031 0.0989389 -0.0989197 0.0331502 -0.0331316 0.0845979
0.492166 -0.492148 -0.358748 0.358766 0.106803 -0.106784 0.0253124 -0.0252938 0.0845768
0.498631 -0.498615 -0.365215 0.365231 0.11464 -0.114621 0.017502 -0.0174834 0.0845778
0.504824 -0.504808 -0.371408 0.371424 0.122444 -0.122424 0.00972394 -0.00970528 0.0845993
0.51074 -0.510725 -0.377325 0.37734 0.130209 -0.13019 0.0019831 -0.00196447 0.0846343
0.516376 -0.516361 -0.382961 0.382976 0.137933 -0.137913 -0.00571566 0.00573428 0.0846855
0.521727 -0.521714 -0.388314 0.388327 0.145609 -0.145589 -0.0133675 0.0133861 0.0847531
0.526792 -0.526779 -0.393379 0.393392 0.153232 -0.153213 -0.0209676 0.0209862 0.0848371
0.531565 -0.531553 -0.398153 0.398165 0.160799 -0.16078 -0.0285112 0.0285297 0.0849367
0.536045 -0.536034 -0.402634 0.402645 0.168304 -0.168285 -0.0359935 0.036012 0.0850511
0.540229 -0.540218 -0.406818 0.406829 0.175742 -0.175723 -0.0434099 0.0434283 0.0851793
0.544114 -0.544104 -0.410704 0.410714 0.18311 -0.183091 -0.0507557 0.050774 0.0853207
0.547697 -0.547688 -0.414288 0.414297 0.190401 -0.190383 -0.0580262 0.0580444 0.0854748
0.550976 -0.550968 -0.417568 0.417576 0.197613 -0.197594 -0.065217 0.065235 0.0856411
0.553949 -0.553942 -0.420542 0.420549 0.204739 -0.204721 -0.0723233 0.0723413 0.0858194
0.556615 -0.556608 -0.423208 0.423215 0.211777 -0.211759 -0.0793409 0.0793587 0.0860098
0.558971 -0.558965 -0.425565 0.425571 0.218721 -0.218703 -0.0862653 0.0862829 0.0862124
0.561016 -0.561011 -0.427611 0.427616 0.225567 -0.225549 -0.0930921 0.0931095 0.0864274
0.562749 -0.562745 -0.429345 0.429349 0.23231 -0.232293 -0.0998171 0.0998343 0.0866543
0.564169 -0.564166 -0.430766 0.430769 0.238947 -0.23893 -0.106435 0.106453 0.0869421
0.565275 -0.565272 -0.431872 0.431875 0.245474 -0.245457 -0.112944 0.112961 0.0872464
0.566065 -0.566064 -0.432664 0.432665 0.251886 -0.251869 -0.119338 0.119355 0.087558
0.56654 -0.56654 -0.43314 0.43314 0.258179 -0.258163 -0.125614 0.125631 0.0878758
0.5667 -0.5667 -0.4333 0.4333 0.264349 -0.264333 -0.131768 0.131784 0.0881969
0.566544 -0.566545 -0.433145 0.433144 0.270393 -0.270377 -0.137796 0.137812 0.0885196
0.566072 -0.566073 -0.432673 0.432672 0.276306 -0.276291 -0.143693 0.143709 0.0888428
0.565284 -0.565287 -0.431887 0.431884 0.282086 -0.282071 -0.149457 0.149472 0.0891658
0.564182 -0.564186 -0.430786 0.430782 0.287728 -0.287714 -0.155083 0.155098 0.0894884
0.562766 -0.56277 -0.42937 0.429366 0.293229 -0.293215 -0.160569 0.160584 0.0898102
0.561036 -0.561041 -0.427641 0.427636 0.298585 -0.298571 -0.165911 0.165925 0.0901311
0.558994 -0.559 -0.4256 0.425594 0.303793 -0.30378 -0.171104 0.171118 0.0904511
0.556641 -0.556648 -0.423248 0.423241 0.30885 -0.308837 -0.176147 0.176161 0.0907702
0.553979 -0.553986 -0.420586 0.420579 0.313752 -0.31374 -0.181036 0.181049 0.0910883
0.551009 -0.551017 -0.417617 0.417609 0.318498 -0.318486 -0.185768 0.18578 0.0914056
0.547733 -0.547742 -0.414342 0.414333 0.323082 -0.323071 -0.190339 0.190351 0.0917234
0.544153 -0.544163 -0.410763 0.410753 0.327504 -0.327493 -0.194748 0.194759 0.0920431
0.540271 -0.540282 -0.406882 0.406871 0.331759 -0.331748 -0.19899 0.199001 0.0923659
0.536091 -0.536102 -0.402702 0.402691 0.335846 -0.335835 -0.203065 0.203075 0.0926929
0.531614 -0.531626 -0.398226 0.398214 0.339761 -0.339751 -0.206968 0.206978 0.0930243
0.526843 -0.526856 -0.393456 0.393443 0.343503 -0.343493 -0.210698 0.210707 0.0933603
0.521782 -0.521796 -0.388396 0.388382 0.347068 -0.347059 -0.214252 0.214261 0.0937007
0.516434 -0.516448 -0.383048 0.383034 0.350456 -0.350447 -0.217628 0.217636 0.0940451
0.510801 -0.510816 -0.377416 0.377401 0.353662 -0.353654 -0.220823 0.220832 0.0943933
