distance x y z pitch roll
0.112551 0.113982 0.13319 0.00649865 3.04425 -3.52282
0.113063 0.1145 0.132913 0.00619687 2.75452 -3.39576
0.113573 0.115018 0.132616 0.00589152 2.45924 -3.26458
0.114082 0.115534 0.132293 0.00558245 2.16334 -3.13116
0.114589 0.116047 0.131936 0.00525719 1.87195 -2.99656
0.115091 0.116556 0.131557 0.00492891 1.5764 -2.85768
0.115589 0.11706 0.131154 0.00459593 1.27816 -2.71528
0.116083 0.117561 0.130719 0.00424952 0.982785 -2.56962
0.116571 0.118055 0.13026 0.0038953 0.684092 -2.42003
0.117053 0.118543 0.129782 0.00353719 0.378923 -2.26643
0.117529 0.119025 0.129274 0.00316781 0.0735424 -2.10847
0.117998 0.1195 0.128744 0.0027904 -0.236615 -1.94616
0.11846 0.119968 0.128195 0.00240889 -0.55507 -1.77964
0.118915 0.120429 0.127618 0.00201564 -0.874655 -1.60798
0.119361 0.120881 0.127018 0.00161408 -1.20052 -1.4315
0.119798 0.121324 0.126397 0.00120406 -1.53302 -1.24977
0.120227 0.12176 0.12576 0.000789587 -1.87616 -1.06337
0.120647 0.122186 0.125094 0.000362492 -2.22142 -0.87062
0.121056 0.122602 0.124408 -7.35041e-05 -2.57473 -0.672189
0.121455 0.123008 0.123701 -0.000518664 -2.93636 -0.46755
0.121843 0.123404 0.122973 -0.000973292 -3.30662 -0.256379
0.122238 0.123809 0.122394 -0.00128514 -3.43427 -0.18413
0.122628 0.124211 0.121913 -0.00151001 -3.42407 -0.200266
0.123008 0.124605 0.121484 -0.00166808 -3.30594 -0.238979
0.123372 0.124985 0.121088 -0.00176656 -3.15157 -0.322365
0.12372 0.125346 0.120707 -0.00182125 -2.945 -0.398755
0.124056 0.125697 0.120349 -0.00185493 -2.72555 -0.500596
0.124381 0.126038 0.119979 -0.00184402 -2.50694 -0.6068
0.124688 0.126352 0.119588 -0.00177379 -2.25986 -0.687979
0.124973 0.126641 0.119211 -0.00167694 -2.00163 -0.776179
0.125296 0.12696 0.118959 -0.00156858 -1.80556 -0.824415
0.12563 0.12729 0.118823 -0.00146344 -1.64115 -0.863894
0.125979 0.127635 0.118748 -0.00135662 -1.48522 -0.905015
0.126328 0.127981 0.118654 -0.00124977 -1.32532 -0.957863
